Page ID,Page name,Disclaimer,Amount spent (INR)
308723279160232,Dettol India,These ads ran without a disclaimer,5222
330760810293224,HelpAge India,HelpAge India,3193
102754365335887,Udhay Anna,Udhay Anna,2888
103549535164347,Sivarajavel IAS Academy,Sivarajavel,2709
436826960480,Infosys,These ads ran without a disclaimer,2182
107864648831408,Nammavar Kamal Haasan,Nammavar kamal hassan,1999
174283119250672,Save the Children India,Bal Raksha Bharat,1833
101170512896982,Srikanth Kancharla TDP,Srikanth Kancharla,1646
109354741887336,Youth For Udhay Anna,Youth For Udhay Anna,1641
30290552843,Greenpeace India,Greenpeace Environment Trust,1295
271269803067720,IUML Tamil Nadu State,Abdul Azees A,1243
123405501008524,Mercedes-Benz India,These ads ran without a disclaimer,1080
105560431512954,Boopathi Raja K,Boopathi Raja,1045
892031744181893,Olirum Erodu,Syed Jamal Syed Mohammad,1013
404746486258732,Project Nanhi Kali,Project Nanhi Kali,992
106398661197426,N.DinesshKumar,N.DinesshKumar,792
326102339565,Oxfam India,Oxfam India,726
285029500623,CARE India,CARE India,598
104309454319526,Advaita International School,Saminathan Rajeshwaran,529
925853184147520,SimpliCity News: Coimbatore,Simplicity Coimbatore,507
104819985853284,V6 Digital News,V6 Digital News,476
106612542205687,Chennayin Udhay anna - சென்னையின்  உதய் அண்ணா,Chennayin Udhay anna - சென்னையின்  உதய் அண்ணா,418
161214324393440,Muthamil Public School,Muthamil Public School,415
101051246108452,Coimbatorein Udhay Anna - கோயம்புத்தூரின் உதய் அண்ணா,Coimbatorein Udhay Anna - கோயம்புத்தூரின் உதய் அண்ணா,388
101567692722036,Madurayin Udhay Anna - மதுரையின் உதய் அண்ணா,Madurayin Udhay Anna - மதுரையின் உதய் அண்ணா,359
104516512296314,Kartikeya Sharma,Adv Tech,355
114233898263244,Indian Compass Videos,theindiancompass.com,350
21169267101,Give,Give,344
30290552843,Greenpeace India,Greenpeace India Society,337
102776662680733,Vellorin Udhay Anna - வேலூரின் உதய் அண்ணா,Vellorin Udhay Anna - வேலூரின் உதய் அண்ணா,313
101684696078930,Salethin Udhay Anna - சேலத்தின் உதய் அண்ணா,Salethin Udhay Anna - சேலத்தின் உதய் அண்ணா,309
109575523898069,N.Jayaraman,Natesan Jayaraman,306
15713980389,MTV UK,These ads ran without a disclaimer,300
1722943941261677,Dr.P.Saravanan,Dr.P.Saravanan,261
103782051383159,School of Politics,School of Politics,231
225469604484322,"GI Tagged - Geographical Indications, India",GiTAGGED,231
110157505314549,Bhumireddy Ramagopal Reddy,Bhumireddy Ramagopal Reddy,225
109839825248597,Thirunelveliyin Udhay Anna - திருநெல்வேலியின் உதய் அண்ணா,Thirunelveliyin Udhay Anna - திருநெல்வேலியின் உதய் அண்ணா,223
55436896972,Sakal,Dinesh Krishnaji Oak,221
105078967734288,"திருமதி.சுபத்ரா இராஜ்குமார் BCom, ஊராட்சி மன்ற தலைவர் காக்களூர்.",R Raj Kumar,202
1683074371961376,Shmoozie's,These ads ran without a disclaimer,188
837835682986019,Amazon India News,These ads ran without a disclaimer,188
111778141766797,Erodin  Udhay Anna - ஈரோட்டின் உதய் அண்ணா,Erodin  Udhay Anna - ஈரோட்டின் உதய் அண்ணா,187
106797518975875,P.Soundararajan,Soundararajan Balakumaran,185
118227367824577,Garuda Aerospace Pvt Ltd,Garuda Aerospace Pvt Ltd,179
180643835319178,BLACK+DECKER,These ads ran without a disclaimer,167
959179977571273,USI Party - India,Ramanadar Selvaganesan,165
295639383836442,Agewell Foundation,Aanchal Gupta,164
170484126349815,Indian Cancer Society,Indian Cancer Society,159
106329734356611,Gautham MarilingeGowda,Basavachetan,157
110540565228341,Ganguly H Kurabathalli,Ganguly H Kurubathalli,144
108387848549180,D.K.Santhakumar,D.K.Santhakumar,142
132689140088396,smilefoundation,Smile Foundation,141
283778738935226,Indian Steel Association,Sanjay Sinha,127
2249983818612505,Vennapusa Ravindra Reddy,Vennapusa Ravindra Reddy,121
170741823043489,V6 News,V6 News,119
1287678198049472,Child Help Foundation Outreach,Child Help Foundation Outreach,107
107543961968895,Tamil Manila Congress - Trichy - Urban,Arockia Jenifer K,106
109238265360678,Yuga Manpower Consultancy,Yuga Manpower Consultancy,103
313701205391557,Santoor Stay Young,These ads ran without a disclaimer,≤100
105113159164069,Panchayat,Panamaram,≤100
285403455681355,Railway Children India,Railway Children India,≤100
474751009223949,Jaipur Literature Festival,Jaipur Literature Festival,≤100
568756853598906,Unlimint,These ads ran without a disclaimer,≤100
864058773719706,JG Prince MLA,Prince -,≤100
105572575011321,Mazahri,These ads ran without a disclaimer,≤100
100807979122,UNICEF India,These ads ran without a disclaimer,≤100
103495822523586,Dr V Muthuraja MLA,Asarudeenm,≤100
103495822523586,Dr V Muthuraja MLA,Dr V Muthuraja MLA,≤100
100735178208398,Udyami India,Samadhan Samiti,≤100
587889961221497,Adani Realty,These ads ran without a disclaimer,≤100
104000639186504,Vivek Subba Reddy for Jayanagara,Vivek Subba Reddy for Jayanagara,≤100
106773968908453,அனைத்து இந்திய விவசாயிகள் சங்கம்,Ramanadar Selvaganesan,≤100
524665794408050,CASA,Arushi Narchal,≤100
107238907460,Fabindia,These ads ran without a disclaimer,≤100
287195427978924,Our Better World,These ads ran without a disclaimer,≤100
394168494317389,MIT World Peace University,MIT World Peace University,≤100
423670114403144,Trending in China,These ads ran without a disclaimer,≤100
1206646549409937,Vasanthi Motors - Hero,These ads ran without a disclaimer,≤100
113141548296584,Thirupoorin Udhay anna - திருப்பூரின் உதய் அண்ணா,Thirupoorin Udhay anna - திருப்பூரின் உதய் அண்ணா,≤100
105671775473178,Jan Suraaj,Jan Suraaj,≤100
104062973021500,Sony Group - Global,These ads ran without a disclaimer,≤100
239163069782625,Studds Accessories LTD,These ads ran without a disclaimer,≤100
107395897271506,Kutumb,Swatantra Verma,≤100
106708722184792,Belenus Champion Hospital,These ads ran without a disclaimer,≤100
100524862863510,Tiruchirapallyin Udhay Anna - திருச்சிராப்பள்ளியின் உதய் அண்ணா,Tiruchirapallyin Udhay Anna - திருச்சிராப்பள்ளியின் உதய் அண்ணா,≤100
103811841768684,Mannachanallur S. Kathiravan MLA,Lokesh R,≤100
1692626270993831,Sun Ramanathan,Mohamed Abdul Khader A,≤100
106271424467078,PangaeaX,These ads ran without a disclaimer,≤100
104052753400618,Union Bank of India,Goldmine Advertising Limited,≤100
544721985576852,"Tourism Department, Government of West Bengal",Digital Abhiyan,≤100
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,≤100
103743588973651,Sarbajayadas Narendran,Vinil Baba Godson,≤100
104888181587151,CV Chandrashekar,CV Chandrashekar,≤100
128325290544232,Le Royal Meridien Chennai,These ads ran without a disclaimer,≤100
122131984855152,Dr. Debraj Shome,Dr. Debraj Shome,≤100
449378495112356,Swades Foundation,Swades Foundation,≤100
270666596375251,Jhatkaa.org,Jhatkaa.org,≤100
210251616112761,India Development Review,India Development Review,≤100
107725901457936,New Mother,Neelufer Mulla,≤100
104311631954217,Pharma Simplified,Dawa Charcha,≤100
783881145001898,Nirmal Kumar Surana,Nirmal Surana,≤100
449945121742046,Ravi Kumar Yadav,Venkata Satish Chandu,≤100
190037801030877,Fenesta Windows,These ads ran without a disclaimer,≤100
