Page ID,Page name,Disclaimer,Amount spent (PYG)
1073454492740713,Emmanuel Cuevas,Jorge Emmanuel Cuevas Maciel,99227
430961180344844,EVER VILLALBA,Ever Federico Villalba Martinez,14679
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,7800
103040788902949,Concertación Nacional 2023,Rocio Magali Moreno Vera,2206
517426394969535,Ricardo Canese,Ricardo Canese,1765
441529192988697,Rubén Penayo Senador 40/44,Rubén Penayo Senador 40/44,1197
420279778178605,Adelaida Diputada 2023,Adelaida Cantero De Torres,1093
490637354648727,Ing.Juan Carlos Baruja - Gobernador 2018/2023,Juan Carlos Baruja Fernandez,951
105545157610039,Euclides Acevedo,Euclides Roberto Acevedo Candia,539
943824938962084,Luis Fernando,Luis Carlos Arce,306
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,276
105872245439208,Pelusa Senadora,Maria Yolanda Del Rosario Moreno de Ruíz,260
459778430886026,Posgrado Universidad Columbia,Posgrado Columbia,232
279495618730067,MANUEL RADICE,Manuel Radice,211
107326631853562,Hugo Sosa Pasmor,Maria Alejandra Correa Miño,174
150741961754512,Mercedes Canese Antúnez,Mercedes Canese,134
1365651890238610,Soberanía Paraguay,Prensa_Py,131
278226125974096,El Paraguayo Independiente,Paraguayo Independiente,116
724051717643013,Miguel Prieto,Celso Kevin Ramon Sánchez Florentin,108
107706177740738,Periodismo 29,Periodismo 29,≤100
109779868441305,Gaby Russo,Maria Gabriela De Jesus Russo Yubero,≤100
110874571760090,esconesi,These ads ran without a disclaimer,≤100
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
1386037631635162,Hugo Ramírez,Nahuel Ayala Gomez,≤100
1468570519872644,Santiago Peña,PRANA SA,≤100
103248988588127,Nestor Castellano Diputado,Liza Concepcion Acosta Avalon,≤100
242118359309178,Ricardo Estigarribia,Douglas Mateus Hendges,≤100
100566575581065,Ramón Montanía,Ramón Montania Fernandez,≤100
