Page ID,Page name,Disclaimer,Amount spent (CZK)
122074554119,EU Social,EU Social,1349
60516116431,Člověk v tísni,"Člověk v tísni, o.p.s.",1072
470593056405865,Kde fondy EU pomáhají,"IMAGE CZ, a.s.",995
314038193269,211 - Zdravotní pojišťovna ministerstva vnitra ČR,Zdravotní pojišťovna ministerstva vnitra ČR,885
120343698070515,Liberální institut,Liberální institut,864
118719801252410,Národní plán obnovy,Národní plán obnovy,731
487445514669670,Petr Fiala,ODS - Občanská demokratická strana,712
120461304659141,O2 CZ,O2 Czech republic,347
130631260290858,Piráti Středočeský kraj,Česká pirátská strana,301
178362315106,European Parliament,European Parliament,285
551976351670874,Zdeněk Hraba,Zdeněk Hraba - senátor,171
103059308644099,Replastuj.cz,Replastuj.cz,152
55408246161,Amnesty International ČR,Amnesty International ČR,151
34825122262,Časopis Reflex,CZECH NEWS CENTER a. s.,142
197010357446014,Ondřej Prokop,Ondrej Prokop,123
52479821102,Týdeník Respekt,Týdeník Respekt,115
289075461571,TOP 09 - Středočeský kraj,TOP 09,103
124872365383,CROSS][CLUB - officiall,CROSS][CLUB - officiall,≤100
102620981865843,Jana Skopalíková - radní pro životní prostředí a zemědělství,Jana Skopalíková - radní pro životní prostředí a zemědělství,≤100
1909508402643576,Pavel Pavlík,Občanská demokratická strana,≤100
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,≤100
356451014434612,Marian Jurečka,KDU-ČSL,≤100
103430204491217,Robert Šlachta,PŘÍSAHA - občanské hnutí Roberta Šlachty,≤100
460558621177512,Zálohujme.cz,Zálohujme,≤100
117823623864,Transparency International ČR,Transparency International ČR,≤100
122414944594991,"Chrenek, Toman, Kotrba advokátní kancelář","Chrenek, Toman, Kotrba advokátní kancelář",≤100
109323929038,Česká pirátská strana,Česká pirátská strana,≤100
257529307701966,Jiří Pospíšil,TOP 09,≤100
106008800769282,KHNP,Bistro Social s.r.o.,≤100
728495140691300,Milion chvilek pro demokracii,"Milion Chvilek, z. s.",≤100
384187235387895,Alena Schillerová,ANO,≤100
137301989386,Aktuálně.cz,Aktuálně.cz,≤100
370583064327,Starostové a nezávislí • STAN,Starostové a nezávislí • STAN,≤100
