Page ID,Page name,Disclaimer,Amount spent (NOK)
135843375926,UNICEF Norge,UNICEF Norge,220
20468812735,LO,LO,≤100
132368899297,Framtiden i våre hender,Framtiden i Våre Hender,≤100
108106430662575,Suscon As,Ronny Grindstein,≤100
623596214494727,Anima - Stopp dyremishandling,Anima - stopp dyremishandling,≤100
44960467949,Greenpeace Norge,Föreningen Greenpeace Norden,≤100
2398568533531114,Velferdsmiks,NHO Service og Handel,≤100
54603926197,Finnmark SV,Troms og Finnmark SV,≤100
1241838412569626,Novartis Norge,Novartis Norge AS,≤100
198148715581,Vestfold og Telemark FrP,Vestfold og Telemark FrP,≤100
380405316155402,Stopp alzheimer og demens,Nasjonalforeningen for folkehelsen,≤100
219119001471138,Våler SV (Hedmark),Innlandet SV,≤100
300127442096,Norske Kvinners Sanitetsforening,Norske Kvinners Sanitetsforening,≤100
275933439089674,Troms Senterparti,Ivar B Prestbakmo,≤100
111322125898812,Filter Nyheter,Filter Nyheter,≤100
102203325950193,Ingvild Lemme Kristiansen,Stendi,≤100
157475710986651,Kvinnegruppa Ottar,Kvinnegruppa Ottar landsstyret,≤100
186626994701210,Forbundet for Ledelse og Teknikk (FLT),Forbundet for Ledelse og Teknikk (FLT),≤100
105939782037295,Altinget.no,Altinget AS,≤100
417968848252894,Besteforeldrenes klimaaksjon,Besteforeldrenes Klimaaksjon,≤100
53828343371,Epilepsiforbundet,Epilepsiforbundet,≤100
58345093445,Natur og Ungdom,Natur og Ungdom,≤100
102040431616976,Beaufort Solutions,Beaufort Solutions,≤100
126448980866214,Klassekampen,Klassekampen AS,≤100
57542291449,Funksjonshemmedes Fellesorganisasjon (FFO),These ads ran without a disclaimer,≤100
120374971332864,Kagge Forlag,Kagge Forlag,≤100
191486484237133,Tillitsvalgtordningen i Forsvaret,Tillitsvalgtordningen i Forsvaret,≤100
119797291429215,RIO - en landsdekkende brukerorganisasjon på rusfeltet,RIO - en landsdekkende brukerorganisasjon på rusfeltet,≤100
277788629092,Med Israel for fred (MIFF),Med Israel for fred (MIFF),≤100
100885889429302,Verdinytt,Verdinytt AS,≤100
977673515587968,Røros Senterparti,Røros Senterparti,≤100
227688410297,Radio Latin-Amerika,Radio Latin-Amerika,≤100
920885424643773,Ski-VM Trondheim 2025,These ads ran without a disclaimer,≤100
112631767587663,Meninger24,Meninger24,≤100
159084565236,Transit magasin,Transit Media AS,≤100
291789484748906,Senter for hav og Arktis,Senter for hav og Arktis,≤100
21967399403,Cappelen Damm,Cappelen Damm,≤100
87445018334,Nobel Peace Center,Nobel Peace Center,≤100
192391030831244,UAS Norway,These ads ran without a disclaimer,≤100
103285042293800,JesusFestivalen,JesusFestivalen,≤100
106060042300827,Ann-Kristin Moldjord,Ann-Kristin Moldjord,≤100
103393671903368,Bornstar Children Center,These ads ran without a disclaimer,≤100
478670012154037,Think Then Choose Wisely,These ads ran without a disclaimer,≤100
111012188920876,Ekeri,These ads ran without a disclaimer,≤100
