Page ID,Page name,Disclaimer,Amount spent (BAM)
102802955817933,Centralna izborna komisija Bosne i Hercegovine,Centralna izborna komisija Bosne i Hercegovine,139
417853371621843,Mirnes Ajanović za gradonačelnika Tuzle,Mirnes Ajanović,≤100
112724472142155,Pomak Bihać,Pokret za Modernu i Aktivnu Krajinu POMAK,≤100
753740401664958,Omer Berbić - kandidat za gradonačelnika Tuzle,Omer Berbic,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
1547105272188915,Elvedin Sedić,Elvedin Sedić,≤100
197596636939679,tacno.net,Tacno.net,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
147315858633088,Istinomjer,Istinomjer,≤100
1175187435840080,SDP Bihać,SDP Bihać,≤100
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
109652028193268,Revizije info,Revizije info,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
789735661383506,Fondacija Tadž - Stipendiranje budućih hafiza,Fondacija Tadž - Stipendiranje budućih hafiza,≤100
363963930757614,Hamdija Abdić Tigar Oficijalna,Hamdija Abdic,≤100
101820526552763,Biscani.net,Biscani.net,≤100
102343781660824,Ajdin Holjan,Ajdin Holjan,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
106099145362821,Goražde bez pesticida,Harun  Bešlija,≤100
111544041335161,Antikorupcija info,Antikorupcija info,≤100
691695970918701,Amarildo Mulić,These ads ran without a disclaimer,≤100
1448893352065916,GO SDP BiH Tuzla,GO SDP Tuzla,≤100
230925323921716,Naš Bihac,Amir Kamy Kulenovic,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
497073450426490,BH novinari,These ads ran without a disclaimer,≤100
1607622842896752,interview.ba,Fondacija Infohuse,≤100
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100
829208673777443,Regan Hillyer,These ads ran without a disclaimer,≤100
347265340270,Architecture Competitions,These ads ran without a disclaimer,≤100
207268042645317,Macquarie Group,These ads ran without a disclaimer,≤100
2430163100537312,Spin Info,Spin Media,≤100
