Page ID,Page name,Disclaimer,Amount spent (SEK)
608975645850217,Vattenfall,Vattenfall Sverige,575
151159271594797,Systembolaget,Systembolaget,505
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,473
369582590803,Dagens ETC,ETC-tidningarna,395
111912817167925,Samtidigt i Sverige,Aktuellt i Politiken,367
126567104406,Hyresgästföreningen,Hyresgästföreningen,361
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,349
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,196
382243262003,Plan International Sverige,Plan International Sverige,181
95735961890,Greenpeace Sverige,Greenpeace Sverige,157
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),156
111630258867610,Röda Korset,Röda Korset,152
162985227114132,Skellefteå Kraft,Skellefteå Kraft,136
114262485262083,Konsumentverket,Konsumentverket,136
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,135
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,123
59324455950,UNICEF Sverige,UNICEF Sverige,121
72659261793,Rädda Barnen,Rädda Barnen,112
109886133732943,RESCUE - Sverige,RESCUE - Sverige,107
109969847586061,Morgon-Tidningen,AIP Media,101
111842515680597,Hyresgästföreningen Norrland,Hyresgästföreningen,≤100
101341883359561,Matsmart Sverige,Matsmart,≤100
153270724787,Amnesty International Sverige,Amnesty International Sverige,≤100
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,≤100
19746853632,Djurens Rätt,Djurens Rätt,≤100
249195615122371,Sara Skyttedal,Sara Skyttedal Dihang,≤100
332847473459582,Radiohjälpen,Radiohjälpen,≤100
178362315106,European Parliament,European Parliament,≤100
576845979156129,Techarenan,Techarenan,≤100
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,≤100
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,≤100
206144969407178,Pensionsmyndigheten – Fråga om pension,These ads ran without a disclaimer,≤100
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,≤100
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,≤100
18880778360,ActionAid Sweden,ActionAid Sweden,≤100
42676805259,Diakonia,Diakonia,≤100
175843834306,WaterAid Sverige,WaterAid Sverige,≤100
103296115466644,Skattenytta,Kommissionen för Skattenytta,≤100
118090278221826,Erikshjälpen,Erikshjälpen,≤100
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,≤100
161213770567846,Operation Smile Sverige,Operation Smile Sverige,≤100
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,≤100
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
146338414613,KRAV,KRAV,≤100
186513678039755,Fortum,Fortum Sverige,≤100
296423575695,Afrikagrupperna,Afrikagrupperna,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,≤100
314283591054,Byggnads,Byggnads,≤100
769689373178831,Sjukvårdspartiet Västernorrland,Sjukvårdspartiet Västernorrland,≤100
91818886532,We Effect,We Effect,≤100
195379633820701,Svenskt Kött,Svenskt Kött,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
212284955495610,Elektrikerna,Elektrikerna,≤100
237146235237,Timbro,Tankesmedjan Timbro,≤100
328754490337,Vårdförbundet,Vårdförbundet,≤100
322439964487541,ETC El,ETC El,≤100
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,≤100
534553447006742,Klimatklubben,Klimatklubben,≤100
951217261634608,Naturvårdsverket,Naturvårdsverket,≤100
314872662206,Ekonomifakta,Ekonomifakta,≤100
