Page ID,Page name,Disclaimer,Amount spent (PYG)
1468570519872644,Santiago Peña,PRANA SA,7339
103040788902949,Concertación Nacional 2023,Rocio Magali Moreno Vera,3662
107833595148374,Diputado José Rodríguez 2023 - 2028,Diputado José Rodríguez 2023 - 2028,3477
106721948731693,Prof. Aldo Centurión López,Prof. Aldo Centurión López,1379
1151984808290856,Hugo Portillo,Hugo Portillo,1320
100566575581065,Ramón Montanía,Ramón Montania Fernandez,1248
517426394969535,Ricardo Canese,Ricardo Canese,622
100445112671378,Fernando Camacho Senador 2023,Norma Graciela Ávalos Lezcano,450
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,397
105872245439208,Pelusa Senadora,Maria Yolanda Del Rosario Moreno de Ruíz,372
459778430886026,Posgrado Universidad Columbia,Posgrado Columbia,342
724051717643013,Miguel Prieto,Celso Kevin Ramon Sánchez Florentin,310
278226125974096,El Paraguayo Independiente,Paraguayo Independiente,305
359307964420456,Terere Cómplice,Meli Olavarrieta,273
109779868441305,Gaby Russo,Maria Gabriela De Jesus Russo Yubero,266
279495618730067,MANUEL RADICE,Manuel Radice,225
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,≤100
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,≤100
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
109252182048593,Nestor Martínez Bernal,Viviano Baez Gonzalez,≤100
1753251591598763,Dani Mujica,Celso Kevin Ramon Sánchez Florentin,≤100
2009798972471052,Gabriel de Carvalho - Espanol,These ads ran without a disclaimer,≤100
110975248546462,conscienciabrasil1,These ads ran without a disclaimer,≤100
