Page ID,Page name,Disclaimer,Amount spent (ISK)
573559522797177,Flokkur fólksins,Flokkur Fólksins,169
430089884101936,Þingflokkur Pírata,Þingflokkur Pírata,154
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,≤100
429577173821764,Matvælaráðuneytið,matvælaráðuneytið,≤100
441539862613489,Foreldrasamtök gegn áfengisauglýsingum,Árni Guðmundsson,≤100
128854307193614,Landsvirkjun,Landsvirkjun,≤100
106979180938014,Samstöðin,Samstöðin ehf,≤100
154893001218870,ADHD samtökin,ADHD samtökin,≤100
737169626371453,Heimildin,Stundin,≤100
164555479899,Samfylkingin í Hafnarfirði,Samfylkingin í Hafnarfirði,≤100
100379049649433,Cool Bits Daily,These ads ran without a disclaimer,≤100
