Page ID,Page name,Disclaimer,Amount spent (PLN)
106204692244510,Jigsaw Polska,Jigsaw,≤100
170854966281100,Wspólnota Burego Misia,Fundacja Wspólnoty Burego Misia im. Bogdana Jańskiego,≤100
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,≤100
513969188677442,Compassion Polska,Compassion Polska,≤100
273827962690526,Otwarte Klatki,Otwarte Klatki,≤100
100120136068412,Reo.pl - platforma handlu energią z OZE,Reo.pl Sp. z o.o.,≤100
311278685609822,Fundacja Centaurus,Fundacja Centaurus,≤100
114453729684,gazetaprawna.pl,gazetaprawna.pl,≤100
252707301407911,Ministerstwo Rolnictwa i Rozwoju Wsi,Ministerstwo Rolnictwa i Rozwoju Wsi,≤100
255100403945,Polityka,Polityka,≤100
352969621437965,Magna Polonia,Fundacja Magna Polonia,≤100
176619537364977,Grodno S.A.,Grodno S.A.,≤100
143951191449,Profinfo.pl,Wolters Kluwer PL,≤100
213282372051731,Wolontariatgdansk,Regionalne Centrum Wolontariatu w Gdańsku,≤100
868599633152789,Koncept - magazyn akademicki,Fundacja Inicjatyw Młodzieżowych,≤100
145481822175715,Otodom,Grupa OLX sp. z o.o.,≤100
57544755889,Amnesty International Polska,Amnesty International Polska,≤100
67202672014,Fairtrade Polska,Fundacja „Koalicja Sprawiedliwego Handlu” Fairtrade Polska,≤100
