Page ID,Page name,Disclaimer,Amount spent (CZK)
60516116431,Člověk v tísni,Člověk v tísni o.p.s.,≤100
55876739776,Greenpeace Česká republika,Greenpeace Česká republika,≤100
1757913860945739,ORLEN Unipetrol,ORLEN Unipetrol a.s.,≤100
104768355190287,Sázíme Česko,PlanetWe Rewild s.r.o.,≤100
58887737763,Hnutí DUHA - Přátelé Země Česká republika,Hnutí DUHA - Přátelé Země Česká republika,≤100
307333759374560,Česká národní banka,Česká národní banka,≤100
106834174877753,Svět hospodářství,"SH media, spol. s r.o.",≤100
211685455639198,Ministerstvo práce a sociálních věcí,Ministerstvo práce a sociálních věcí,≤100
120461304659141,O2 CZ,O2 Czech republic,≤100
251656685576,KDU-ČSL,KDU-ČSL,≤100
356451014434612,Marian Jurečka,KDU-ČSL,≤100
137301989386,Aktuálně.cz,Aktuálně.cz,≤100
103779080972210,Youradio Talk,Youradio Talk,≤100
155406703122,Arnika,Arnika,≤100
545254525495201,Pravý břeh - Institut Petra Fialy,"Pravý břeh, z.s.",≤100
125830487980906,Solární asociace,Solární asociace,≤100
155406703122,Arnika,Arnika - Centrum pro podporu občanů,≤100
123858471641,iROZHLAS.cz,Český rozhlas,≤100
424114981002397,Český rozhlas Plus,Český rozhlas,≤100
284944781875,EURACTIV.cz,EURACTIV.cz,≤100
177797512857659,srovnám.cz,These ads ran without a disclaimer,≤100
416190415243,Fakulta životního prostředí - ČZU v Praze,Fakulta životního prostředí,≤100
