Page ID,Page name,Disclaimer,Amount spent (BAM)
113041725065224,Pravna sigurnost je zakon / Правна сигурност је закон,OHR,≤100
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100
111544041335161,Antikorupcija info,Antikorupcija.info,≤100
163080080447411,Републичка странка Српске,Републичка странка Српске,≤100
109652028193268,Revizije info,Revizije info,≤100
1922268018023038,Raskrinkavanje,UG Zašto ne,≤100
104992122558073,Valter.Portal,Valter.Portal,≤100
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Славенко Ристић - лидер Републичке странке Српске,≤100
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100
101520789449070,Zaštitimo izvore Mandeka,Zaštitimo izvore Mandeka,≤100
110594625362976,Народни фронт,Народни фронт,≤100
147315858633088,Istinomjer,Istinomjer,≤100
105091002492957,GI Uklonimo divlju deponiju u Nedićima,GI Uklonimo divlju deponiju u Nedićima,≤100
110760128594320,Muhamed Hasanović,Muhamed Hasanović,≤100
108553325069489,Zgrada,Zgrada,≤100
2401351939921390,Raport.ba,Raport Media Group,≤100
104196431761471,Tražiš nešto,These ads ran without a disclaimer,≤100
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100
1473660889517303,Irfan Čengić,Irfan Čengić,≤100
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100
492401811498573,"Građanska inicijativa ""Jer nas se tiče""","Građanska inicijativa ""Jer nas se tiče""",≤100
1494057107558990,Javna rasprava,Javna rasprava,≤100
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100
450326391674911,Allianz,These ads ran without a disclaimer,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa (CCI),≤100
100149596294622,bksarajevo,These ads ran without a disclaimer,≤100
141363092729703,DP World,These ads ran without a disclaimer,≤100
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100
102148841573736,"Udruženje ""Za Doljanku"" Jablanica",Udruženje građana Za Doljanku,≤100
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100
550751965021284,Success Resources,These ads ran without a disclaimer,≤100
135628079908793,IN SITU - European Platform for Artistic Creation in Public Space,These ads ran without a disclaimer,≤100
399785513413851,Naša stranka Novo Sarajevo,Naša stranka Novo Sarajevo,≤100
143699145672946,Centri civilnih inicijativa (CCI),Centri civilnih inicijativa,≤100
130467394263248,Dyness,These ads ran without a disclaimer,≤100
