Page ID,Page name,Disclaimer,Amount spent (ILS)
325131448440639,מפלגת נעם,מפלגת נעם,328
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,265
849824028408565,תנועת אם תרצו,תנועת אם תרצו,261
107217383988190,מגזין אפוק,Epoch Magazine,212
554308731366675,محامون من أجل إدارة سليمة - Lawyers for Good Governance,محامون من أجل إدارة سليمة - Lawyers for Good Governance,178
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,139
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,132
1073548259341247,לובי 99,לובי 99,129
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,119
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",111
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,110
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,109
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,109
194200557275526,לשכת העיתונות הממשלתית,לשכת העיתונות הממשלתית,≤100
248723598607259,ארגון בזכות,Bizchut,≤100
94258847306,האגודה לזכויות האזרח בישראל,האגודה לזכויות האזרח בישראל,≤100
340069009019,ice אייס,ice אייס,≤100
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,≤100
1662907067255622,איגוד הגז הטבעי,Unik,≤100
790149967713981,דרכנו,דרכנו,≤100
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,≤100
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,≤100
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,≤100
109523830757998,דמוקרטtv,דרכנו,≤100
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,≤100
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,≤100
108787681841168,רישיון נשק בקליק,Michael Michel Levi,≤100
575042382839057,Nissim Vaturi - ניסים ואטורי,ניסּים ואטורי,≤100
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,≤100
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,≤100
204780362875106,מקור ראשון,מקור ראשון,≤100
104743111658191,Ron Ben Shushan,רון בן שושן,≤100
137449656335533,Amnesty International Israel,Amnesty International Israel,≤100
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",≤100
189543984502825,משה קונינסקי,משה קונינסקי,≤100
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,≤100
503274483198404,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,לינק Link 20 - התנועה לקידום צעירים עם מוגבלות,≤100
156725471013811,כרמל פלור דיזיין Carmel Floor Design,כרמל פלור דיזיין Carmel Floor Design,≤100
280542409315,יד יצחק בן-צבי,יד יצחק בן-צבי,≤100
115819226483879,האינטרס שלנו - הלובי שלך בכנסת,האינטרס שלנו,≤100
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,≤100
110366224843758,עפולאים מופלאים,דב הירש,≤100
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,≤100
103183301914371,כוח של אמא,Nataly Milner,≤100
