Page ID,Page name,Disclaimer,Amount spent (BOB)
856012741442139,Ipas LAC,NEUMA,125
128123870725,Samuel Doria Medina,Samuel Doria Medina,≤100
113395115480500,Organizacion Cultural Multidisciplinaria Khana Marka,Sandro Iquise Vincenti,≤100
102524055254938,Centro de Preparación Internado Khana Marka,Sandro Iquise Vincenti,≤100
1616241865111812,Soberanía Alimentaria IPDSA,Coordenada Digital,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
1929798810569475,Somos de Warnes,Raul Paniagua Gil,≤100
241664783089008,Xin,These ads ran without a disclaimer,≤100
161707728106607,BayWa r.e. Global,These ads ran without a disclaimer,≤100
750731415621118,Remote Sensing MDPI,These ads ran without a disclaimer,≤100
