Page ID,Page name,Disclaimer,Amount spent (BOB)
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,138
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
597425313724844,Encora Jobs,These ads ran without a disclaimer,≤100
128123870725,Samuel Doria Medina,Samuel Doria Medina,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
101029268584854,José Carlos Sánchez Verazaín,Boris Christian Lehm Murillo,≤100
101014104885737,Juan Carlos Medrano,Daniel Choque Mamani,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
636958269681223,Mauricio Lea Plaza P.,Mauricio Adolfo Lea Plaza Peláez,≤100
698974256785676,Bayer Cono Sur,These ads ran without a disclaimer,≤100
102196065676160,Prof. Julio Cesar Justiniano - Dogo Concejal,Prof. Julio Cesar Justiniano - Dogo Concejal,≤100
1929798810569475,Somos de Warnes,Raul Paniagua Gil,≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
127871740620547,Agustín Zambrana en El Bunker,Walter Agustin Zambrana Arze,≤100
106046228171218,lic.lucilacomito_fertilidad,These ads ran without a disclaimer,≤100
116159958496785,Global Street Art,These ads ran without a disclaimer,≤100
160720010711227,Panel Rey,These ads ran without a disclaimer,≤100
101316281355172,Roxana Bazan Studio Makeup,These ads ran without a disclaimer,≤100
307682176615916,ACT2gether,These ads ran without a disclaimer,≤100
2259508397668500,Imágenes de Baloncesto,These ads ran without a disclaimer,≤100
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100
