Page ID,Page name,Disclaimer,Amount spent (BRL)
1737308239666824,Janad Valcari,Janad Marques De Freitas Valcari,≤100
518015004918179,Professor Júnior Geo,José Luiz Pereira Junior,≤100
151189004972368,Panasonic Brasil,Panasonic Brasil,≤100
175804982467404,Safernet Brasil,Safernet Brasil pago com créditos de anúncio do Facebook,≤100
104625758942119,Siga Antenado,Siga Antenado,≤100
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,≤100
301774903545521,Brasil Paralelo,Brasil Paralelo,≤100
120897944318890,Sol Palmas Energia Solar,Leonardo Gomes Da Motta,≤100
136984123032921,Mercedes-Benz Brasil,Mercedes-Benz Brasil,≤100
165175370206522,Citi Brasil,Citi Brasil,≤100
198849783539777,Buscofem,Buscofem,≤100
102765671561443,Seu Crédito Aprovado,These ads ran without a disclaimer,≤100
669566580098644,Nova Forma Pilates e Estetica,Nova Forma Pilates e Estetica,≤100
358687161234,Proteção Animal Mundial,Sociedade Mundial de Proteção Animal - WSPA BRASIL,≤100
271070706391564,Prefeitura de Paraíso do Tocantins,Prefeitura de Paraíso do Tocantins,≤100
333720355130,Petrobras,Petrobras,≤100
303981736949468,Jingle Vinheta,Paulo Magalhaes,≤100
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",≤100
465235726843103,Ambev,Ambev,≤100
159103797542,Greenpeace Brasil,Greenpeace Brasil,≤100
1587038224698973,Renova Andes,Renova Andes,≤100
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,≤100
115630074826485,Auxilio Brasil,These ads ran without a disclaimer,≤100
330379553673497,Oxfam Brasil,Oxfam Brasil,≤100
224021551012451,Gerando Falcões,Gerando Falcões,≤100
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,≤100
541089776080092,Sanofi Brasil,Thaina Souza De Campos,≤100
196452727048562,Governo do Rio Grande do Sul,SECRETARIA DE COMUNICAÇÃO,≤100
101189854802059,Revista Oeste,Revista Oeste,≤100
394949217200772,Secretaria de Estado da Saúde de Santa Catarina,Secretaria de Estado da Saúde de Santa Catarina,≤100
1703010579956133,Eleições 2024 - Cursos Online,Curso Eleitoral,≤100
261092760666998,Luiza Ribeiro,Luiza Ribeiro Gonçalves,≤100
1498647100170828,Prefeitos do Futuro,Prefeitos do Futuro Cursos e Treinamentos LTDA,≤100
112208748024338,Agência Rockn - Marketing de Resultados,Carlos Bomfim,≤100
102046893217762,Escola de Negócios e Seguros,Escola de Negócios e Seguros,≤100
258088921369,TOTVS,TOTVS,≤100
110225312350543,Nova Escola,Associação Nova Escola,≤100
