Page ID,Page name,Disclaimer,Amount spent (CAD)
118314421234127,Manitoba Watch 2023,Canada Growth Council,1570
625254780822339,CUPE Manitoba,CUPE MB,429
372498358268,Manitoba NDP Caucus,Manitoba NDP Caucus,303
633812813408377,Elections Canada,Elections Canada,247
220906100079,Manitoba Home Builders' Association,Manitoba Home Builders' Association,228
263547640436466,PC Party of Manitoba,"the Financial Officer, PC Party of Manitoba",130
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,115
454725997987367,Manitoba Association of Health Care Professionals - MAHCP,Manitoba Association of Health Care Professionals,113
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,≤100
6319213302,Heart & Stroke,Heart & Stroke,≤100
118040041222760,Juan Luis Garrido,Juan Luis Garrido,≤100
303473312998028,FedEx,FedEx,≤100
232428989879,Maybelline New York,Maybelline New York,≤100
1694706720796851,Manitoba Pork,Manitoba Pork Council,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
27234020592,UNICEF Canada,UNICEF Canada,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
103223222015913,Nowly,nowly,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,≤100
99838903265,CPAWS Manitoba,CPAWS Manitoba,≤100
901776976544599,RBC Wealth Management,RBC Wealth Management,≤100
24235835555,Kids Help Phone,Kids Help Phone,≤100
115835521825983,UNHCR Canada,UNHCR Canada,≤100
261752512263,Canadian Red Cross,Canadian Red Cross,≤100
1590219921201770,Élections Canada,Élections Canada,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
97884715512,Canadian Museum for Human Rights,Canadian Museum for Human Rights,≤100
376006035816016,Storyworth,These ads ran without a disclaimer,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
202220023130891,Bell Canada,Bell Canada,≤100
26394435211,Canadian Cancer Society,Canadian Cancer Society,≤100
109351050711893,IndigiNews,The Discourse,≤100
510183342342621,Bell MTS,Lavanya Rajaian,≤100
168106993245736,Canada Post,Canada Post,≤100
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,≤100
266408097438964,Canadian Consumer Rewards Coalition,Canadian Consumer Rewards Coalition,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
220942375077886,Canada Proud,Canada Proud,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
45337425068,CARE Canada,CARE Canada,≤100
