Page ID,Page name,Disclaimer,Amount spent (INR)
187668288312583,Otrivin,Haleon India,41573
138927162813391,Dailyhunt,Verse Innovation Pvt. Ltd.,15116
294493857651676,Rahul Gandhi,Indian National Congress,11191
54779960819,United Nations,United Nations with Facebook Ad Credits,5104
105671775473178,Jan Suraaj,Jan Suraaj,3790
68793499001,UNICEF,UNICEF with Facebook Ad Credits,3661
112293334871512,Bharat Jodo,Indian National Congress,2904
21169267101,Give,Give,1852
351616078284404,Indian National Congress,Indian National Congress,1745
109888271582555,Be The Change For TB,Johnson & Johnson India Private Limited,1648
101378635840924,Ajay Ravi Hans,Ajay Hans,1200
108366798238330,Haryana Affordable Housing Scheme,Arpit Mittal,1073
107395897271506,Kutumb,Swatantra Verma,1013
574079826086251,Phir Ek Baar Modi Sarkar,phirekbaarmodisarkar.com,939
746568209028564,Dr. Basu Eye Hospital,Dr. Basu Eye Hospital,918
101059166038577,Amit Mahindru,Yash Bagh,732
1987488401557504,Mahathugbandhan - महाठगबंधन,Mahathugbandhan - महाठगबंधन,724
796727237089860,Action India,Rakesh Bhardwaj,607
578430339598121,Lalit Panwar,Kanav Kathuria,603
104516512296314,Kartik Sharma,Adv Tech,575
30290552843,Greenpeace India,Greenpeace India Society,548
1499207276988581,Abhinav Mishra,Gulshan Soni,517
172251079646742,Barça Academy Delhi NCR,Barça Academy Delhi NCR,513
243524299157863,Pushkar Singh Dhami,Pushkar Singh Dhami,480
109400273976649,Baat Bihar Ki,Baat Bihar Ki,431
103760102031014,Rajeshwar Singh,Pragya Net Technology,356
109986065209042,Mera Apna Rahul,Mera Apna Rahul,351
365136584238569,Shiv Deswal Degana,Brand Balance Private Limited,335
2205544183064603,Surender Panwar,Ashish Sakhuja,334
103704155350118,Gates Foundation India,The Bill & Melinda Gates Foundation,324
105776021246358,Savita Naresh Khatri,Savita,313
103782051383159,School of Politics,School of Politics,287
805526169610318,Shubhashray Housing India,shubhashray housing india,280
109707661884154,Indian Compass,theindiancompass.com,275
103342198327305,Raj Bala Singh,Rahul Tiwari,262
810502882434373,Azad Singh,Ravi Verma,242
104718025267304,Adore Prima,Arpit Mittal,236
102123079337554,International Society for Krishna Consciousness,ISKCON Delhi,228
1108242266050014,Mohan Lal,Kanav Kathuria,214
101610392620043,ITS Speciality Dental Clinic,ITS Speciality Dental Clinic,213
220915357934024,Arvind Sangal,Bharat Sangal,187
20386543316,WWF-India,Mukesh Nauhwar,183
132480390432415,Jindal Stainless Solutions,Chariot Media,176
1488581191158902,Conscious Planet,Isha outreach,174
103178395056935,संदीप डबास - आम आदमी पार्टी मुंडका,Navin Kumar,158
101380718273876,"J.S.Tradeus -""financial system""",Manish Singh,155
623402877855129,1965 - Spirit Of Victory,These ads ran without a disclaimer,152
1929823443694918,Pardeep Lohan,Pardeep Kumar,150
606877419792314,Amit Chaudhary,Karan Singh,141
329592260433465,Kamal Yadav,Vikas Chopra,139
276817146073997,FICCI ARISE,FICCI,138
107113000831690,Dr.Manik Saha,maniksaha.com,135
104122195260035,Bharti Tarun Kaushik Bhaiya Ji,Tarun Kumar Kaushik,134
973189589455249,Thakur Jaivir Singh,Thakur Jaivir Singh,133
1919641618278971,Sachin Chaudhary,Satish Kumar,132
