Page ID,Page name,Disclaimer,Amount spent (THB)
327274740648929,แคน อติรุจ,These ads ran without a disclaimer,125
161651553861945,Amnesty International Thailand,Amnesty International Thailand,101
108515294626891,สอบข้าราชการท้องถิ่น By Thurakan,สอบข้าราชการท้องถิ่น By Thurakan,≤100
105838817755256,วงศ์อะเคื้อ บุญศล - กิ่งแก้ว,วงศ์อะเคื้อ บุญศล - กิ่งแก้ว,≤100
111341764925564,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,สำนักสนับสนุนการพัฒนาระบบสุขภาพ - สำนัก 7 สสส.,≤100
190744968374504,British Council Thailand English,These ads ran without a disclaimer,≤100
2147352858864607,เตรียมสอบบรรจุ ข้าราชการท้องถิ่นและครูผู้ช่วย อปท.,These ads ran without a disclaimer,≤100
104553005992573,Short Note & Sheet สรุปสอบข้าราชการ และใบงาน,Short Note & Sheet สรุปสอบข้าราชการ และใบงาน,≤100
345127652279503,มูลนิธิสากลเพื่อคนพิการ,มูลนิธิสากลเพื่อคนพิการ,≤100
1105604039583762,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,Line One สว.นท. ขอเชิญส่งประวัติ ส่วนตัว องค์กร เพื่อเข้ารับรางวัลประจำปี,≤100
1647814138801784,Physiogel Thailand,These ads ran without a disclaimer,≤100
190923294988741,สอบครูผู้ช่วยนะ,สอบครูผู้ช่วยนะ,≤100
104393812499502,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,ชีทสรุปกฎหมาย สำหรับสอบราชการ พนักงานราชการ by.kantap,≤100
110931780694333,LAGOM,These ads ran without a disclaimer,≤100
244116751842,Lenovo Thailand,These ads ran without a disclaimer,≤100
178577273067499,Coke Promotion by Thainamthip,These ads ran without a disclaimer,≤100
651699931624315,Techsauce,Techsauce,≤100
101160216140997,I-Por vintage ประมูลเสื้อมือสอง,I-Por vintage ประมูลเสื้อมือสอง,≤100
1683658098593742,THE STANDARD,"THE STANDARD CO., LTD",≤100
101903785231136,นายกไก่กังวาล ศักดิ์ชัย พิศาลผล,นายกไก่กังวาล ศักดิ์ชัย พิศาลผล,≤100
110766468644579,อนันต์ ปรีดาสุทธิจิตต์,อนันต์ ปรีดาสุทธิจิตต์,≤100
1466273283637782,XChange English ติว TOEIC TOEFL,These ads ran without a disclaimer,≤100
106804542303183,สำนักงานกฎหมายทนายใหญ่,สำนักงานกฎหมายทนายใหญ่,≤100
109552337467130,THE STANDARD WEALTH,"THE STANDARD CO., LTD",≤100
106500602280120,เตรียมสอบข้อราชการท้องถิ่น อปท. กพ.,เตรียมสอบข้อราชการท้องถิ่น อปท. กพ.,≤100
109968945220121,เก่งได้ อะคาเดมี่,These ads ran without a disclaimer,≤100
107612328588715,The Voters,The Voters,≤100
194806671454828,นายศาสตรา ศรีปาน - Sarttra Sripan,นายศาสตรา ศรีปาน - Sarttra Sripan,≤100
101876555117469,OT Design รับออกแบบและผลิตเสื้อพิมพ์ลาย เสื้อบริษัท เสื้อกีฬา ราคาโรงงาน,These ads ran without a disclaimer,≤100
418729291509368,สถาบันปรีดี พนมยงค์ Pridi Banomyong Institute,สถาบันปรีดี พนมยงค์ Pridi Banomyong Institute,≤100
231701717614410,ชายโช วินเทจ,These ads ran without a disclaimer,≤100
114914794432449,กฎหมายใช้สอบราชการ by Æ+,กฎหมายใช้สอบราชการ by Æ+,≤100
295129834227671,Unicharm Pet,These ads ran without a disclaimer,≤100
108876478142078,Maxtive Banana,These ads ran without a disclaimer,≤100
572592940087101,คณพลคนกันเอง,คณพลคนกันเอง,≤100
856383837771145,รับสมัครนักศึกษา มหาวิทยาลัยกรุงเทพธนบุรี by ดร.หวาน,These ads ran without a disclaimer,≤100
1409174012632662,การรถไฟฟ้าขนส่งมวลชนแห่งประเทศไทย,These ads ran without a disclaimer,≤100
333794970138725,Gen.Bunchon - บัญชร ชวาลศิลป์,Gen.Bunchon - บัญชร ชวาลศิลป์,≤100
622674297897819,Screenshirt2020,Screenshirt2020,≤100
2263098807292933,ทนายศฤงคาร  ข่ายสุวรรณ์,These ads ran without a disclaimer,≤100
150271398942624,อัศจรรย์เมืองพุทธ,These ads ran without a disclaimer,≤100
174738095989909,Pichai Naripthaphan,These ads ran without a disclaimer,≤100
