Page ID,Page name,Disclaimer,Amount spent (GTQ)
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,3153
167924689961661,Unidad Nacional de la Esperanza,Leonel Aníbal Quiñónez Aguilar,1630
856012741442139,Ipas LAC,NEUMA,692
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,328
123928580986363,Ministerio de Trabajo y Previsión Social,Ministerio de Trabajo y Previsión Social,171
1911003529195315,Roberto Arzú,Roberto Arzú García-Granados,121
331961940541181,Partido Victoria,Partido Político Victoria,≤100
68793499001,UNICEF,UNICEF with Facebook Ad Credits,≤100
1630952833827354,Armando Castillo,Armando  Damian Castillo Alvarado,≤100
191866540866722,Elecciones Infantiles,Fundación Elecciones Infantiles de Centroamérica,≤100
196258110831945,Partido Valor,Partido Valor,≤100
106908785419555,Goberna Guatemala,Goberna,≤100
643513979193133,Unidos por Beatriz,Neuma,≤100
97320092545,PAHO-WHO,These ads ran without a disclaimer,≤100
104688849145773,Partido Republicano SCP,Mario Rene Monterroso,≤100
305828002808516,INHOPE - International Association of Internet Hotlines,These ads ran without a disclaimer,≤100
102394101663244,Romance L i b r a r y,These ads ran without a disclaimer,≤100
209596159055433,Clase Ejecutiva UC,These ads ran without a disclaimer,≤100
555928298100441,El Blog de Valerie,These ads ran without a disclaimer,≤100
106803408804138,House Of Fun,These ads ran without a disclaimer,≤100
131602424169035,Oxfam en Español,These ads ran without a disclaimer,≤100
215010858641767,Chapinespadelante,These ads ran without a disclaimer,≤100
124252504303223,UNICEF (FR),UNICEF avec des crédits publicitaires Facebook,≤100
111148887049490,EcoAméricas,These ads ran without a disclaimer,≤100
1428408544046887,Flacso Uruguay,These ads ran without a disclaimer,≤100
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,≤100
