Page ID,Page name,Disclaimer,Amount spent (MXN)
245685942538080,VOTA Querétaro,VOTA Querétaro,1637
103601375724933,Ciudadanos Informado,Ciudadanos Informando,1128
961310490582166,FeliFer Macías,Felipe Macías,1116
109160508682887,Busted Querétaro,Busted Querétaro,806
206604539439888,Luis Nava,Luis Nava,542
103451872329701,Salvemos Miles de Vidas México,Salvemos Miles de Vidas México,537
338174139686776,Mauricio Kuri,Mauricio Kuri,508
923633637651202,Morena Sí,Morena Sí,507
54779960819,United Nations,United Nations with Facebook Ad Credits,390
105728245738079,Sigue López #conadánsí,Que Siga López,387
105138934168289,Economía del Hogar,Economía del Hogar,384
1155878647834670,Marcia Solórzano Gallego,MARCIA SOLÓRZANO GALLEGO,294
100557755099985,Convocatorias 2023,Convocatorias 2023,293
100572689369350,Qro Noticias,QRONOTICIAS,219
176047519101203,Códice Informativo,Códice Informativo,182
106794678874700,4TI,4TImpacto,160
56713285274,Greenpeace México,Greenpeace México,160
109634395756375,Save the Children México,Save the Children México,158
108323052052660,Noticias Nacionales,Noticias Nacionales,133
1613868898897076,Waldo Fernández González,Waldo Fernández González,130
109752078573994,Transformando México,Transformando a México,129
109316894778999,Querétaro de Verdad,David Rogelio Hernandez Smeke,109
103451872329701,Salvemos Miles de Vidas México,Juan Antonio Loredo Velasco,≤100
264773293005,Marko Cortés,Partido Acción Nacional,≤100
48966795116,Amnistía Internacional México,Amnistía Internacional México,≤100
122404620204,Oxfam México,OXFAM MEXICO AC,≤100
558337647622081,Frecuencia.Mx,Editorial Frecuencia,≤100
874552292605393,Prepa IDAI,Instituto de Desarrollo Académico Intensivo S.C.,≤100
285058928236909,Mauricio Vila,Mauricio Vila,≤100
1381655345474509,6 en punto - Noticias de Querétaro,Alfredo Sotomayor Gomez,≤100
114175028689083,Juan José Jiménez Yáñez,Juan José Jiménez Yáñez,≤100
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,≤100
2059420467624770,El Tecolote Diario,El Tecolote Diario,≤100
110552178493339,TcoNoticias,TCO Noticias,≤100
101369119427544,La Cuestión Mx,La Cuestión Mx,≤100
115452255131465,Alejandro Moreno Cárdenas,Alejandro Moreno Cárdenas,≤100
105182528447528,DOMY,Suri Luar Corona Lira,≤100
148709191834718,Alcaldes de México,Alcaldes de México,≤100
104051184791091,Beneficios en el Gobierno en todo México,Nancy Carmen Ramirez Casas,≤100
911003755606932,Express Metropolitano,Dulce Jacquelina Huerta Téllez,≤100
361036630742937,La Política Online MX,La Política Online MX,≤100
174058432636166,El Deforma,El Deforma,≤100
458859544909547,DICES,DICES,≤100
339463469972939,Muévete Querétaro,Benjamin Delgado,≤100
104680124489636,Demoscopia Digital,Demoscopia Digital,≤100
105409857986465,Programas Financieros para el Gobierno Mexicano y Beneficios,Edith Martinez Orta,≤100
387796290649,GNP Seguros,GNP Seguros,≤100
1068600329982117,Zepeda y Asociados Consultores,ZyA Consultores S.C.,≤100
133478060111915,CEMEX Impacto Social,CEMEX Negocio Responsable,≤100
