Page ID,Page name,Disclaimer,Amount spent (LBP)
1438703606372190,Elham Said Freiha,Elham Freiha,45970
154029261310643,LADE,LADE,29851
107698404702208,Alkalima,Alkalima Onlime,14925
1398043333774301,The Lebanese Center for Policy Studies,The Lebanese Center for Policy Studies,14925
117345834653901,This is Beirut,Jad Najm,14925
212513695502997,Annahar Newspaper | جريدة النهار,Annahar Newspaper | جريدة النهار,14925
1744356319118477,هنا لبنان,هنا لبنان,14925
110470091436602,Ici Beyrouth,Ici beyrouth,9254
101845832471383,Jbeil District - قضاء جبيل,Jbeil District,≤100
394633411339696,fiftyfiftylb,FiftyFiftylb,≤100
322181790311,Lebanese Forces News,Lebanese Information Technology Services s.a.r.l,≤100
116157328113022,Hide Park,Friedrich-Ebert-Stiftung Lebanon Office,≤100
172720001100793,تميز,These ads ran without a disclaimer,≤100
112056958469490,SPI Lebanon,SPI Lebanon,≤100
1904241623145929,Democracy Reporting International Lebanon,Sharks Creators,≤100
488000654896540,Kulluna Irada - كلنا إرادة,Kulluna Irada,≤100
278035695547539,Legal Agenda  المفكرة القانونية,legal Agenda,≤100
110061328654858,Judge Mohamad Saab,Judge Mohamad Saab,≤100
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100
236763870334042,Lebanese Daily,Lebanese Daily,≤100
128417954019381,Al-Moltaka,Melhem Boustany,≤100
105319651353770,Jusur,Jusur,≤100
100706719315707,The Policy Initiative مبادرة سياسات الغد,The Policy Initiative مبادرة سياسات الغد,≤100
2509759842418472,LebTalks,Lebtalks,≤100
2082052578716332,محمد شفيق حمود,Arab Window,≤100
654770334942134,ILO Arab States - منظمة العمل الدولية، المكتب الاقليمي للدول العربية,These ads ran without a disclaimer,≤100
102672531482527,Ihab Matar - إيهاب مطر,AW,≤100
