Page ID,Page name,Disclaimer,Amount spent (DKK)
63691965101,UNICEF Danmark,UNICEF Danmark,3247
65929129383,Røde Kors,Røde Kors,2747
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),2381
125934997444897,SuperBrugsen,Coop,2204
26458152911,SOS Børnebyerne,SOS Børnebyerne,1914
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,1127
72672361910,Børns Vilkår,Børns Vilkår,1023
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,846
107893513382,Liberal Alliances Ungdom,Liberal Alliances Ungdom,835
116269191760882,DSB,DSB,795
122577072476986,Amalo,Amalo,715
59143726810,Psykiatrifonden,Psykiatrifonden,698
67571270393,Red Barnet,Red Barnet,671
399210657232918,PlanBørnefonden,PlanBørnefonden,635
106468772046278,Project Greensand,Project Greensand,628
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,606
748887235210811,Obton Forvaltning A/S,Obton A/S,545
867877683280051,Weekendavisen,Weekendavisen,365
17428770950,RÆSON,Clement Kjersgaard,353
55365680705,Greenpeace Danmark,Greenpeace Danmark,316
287306323369,Børnecancerfonden,Børnecancerfonden,315
250994288337708,Sex og Samfund,Sex og Samfund,257
12787473132,Berlingske,Berlingske,252
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,246
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,245
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,240
145392175531068,JydskeVestkysten,JydskeVestkysten,237
102154048301476,Lederstof.dk,Lederne,230
390925417751473,Erling Bonnesen,Erling Bonnesen,222
187887638465,UC SYD,UC SYD,209
106242252762376,Fyens.dk,Fyens Stiftstidende,189
121570596369,CARE Danmark,CARE i Danmark,171
90497015205,Kvickly,Coop,163
104123483391744,Os der elsker film,Rettighedsalliancen,155
130388840342741,Danske Bank,Danske Bank,154
337166195327,BRYD TAVSHEDEN,BRYD TAVSHEDEN,154
304554445813,Videncentret Bolius,Videncentret Bolius,151
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,150
821686444837174,Billund Kommune,Billund Kommune,137
144098125661833,Nordea Invest,Nordea Invest,133
840208682708121,Fyns Amts Avis,Fyns Amts Avis,120
154415494575789,IDA,IDA,118
188421071180777,Vejle Amts Folkeblad,Vejle Amts Folkeblad,117
102031171445921,Grønne Nabofællesskaber,Grønne Nabofællesskaber,117
66328502645,Dagbladet Information,Dagbladet Information,111
109440254274204,Sara Darling Jørgensen,SF,108
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,104
10349651868,Dyrenes Venner,Dyrenes Venner,101
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,≤100
356520931077196,Europabevægelsen,Europabevægelsen,≤100
126543540781090,Ældre Sagen,Ældre Sagen,≤100
759082797552576,Folkekirkens Nødhjælps Genbrug,Folkekirkens Nødhjælp,≤100
109450894144575,Kontrast,Kontrast.dk Aps,≤100
246977185497434,Plastic Change,Plastic Change,≤100
2047554945456852,Climaider,Climaider,≤100
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,≤100
1497190180404355,Kira Marie Peter-Hansen,Kira Marie Peter-Hansen,≤100
36664432940,Amnesty International Danmark,Amnesty Danmark,≤100
336333896418452,Assens Kommune,Assens Kommune,≤100
32416796716,Lindhardt og Ringhof,Lindhardt og Ringhof,≤100
19176473894,IMS (International Media Support),IMS (International Media Support),≤100
334571029981175,DM og MA studerende,DM,≤100
527398997320671,Anne Marie Geisler Andersen,Anne Marie Geister Andersen,≤100
376442055780548,"Søren Søndergaard, formand for Landbrug & Fødevarer",Landbrug & Fødevarer,≤100
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,≤100
112524205489697,Fredericia Dagblad,Fredericia Dagblad,≤100
102374815695721,Nordic Talks,Nordic Council of Ministers,≤100
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,≤100
304554445813,Videncentret Bolius,Bolius,≤100
221131391257614,Humanistisk Samfund,Humanistisk Samfund,≤100
105256367862821,Søstre mod vold og kontrol,Søstre mod vold og kontrol,≤100
105511328705392,HØRT,Børns Vilkår,≤100
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,≤100
246097715413231,Alkohol & Samfund,Alkohol & Samfund,≤100
1405355586351630,Carlsbergfondet,Carlsbergfondet,≤100
1688214178159008,BARONS,BARONS,≤100
109832114803166,Videnskabsår22,Videnskabsår22 c/o Videnskabernes Selskab,≤100
314676938743,DM din akademiske fagforening,DM,≤100
1704424023182897,Politiken Historie,Politiken Historie,≤100
129940943738051,Odense ser Rødt,Odense ser Rødt,≤100
227357657280228,Børnehjælpsdagen,Fonden Børnehjælpsdagen af 6. maj 1904,≤100
114022008656246,Danmarks Indsamling,These ads ran without a disclaimer,≤100
294885907302040,AdResult - Vi skaber online resultater,AdResult ApS,≤100
23488866416,Ateistisk Selskab,Ateistisk Selskab,≤100
110953988146557,Mads Samsing,HK Danmark,≤100
104414898912918,GOTO Sønderborg,GOTO Sønderborg,≤100
1724068710936501,Anja C Jensen,HK Danmark,≤100
646746285466931,Nye Borgerlige,Nye Borgerlige,≤100
103369033067277,NOAH,Sørensen Jacob,≤100
181330585392156,Skattestyrelsen,Skattestyrelsen,≤100
384003985972,Greentel,Greentel,≤100
103894215328477,Jesper Larsen Byrådsmedlem Sønderborg Kommune 2022-2025,Jesper Larsen,≤100
100422305494764,PostulatPosten,PostulatPosten,≤100
217135424459,Karen Blixen Museum,Karen Blixen Museum,≤100
494902077334290,Tuborgfondet,Tuborgfondet,≤100
1450750935146684,Asger Christensen i EU,Christensen Asger Bank Møller,≤100
106355174776321,Christian Budde,Christian Opstrup-Privat,≤100
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,≤100
418750795564481,Læsekompas,These ads ran without a disclaimer,≤100
109261517088528,Fremstillingsindustrien,Marie Thorsø Kousgaard,≤100
101248435485457,Frihedsbrevet,Mediehuset Friheden,≤100
517462625009133,Folketinget,Folketinget,≤100
142641498926,Fairtrade-mærket Danmark,Fairtrade Danmark,≤100
141343589252160,Dansk Industri - DI,Dansk Industri,≤100
126084211821,Danmarks Socialdemokratiske Ungdom (DSU),Danmarks Socialdemokratiske Ungdom,≤100
109252350463401,Træ i Byggeriet,Træ i Byggeriet,≤100
284571169850,Nyt Europa,Nyt Europa,≤100
113555862534,SF Ungdom,SF Ungdom,≤100
100416662311928,Vid&Sans,Tore Bonnerup,≤100
1037138983037629,Hjem til Alle alliancen,Hjem til Alle,≤100
1704812646456237,SEGES i marken,Landbrug & Fødevarer F.m.b.A. SEGES,≤100
111544458061503,TimeVision - En del af TimeGruppen,TimeVision Godkendt Revisionspartnerselskab,≤100
98486774725,Djøf,Nicolai Kromann Pein,≤100
12458150929,Radikale Venstre,Radikale Venstre,≤100
108712950993575,MIGHTY MONDAY,These ads ran without a disclaimer,≤100
1928108407515020,Zalvus / Kontakte zu Top-Arbeitgebern,These ads ran without a disclaimer,≤100
135160493347668,HK Service Hovedstaden,Irina Frost,≤100
796255540533364,Hanne Bjørn,Hanne Bjørn,≤100
144073492279043,Teatret Svalegangen,Teatret Svalegangen,≤100
824053654384765,Ringkøbing-Skjern Erhvervsråd,Ringkøbing-Skjern Erhvervsråd,≤100
749938825140556,Nye Borgerlige Kalundborg,Jesper Høgedal,≤100
341299649231023,Zetland,Zetland,≤100
332449670271618,Socialdemokraterne Thisted kommune,Mads Gravesen,≤100
356590264357569,Palæstinaorientering,Ole Olsen,≤100
201993519815862,FrikirkeNet,FrikirkeNet,≤100
1017666944935541,Venstre Gladsaxe,Venstre Gladsaxe,≤100
107575374711850,SAGA DK,Saga,≤100
77420716648,Energiselskabet Natur-Energi,Energiselskabet Natur-Energi,≤100
109414032429267,ZEISS Group,These ads ran without a disclaimer,≤100
26172227077,Fiberby,These ads ran without a disclaimer,≤100
45133261327,Horsens Folkeblad,Horsens Folkeblad,≤100
1643818125897989,Fonden Novavi,Fonden Novavi,≤100
153640394698032,Roskilde Kommune,Roskilde Kommune,≤100
26531882197,Peter Westermann,Westermann Peter,≤100
21506277966,Acronis,These ads ran without a disclaimer,≤100
104718775820974,Lulusider,These ads ran without a disclaimer,≤100
964926116915133,"Cat Construction Europe, Middle East & Africa",These ads ran without a disclaimer,≤100
63044235866,UN Climate Change,UN Climate Change with Facebook Ad Credits,≤100
104877488982288,SLB,These ads ran without a disclaimer,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
