Page ID,Page name,Disclaimer,Amount spent (SEK)
608975645850217,Vattenfall,Vattenfall Sverige,6273
151159271594797,Systembolaget,Systembolaget,5635
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,4090
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,4047
126567104406,Hyresgästföreningen,Hyresgästföreningen,3179
111630258867610,Röda Korset,Röda Korset,2001
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1920
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),1493
161213770567846,Operation Smile Sverige,Operation Smile Sverige,1484
95735961890,Greenpeace Sverige,Greenpeace Sverige,1482
133681391993,Socialdemokraterna i Göteborg,Socialdemokraterna i Göteborg,1324
59324455950,UNICEF Sverige,UNICEF Sverige,1227
150057951690751,OKQ8,OKQ8,1192
382243262003,Plan International Sverige,Plan International Sverige,1144
239177706143268,Mobility Sweden,Mobility Sweden,989
203547006337155,Göteborgs Stadsmission,Göteborgs Stadsmission,977
109886133732943,RESCUE - Sverige,RESCUE - Sverige,936
18880778360,ActionAid Sweden,ActionAid Sweden,713
19746853632,Djurens Rätt,Djurens Rätt,659
162985227114132,Skellefteå Kraft,Skellefteå Kraft,653
299065246064,"Seko, Service- och kommunikationsfacket","Seko, Service- och kommunikationsfacket",650
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,640
72659261793,Rädda Barnen,Rädda Barnen,581
186513678039755,Fortum,Fortum Sverige,556
154507768394620,Vänsterpartiet Fyrbodal,Vänsterpartiet Fyrbodal,554
101341883359561,Matsmart Sverige,Matsmart,521
122291934457124,Handelshögskolan vid Göteborgs universitet,Handelshögskolan vid Göteborgs universitet,502
133867976608,Naturskyddsföreningen,Naturskyddsföreningen,501
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,466
175873745789190,Vänsterpartiet Göteborg,Vänsterpartiet Göteborg,465
153270724787,Amnesty International Sverige,Amnesty International Sverige,454
426118311094058,Socialdemokraterna Lidköping,Socialdemokraterna Lidköping,444
387421644643053,Hyresgästföreningen BohusÄlvsborg-Skaraborg,Hyresgästföreningen BohusÄlvsborg-Skaraborg,436
195379633820701,Svenskt Kött,Svenskt Kött,401
314872662206,Ekonomifakta,Ekonomifakta,388
117109165023455,Nordnet,Nordnet Bank AB,376
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,356
128452220525979,CIVIL RIGHTS DEFENDERS,CIVIL RIGHTS DEFENDERS,310
111912817167925,Samtidigt i Sverige,Aktuellt i Politiken,296
12690894340,Centerpartiet,Centerpartiet,295
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,284
114262485262083,Konsumentverket,Konsumentverket,281
237146235237,Timbro,Tankesmedjan Timbro,269
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,264
271560012882635,Svenskt Näringsliv Västra Götaland,Svenskt Näringsliv Västra Götaland,264
293678655099,Europaparlamentets kontor i Sverige,Europaparlamentets kontor i Sverige,250
42676805259,Diakonia,Diakonia,227
655758061134956,Erikshjälpen Second Hand Borås,Caritha Felizia Michaela L Hilldén,223
109969847586061,Morgon-Tidningen,AIP Media,210
175843834306,WaterAid Sverige,WaterAid Sverige,200
1089666701084947,Timbro förlag,Timbro Förlag,200
155824787799,EU-kommissionen i Sverige,EU-kommissionen i Sverige,192
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,191
529020987200690,Socialdemokraterna Mölndal,Socialdemokraterna Mölndal,189
107898832590939,European Commission,European Commission,158
212604496324,Fackförbundet ST,Fackförbundet ST,155
147248651959750,Samhällsvetenskap-GU,Lars-Olof Karlsson,150
239855722130,Nyhetsmagasinet Fokus,Fokus,150
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,149
115212521895994,Vattenfall Eldistribution AB,Vattenfall Eldistribution AB,149
103296115466644,Skattenytta,Kommissionen för Skattenytta,146
677603098938486,Socialdemokraterna Tjörn,Christer Olofsson,141
249195615122371,Sara Skyttedal,Sara Skyttedal Dihang,138
181590825305317,COWI Sverige,COWI Sverige,132
369582590803,Dagens ETC,ETC-tidningarna,129
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,117
166406746310,Resumé,Resumé,113
169151353117822,Folkuniversitetet Göteborg,Folkuniversitetet Göteborg,113
115756055102646,Kura Omsorg  i Sverige AB,Kura Omsorg  i Sverige AB,113
328754490337,Vårdförbundet,Vårdförbundet,106
1139097292843761,Kristdemokraterna Göteborg,Miriam Helena Lilja,≤100
132008873631170,Skatteverket,Skatteverket,≤100
103065692733960,Öis,Skövde kommun,≤100
176527602394716,Olivia Personlig Assistans AB,Olivia Personlig Assistans AB,≤100
8040892957,Socialdemokraterna,Socialdemokraterna,≤100
163820136238,LO Sverige,Landsorganisationen Sverige,≤100
312084019369,Dagens Medicin,Dagens Medicin,≤100
80386149597,ABF,ABFs förbundsexpedition,≤100
523593237693284,Naturskyddsföreningen Borås,Johan Bertil Linderstad,≤100
347852331958080,En Företagares Vardag,En Företagares Vardag,≤100
226810677402741,Centerpartiet i Jönköpings län,Centerpartiet Jönköpings län,≤100
965458110149319,Byggindustrin,Byggindustrin,≤100
277541019375317,Jämställdhetsmyndigheten,These ads ran without a disclaimer,≤100
539297539496434,Dagens Samhälle,Dagens Samhälle,≤100
231705333633358,Göteborgs stift Svenska kyrkan,Göteborgs stift Svenska kyrkan,≤100
1042091032500520,Kvartal,Kvartal,≤100
251829904829983,David Lega,David Lega - Kristdemokraterna,≤100
273053169937029,ClimateHero,ClimateHero,≤100
306583979393918,Fredens Hus,Fredens Hus,≤100
10150161538825010,Medborgarskolan,Medborgarskolan,≤100
2002046333202650,Bli nämndeman,Bli nämndeman,≤100
244897208924797,Arbetet,Arbetet,≤100
110669306956915,Orättsstaten.se,Orättsstaten.se,≤100
78920968196,Västsvenska Handelskammaren,These ads ran without a disclaimer,≤100
356032977210,Vi-skogen,Vi-skogen,≤100
753404261386015,Kristdemokraterna i Alingsås,Kristdemokraterna i Alingsås,≤100
152085291138,Aktuellt i Politiken,Aktuellt i Politiken,≤100
212049035488183,The Hunger Project Sverige,The Hunger Project Sverige,≤100
116551365038257,Vänsterpartiet Borås,Stefan Lindborg,≤100
296423575695,Afrikagrupperna,Afrikagrupperna,≤100
76847196995,Göteborgs stadsbibliotek,Göteborgs stadsbibliotek,≤100
234172635050,Forum för levande historia,Forum för levande historia,≤100
306507932750972,Socialdemokraterna i Uddevalla,Socialdemokraterna i Uddevalla,≤100
120633071295935,Fairtrade Sverige,Fairtrade Sverige,≤100
76472413284,Tidningen Vi,Tidningen Vi,≤100
129016447116122,Aktuell Hållbarhet,Aktuell Hållbarhet,≤100
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,≤100
165168156799,Göteborgs-Posten,Göteborgs-Posten,≤100
193309030695120,UR,UR,≤100
252516142116820,Abir Al-Sahlani,Abir Al-Sahlani,≤100
150453111655854,Folkbildningsrådet,Elin Sundling,≤100
129841741852473,Folkhälsodalen,Folkhälsodalen,≤100
576490902395547,Vänsterpartiet Uddevalla,Vänsterpartiet Uddevalla,≤100
442310166254107,Miljöpartiet i Grästorp,Miljöpartiet de Gröna Grästorp,≤100
152953178070559,Kommunistiska Partiet,Kommunistiska Partiet,≤100
109609604086656,Vejpkollen.se,Vejpkollen.se,≤100
241016942648370,Consensus,These ads ran without a disclaimer,≤100
341599100376,Brand,Brand,≤100
1633181116933852,SvD Junior,SvD Junior (SvD),≤100
187832004591985,LO-distriktet i Småland och Blekinge,LO-distriktet i Småland och Blekinge,≤100
120216874723147,Svenskt Sigill,Svenskt Sigill,≤100
100154266829621,Kyrkans Tidning,Kyrkans Tidning,≤100
160691817220,Naturskyddsföreningen i Göteborg,Naturskyddsföreningen i Göteborg,≤100
281677578658057,Socialdemokraterna i Trollhättan,Cathrin Boström,≤100
438293093025882,Livsmedelsarbetare för Solidaritet,Johan Torgå,≤100
183959274989548,Landsbygdsnätverket,Landsbygdsnätverket,≤100
115795772512,Stadsbiblioteket i Malmö,Stadsbiblioteket i Malmö,≤100
183512318424647,Magdalena Andersson,Socialdemokraterna,≤100
1592395117505407,Näringslivets medieinstitut,Näringslivets Medieinstitut,≤100
1540294046226139,Feministsmeden,Feministsmeden,≤100
342952129133948,Kultur i Malmö,Kultur i Malmö,≤100
393959767360779,Sverigedemokraterna Region Skåne,Sverigedemokraterna Region Skåne,≤100
12185972707,350.org,These ads ran without a disclaimer,≤100
1402657726653154,Hallå konsument,Konsumentverket,≤100
100253435575183,EPHI - Environment and Public Health Institute,Environment and Public Health Institute,≤100
323156205347,Vänsterpartiet,Vänsterpartiet,≤100
237658639705704,Socialistiskt Alternativ,Rättvisepartiet Socialisterna,≤100
146593541117,nwt.se,NWT Media AB,≤100
154369674717313,Socialdemokraterna Blekinge,Heléne Björklund,≤100
115358525182240,"Mattias Bernhardsson, Socialistiskt Alternativ",RS Haninge,≤100
163305633746125,Karneval förlag,Holviks,≤100
103582678863146,GreatLengths,These ads ran without a disclaimer,≤100
217391588404948,Katalys,Katalys,≤100
118090278221826,Erikshjälpen,Erikshjälpen,≤100
200168046680566,Unga Örnar Väst,Unga Örnar Väst Distrikt,≤100
108878133830874,Grön flygplats,Projektet Grön Flygplats; finansierat av Svenska Regionala Flygplatser och Europeiska Regionala Utvecklingsfonden,≤100
690167674732029,Lena Hallengren,Socialdemokraterna,≤100
337086006951883,Jessica Polfjärd,Moderaterna,≤100
329452290816078,Tidningen Market,Tidningen Market,≤100
261455205686,LRF,LRF,≤100
1553944598209170,Vänsterpartiet Alingsås,Vänterpartiet Alingsås,≤100
314283591054,Byggnads,Byggnads,≤100
138449739649621,Synskadades Riksförbund,Synskadades Riksförbund,≤100
273402369438867,By Billgren,By Billgren AB,≤100
175656912484553,Unionen,Unionen,≤100
264426550246963,Kalmar fortsatt framåt - Socialdemokraterna i Kalmar,Kalmar Fortsatt Framåt - Socialdemokraterna i Kalmar,≤100
268608766607208,Svensk Tidskrift,Svensk Tidskrift,≤100
324914190902686,Magasinet Paragraf,Magasinet Paragraf,≤100
257888154669865,Conscia Sverige,Conscia Sverige AB,≤100
1978566042454891,Socialistiskt Alternativ Haninge,RS Haninge,≤100
513322965515580,Socialdemokraterna Kumla,Socialdemokraterna Kumla,≤100
135062563176874,Utrikespolitiska Institutet,Utrikespolitiska Institutet,≤100
1494602434090797,Socialdemokraterna i Sotenäs,Therese Mancini,≤100
178042775588482,Reportrar utan gränser,Reportrar utan gränser,≤100
594864470559908,Transammans,Bartholdsson Geetha Amalia,≤100
197762513603868,MÄN,MÄN,≤100
200168212690,Svenska Spanienfrivilligas vänner,Svenska Spanienfrivilligas Vänner,≤100
1522679411362377,Lighthouse - Swedish Maritime RD&I collaboration platform,These ads ran without a disclaimer,≤100
1829725353928210,Tomas Tobé,Tomas Tobé,≤100
1673788782717355,Helena Storckenfeldt,Helena B A Storckenfeldt,≤100
349041299054769,Kungl. Vetenskapsakademien,Kungl. Vetenskapsakademien,≤100
1405378783074418,Socialdemokraterna Smedjebackens kommun,Socialdemokraterna Smedjebacken,≤100
104492907835152,Academy of Therapy Wisdom,These ads ran without a disclaimer,≤100
114033205273395,Svenska Burmakommittén,Svenska Burmakommittén,≤100
212284955495610,Elektrikerna,Elektrikerna,≤100
113710601984970,Barnfonden,These ads ran without a disclaimer,≤100
