Page ID,Page name,Disclaimer,Amount spent (BOB)
100393048247870,Daniela Cabrera Concejal,Daniela Cabrera Guillén,248
101208064965016,Juventud-Es,Maya Fatima Garcia Rodriguez,≤100
1967100150206417,Instituto de Formación Femenina Integral - IFFI,Maya Fatima Garcia Rodriguez,≤100
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
1616241865111812,Soberanía Alimentaria IPDSA,Coordenada Digital,≤100
162964977170060,Solidar Suiza Bolivia - Doctora Edilicia,Doctora Edilicia,≤100
517750071766113,SEDES - BENI,Humberto Gil Arteaga,≤100
107585134511680,Jaime Mamani Espíndola,Wilmer Rivero Nino,≤100
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100
100273392288346,Librería Liberland,These ads ran without a disclaimer,≤100
2328823850688165,José M. Ormachea,José M. Ormachea,≤100
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100
751269661657206,Bayer Crop Science México,These ads ran without a disclaimer,≤100
2248221182106062,Telas MIA,These ads ran without a disclaimer,≤100
314343331981142,Mundo Sano,These ads ran without a disclaimer,≤100
1929798810569475,Somos de Warnes,Raul Paniagua Gil,≤100
114745199884039,Daly Santa María Aguirre,Daly Cristina Santa Maria Aguirre De Oropeza,≤100
108563945263823,Educación superior basado en competencias_ Bolivia,These ads ran without a disclaimer,≤100
370615526396567,Pablo Arízaga Ruiz,Walter Pablo Arizaga Ruiz,≤100
101352171694702,Comunal Bolivia,These ads ran without a disclaimer,≤100
233654837608,La Crónica de Hoy,These ads ran without a disclaimer,≤100
326770580739640,Revive Israel Tikkun Global,These ads ran without a disclaimer,≤100
158714780827513,UNFPA,These ads ran without a disclaimer,≤100
270082823183144,Canton Fair,These ads ran without a disclaimer,≤100
131314590235972,DW Español,These ads ran without a disclaimer,≤100
102912465228640,marissicampos,These ads ran without a disclaimer,≤100
175709736294835,Fernanda Fernandes Photo,These ads ran without a disclaimer,≤100
381920638544893,Soy Santa Cruz Bolivia,Soy Santa Cruz Bolivia,≤100
