Page ID,Page name,Disclaimer,Amount spent (THB)
496992307468643,ฐิติกันต์ ฐิติพฤฒิกุล - Thitikan Thitipruethikul,ฐิติกันต์ ฐิติพฤฒิกุล - Thitikan Thitipruethikul,2102
108635927540997,เทมส์ ไกรทัศน์ - ภูเก็ต,เทมส์ ไกรทัศน์ - ภูเก็ต,1677
110440781963606,นวลจันทร์ สามารถ-คุ้มบ้าน,นวลจันทร์ สามารถ-คุ้มบ้าน,1592
2083379161750953,ชัยยศ ปัญญาไวย ประชาธิปัตย์ภูเก็ต,ชัยยศ ปัญญาไวย ประชาธิปัตย์ภูเก็ต,1001
277143792910800,เฉลิมพงศ์ แสงดี - Chalermpong Saengdee,เฉลิมพงศ์ แสงดี - Chalermpong Saengdee,941
177438153830567,พลอยทะเล ลักษมีแสงจันทร์,พลอยทะเล ลักษมีแสงจันทร์,899
107648367788852,วงศกร ชนะกิจ,Wongsakorn Chanakit,769
106212605666715,จ๋ายกวี  คนต่งห่อหยัดได้,Kaweejaiphuket,765
102721728305247,ทีมภูเก็ตหยัดได้,ทีมภูเก็ตหยัดได้,446
108839095327193,โก้จ๋าย เอกวานิช,โก้จ๋าย เอกวานิช,302
102807719039442,พรรครวมไทยสร้างชาติ United Thai Nation Party,พรรครวมไทยสร้างชาติ United Thai Nation Party,292
111852360177624,วิวัฒน์ จินดาพล สจ.ต้อม,วิวัฒน์ จินดาพล สจ.ต้อม,263
101673076131930,พรรคเปลี่ยน,พรรคเปลี่ยน,147
110189921901874,โบ๊ท - ปิยะ สีดอกบวบ ภูเก็ต,These ads ran without a disclaimer,116
112196478453889,พรรครวมไทยสร้างชาติ ภูเก็ต,Puttipong Puenngam,108
103465462538992,ภูมิใจไทย ภูเก็ต,ภูมิใจไทย ภูเก็ต,104
161651553861945,Amnesty International Thailand,Amnesty International Thailand,≤100
157659344260788,จุรินทร์ ลักษณวิศิษฏ์ Aoodda,Jurin Laksanawisit,≤100
258984171484737,นนท์ นนทิวรรธน์,วรรณชัย เรือนแก้ว,≤100
296508406790,"Democrat Party, Thailand พรรคประชาธิปัตย์","Democrat Party, Thailand พรรคประชาธิปัตย์",≤100
137188693021815,สืบจากข่าว,สืบจากข่าว,≤100
115905241390909,เนเน่ รัดเกล้า สุวรรณคีรี,Rudklao Intawong Suwankiri,≤100
149079361791677,พรรคเพื่อไทย,พรรคเพื่อไทย,≤100
101535845426970,พรรคไทยสร้างไทย,พรรคไทยสร้างไทย,≤100
