Page ID,Page name,Disclaimer,Amount spent (CAD)
176256900912,Saskatchewan Party,The Saskatchewan Party,305
9226212436,SaskPower,SaskPower,146
313429995379496,Saskatchewan Union of Nurses,Saskatchewan Union of Nurses,139
619390841527511,CUPE 5430,CUPE 5430,137
115835521825983,UNHCR Canada,UNHCR Canada,123
172145722975250,PressProgress,PressProgress,117
222039741253078,CUPE Saskatchewan,CUPE Saskatchewan,115
261752512263,Canadian Red Cross,Canadian Red Cross,104
113297740077607,Canadian Energy Centre,Canadian Energy Centre,≤100
6319213302,Heart & Stroke,Heart & Stroke,≤100
264457334426368,DEEP Earth Energy Production,Deep Earth Energy Production Corp,≤100
163336718421,PSAC - AFPC,PSAC - AFPC,≤100
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,≤100
254985577276,Humanitarian Coalition/ Coalition Humanitaire,Humanitarian Coalition/ Coalition Humanitaire,≤100
31912359596,University of Saskatchewan,University of Saskatchewan,≤100
104128641336287,Indigenous Resource Network,Indigenous Resource Network,≤100
1876748445895294,Canadians for Affordable Energy,Canadians for Affordable Energy,≤100
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,≤100
394745970602999,The Council of Canadians,The Council of Canadians,≤100
1097840090260804,National Police Federation,National Police Federation,≤100
949448448399813,Carla Beck,the Chief Official Agent of the Saskatchewan NDP,≤100
139019864276,Oxfam Canada,Oxfam Canada,≤100
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,≤100
273563010165993,Gary Vidal,Linnae Kathryn Mielke,≤100
250592478295316,C2C Journal,C2C Journal,≤100
112554280322795,Kivalliq Hydro-Fibre Link,Kivalliq Hydro-Fibre Link,≤100
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,≤100
109351050711893,IndigiNews,The Discourse,≤100
336963316348550,Ucore Rare Metals Inc.,Ucore Rare Metals Inc.,≤100
117109432079,CAMH Foundation,CAMH Foundation,≤100
568938803293644,True North,True North,≤100
19750184960,Greenpeace Canada,Greenpeace Canada,≤100
452116211477904,Saskatchewan Parks and Recreation Association,Saskatchewan Parks and Recreation Association,≤100
281999881613,World Vision Canada,World Vision Canada,≤100
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,≤100
107385241806,Plan International Canada,Plan International Canada,≤100
652812671407912,Selam Debs,Selam Debs,≤100
100999094747422,Land Needs Guardians,Land Needs Guardians,≤100
168617319831578,Nature Canada,Nature Canada,≤100
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,≤100
465152633548835,Generation Squeeze,Generation Squeeze,≤100
107670711947328,Only One CA,"Only One, Inc.",≤100
123235041462,The Fraser Institute,Fraser Institute,≤100
5794733873,David Suzuki Foundation,David Suzuki Foundation,≤100
106360778489053,Fuelling Canada,Canadian Gas Association,≤100
27234020592,UNICEF Canada,UNICEF Canada,≤100
111414805159773,MS Gill,MS Gill,≤100
405377872902754,Canada Action,Canada Action,≤100
25128859552,The Canadian Encyclopedia,Historica Canada,≤100
114849617772737,Care2 Canada,Press Pause Collective,≤100
35715544220,Stand.earth,Stand.earth,≤100
216762411676381,Saskatchewan Arts Alliance,Saskatchewan Arts Alliance,≤100
177681485609462,Radio-Canada,Radio-Canada,≤100
1671097993122619,Children Believe,Children Believe,≤100
184906186150,The Toronto Star,The Toronto Star,≤100
103947395932025,mstrishaaa,Trish Tsui Ting Ting Yeung,≤100
1242717912408041,Stephanie Kusie,"the Office of Stephanie Kusie, MP",≤100
121222984568561,Amnesty International Canada,Amnesty International Canada,≤100
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,≤100
985797494956599,The News Forum,The News Forum,≤100
1646486398969762,Norm Letnick,Norm Letnick MLA Constituency Office,≤100
103655764654302,Indigenous Leadership Initiative,The Indigenous Leadership Initiative,≤100
105288666168351,SOS Children's Villages Canada,SOS Children's Villages Canada,≤100
143249880633,World Animal Protection Canada,World Animal Protection Canada,≤100
1553269028327267,Star Sponsored,The Toronto Star,≤100
214839395204315,Centre canadien de protection de l'enfance,Canadian Centre for Child Protection,≤100
111176008261790,West Coast Now,West Coast Now,≤100
111582684014878,Ryan Williams MP Bay of Quinte,Bay of Quinte Conservative Association,≤100
106764462731658,Honest Reporting Canada,Honest Reporting Canada,≤100
169042736456594,All Out,ConnectAd,≤100
190035081047277,International Fellowship of Christians and Jews of Canada,International Fellowship of Christians and Jews of Canada,≤100
110193308216095,Canadian Council for Youth Prosperity,The Canadian Council for Youth Prosperity,≤100
109507830610903,Woken Promises,Mavros Whessell,≤100
97884715512,Canadian Museum for Human Rights,Canadian Museum for Human Rights,≤100
367461053332566,Community-Based Research Centre - CBRC,Community-Based Research Centre,≤100
102862259754198,MS.ThingsIsee,KELLY-ANN P JONES,≤100
2035580169895290,Coastal GasLink Project,Coastal GasLink,≤100
177872532253393,National Citizens Coalition,National Citizens Coalition,≤100
206962006904247,Le Grand Marché de Québec,Le Grand Marché de Québec,≤100
1589839557920915,National Disability Credit Alliance,National Disability Credit Alliance,≤100
170302253034818,Conseil québécois de la coopération et de la mutualité,Conseil québécois de la coopération et de la mutualité,≤100
925033857594085,SureHealth Canada,SureHealth,≤100
158469129085,TVO,TVO Today,≤100
674109146110155,Debunk Inc,Debunk Inc,≤100
728747700517089,Michael Barrett,Michael Barrett,≤100
109210999137883,Canada's History,Canada's History,≤100
250225271678009,Canadian Generic Pharmaceutical Association,Lina Botyrius,≤100
229210687246118,Michael Cooper,Michael Cooper,≤100
179433312091265,Weekly  Voice,Weekly  Voice,≤100
605582973434788,Doctors Without Borders/Medecins Sans Frontieres (MSF),Doctors Without Borders/Médecins Sans Frontières (MSF) Canada,≤100
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,≤100
111231197686977,The Breach,The Breach,≤100
104308078247296,Science Up First,Science Up First,≤100
149725101896137,Stepping Stones Crisis Society,Stepping Stones Crisis Society,≤100
98963682935,Canadian Feed The Children,Canadian Feed The Children,≤100
732271663499527,Matthew Shoemaker,Matthew Shoemaker,≤100
12101479244,B'nai Brith Canada,B'nai Brith Canada,≤100
53321777320,Coeur + AVC,Coeur + AVC,≤100
172923782752077,Tree Canada / Arbres Canada,Tree Canada / Arbres Canada,≤100
103819849216054,"Dr. Julian Somers, Award-Winning Clinical Psychologist","Dr. Julian Somers, Award-Winning Clinical Psychologist",≤100
142208566054,YMC,Ehm & Co Communications - YMC,≤100
105217689138020,E-4225 petition promotion,Gilles Fecteau,≤100
103290118198670,Alberta Women's Health Foundation,Alberta Women's Health Foundation,≤100
134455149912301,Seva Canada,Seva Canada,≤100
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,≤100
217879704903540,Teach For Canada / Enseigner pour le Canada,Teach for Canada,≤100
392629388021829,Ally Global Foundation,Ally Global Foundation,≤100
52543970197,Environmental Defence Canada,Environmental Defence,≤100
259187344111223,Coastal First Nations,Coastal First Nations,≤100
409515435789954,MOVMA : Mais Où Va Le Monde d'Aujourd'hui?,Habib Rihane,≤100
89275118194,ICI Manitoba,ICI Manitoba,≤100
21121691031,Alberta Council of Women's Shelters (ACWS),Alberta Council of Women's Shelters,≤100
1150994581612673,Conservative Journal of Canada,Conservative Journal of Canada,≤100
259282224084288,The Munk Debates,Munk Debates,≤100
152467601467262,BMO Groupe financier,BMO Financial Group,≤100
110310778227581,CUPE Ambulance Committee of Ontario - CACO,CUPE Ontario,≤100
150435931672156,Élections Québec,Élections Québec,≤100
101263555813789,NorthernBeat News,Northbeat News,≤100
85291563763,ICNA Relief Canada,ICNA Relief Canada,≤100
10150095427915144,Ceasefire.ca,Rideau Institute,≤100
49530722523,Ecojustice,Ecojustice,≤100
156774011943056,Efficiency Canada,Efficiency Canada,≤100
182452388854875,Goodman Commercial,Goodman Commercial,≤100
101521614692017,Ditch Plastic Packaging,Hartmann North America,≤100
232894981968,Nature Conservancy of Canada / Conservation de la nature Canada,Nature Conservancy of Canada / Conservation de la nature Canada,≤100
111404328067824,Friends of Land Use Planning,Friends of Land Use Planning,≤100
39168823065,Sierra Club Canada Foundation,Sierra Club Canada Foundation,≤100
126625247383774,Export Development Canada - Exportation et développement Canada,Export Development Canada - EDC,≤100
179726942700557,Manitoba Health Coalition - MHC,Manitoba Health Coalition,≤100
300803733315174,Canadian Roots Exchange - Échanges Racines Canadiennes,Canadian Roots Exchange,≤100
1698373080245187,Safe Salmon: Defend our Wild Salmon,Watershed Watch Salmon Society,≤100
105020357850802,Pivot,Pivot,≤100
102641588585816,Victoria Rumble Room,JOHNY 0 JURICIC,≤100
714595698939267,TPC - Therapeutic Psilocybin for Canadians,Therapsil,≤100
105274381361518,The Resolve,The Resolve,≤100
300677303346818,Talking Radical,G Scott Neigh,≤100
121425476395384,Nova Royalty,Nova Royalty,≤100
1550259198525649,Centraide Bas-Saint-Laurent,Centraide Québec et Chaudière-Appalaches,≤100
1631963700446342,CheckUpProject,Anthony Christian Romito,≤100
869127933125944,Indigenous Link,Karri Ellen Tougas,≤100
138123739691583,Karina Gould,Karina Gould,≤100
139381346199651,Transport Action,Transport Action Canada,≤100
1461479950753102,My Sea to Sky,My Sea to Sky,≤100
660721067413100,Dense Breasts Canada,Dense Breasts Canada,≤100
1217674801577403,The Knowledge Society,These ads ran without a disclaimer,≤100
179817145411700,Fondation René-Lévesque,Fondation René-Lévesque,≤100
215304981972670,The Ocean Legacy Foundation,The Ocean Legacy Foundation,≤100
339001456285360,Medicine Hat Health Foundation,Medicine Hat and District Health Foundation,≤100
102377042694037,Canadians for Democracy in Iran,These ads ran without a disclaimer,≤100
1331742293649870,Radio NOVA Toronto,Radio Nova Toronto,≤100
109222605784972,TekSavvy Solutions Inc.,TekSavvy Solutions Inc.,≤100
102431099842674,Kerry-Lynne D Findlay,Kerry-Lynne D Findlay,≤100
156788224389897,University of Toronto Scarborough (UTSC),These ads ran without a disclaimer,≤100
832116380181697,The Discourse,The Discourse,≤100
683711745068458,London Environmental Network,London Environmental Network,≤100
233291587365920,Linda Salas & Associates,LSF Immigration Consultants Inc.,≤100
256967407720183,LEO,Léger,≤100
107629868837855,Doc Danny Richard Specialist,These ads ran without a disclaimer,≤100
101588379454158,Vaughan-Woodbridge Conservative EDA,Vaughan-Woodbridge Electoral District Association,≤100
110298731950020,Branden Leslie for Portage-Lisgar,Branden Leslie Campaign,≤100
563611467082128,Rachel Bendayan,Bureau de Rachel Bendayan,≤100
126012407432250,Musée canadien pour les droits de la personne,Musée canadien pour les droits de la personne,≤100
104496778538420,La Science d'Abord,Science Up First,≤100
117926081552324,Équiterre,Équiterre,≤100
149529379528,ICI Colombie-Britannique,Radio-Canada,≤100
121099651233937,RAVEN,RAVEN Trust,≤100
174806462881204,Medical News,These ads ran without a disclaimer,≤100
102928576411988,Independent School Management,These ads ran without a disclaimer,≤100
274213525939184,Hatch Magazine,These ads ran without a disclaimer,≤100
103193692690093,Green Feed,These ads ran without a disclaimer,≤100
112056923610026,Becoming Multidimensional teachings by Lady Jhershierra,These ads ran without a disclaimer,≤100
106513232116631,Nurit Siegal Chicago,These ads ran without a disclaimer,≤100
103149352639706,hvyaprl,These ads ran without a disclaimer,≤100
