Page ID,Page name,Disclaimer,Amount spent (BOB)
110555990500784,Ingvar Diputado Soy La Paz,Ingvar Ellefsen,342
109201057318552,JCSV,Fernando Omar Rosales Perez,167
964080723662055,Carlos Subirana Responde,Editorial CSS,≤100
106403237850347,Goberna Bolivia,Goberna,≤100
1239026999516818,Luis Fernando Camacho,Luis Fernando Camacho,≤100
391416088139258,Movimiento Pro-Pacha,Guillermo Mallea,≤100
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100
108470064614085,Rogelio Maldonado Concejal,Ronald Wilson Morales Llerena,≤100
107169378836825,Izy Solar Esp,These ads ran without a disclaimer,≤100
101090099546806,greenlybachue,These ads ran without a disclaimer,≤100
152914224736727,Banco Mundial,These ads ran without a disclaimer,≤100
