Page ID,Page name,Disclaimer,Amount spent (RON)
990747367737692,Cătălin Drulă,Uniunea Salvați România,171
178362315106,European Parliament,European Parliament,≤100
181375448581167,Partidul Naţional Liberal,Partidul National Liberal,≤100
1058116737612843,USR,Uniunea Salvați România,≤100
1395939193764858,Marcel Ciolacu,Partidul Social Democrat,≤100
104903512152451,Ionel Sandu - Pagina Oficiala,Ionel Sandu,≤100
1577877239102295,Nicolae Ionel Ciucă,Partidul National Liberal,≤100
207741001672,Speranta pentru Romania,Speranta pentru Romania,≤100
731035500293728,Siegfried Muresan,Siegfried Muresan,≤100
103640708229788,Laurențiu Marin,Laurentiu-Daniel Marin,≤100
1695902094040229,Mihai Botez,Mihai Botez - Deputat USR,≤100
163943696987223,Ziarul Puterea,Ziarul Puterea,≤100
502514186907494,Apa Noastră,Mihnea Eugen Pospai,≤100
1157480384268430,Partidul Umanist Social Liberal PUSL Sediul Central,Partidul Umanist Social Liberal,≤100
138896782840976,Biroul Parlamentului European în România,Biroul Parlamentului European în România,≤100
321890494859228,Vlad Gheorghe,GHEORGHE VLAD-DAN,≤100
1504323906337545,Litere.net,litere.net,≤100
1796777377209154,Regia Nationala a Padurilor - Romsilva,Regia Nationala a Padurilor - Romsilva,≤100
186612088034700,Facias - Fundatia pentru Apararea Cetatenilor Impotriva Abuzurilor Statului,FACIAS,≤100
200813406761691,Corina Cretu,Marina Alin-Constantin,≤100
109849657256655,60m.RO,60M.RO,≤100
106809077982489,"Fundatia ""Perfect Civic""",Fundația „Perfect Civic”,≤100
201920416986321,EM360 Studio,EM360 cu Adi Maniutiu,≤100
109445158308624,De fapt,DeFapt.ro,≤100
376808162779895,Marius Tudor,Marius Tudor,≤100
107066808189586,Panorama.ro,NEWBIZ ONLINE PUBLISHING S.R.L.,≤100
111190480252428,Radu Molnar,Radu Iulian Molnar,≤100
260365460647855,Mircea Geoana,Mircea Geoana,≤100
360828814115641,Asociatia Slujire Crestina,Asociatia Slujire Crestina,≤100
686190454826244,Declic,Declic,≤100
420715668274767,LARICS - Laborator pentru Analiza Războiului Informaţional,LARICS,≤100
108818130851166,Andrei Lupu,Andrei-Răzvan Lupu,≤100
1491544234239734,Forța Dreptei,Forta-Dreptei,≤100
338465666278028,Cristian Niculescu Țâgârlaș,PNL Maramureş,≤100
181221645364365,Carmen Avram,Carmen Avram,≤100
149371012371397,Newsweek Romania,Newsweek Romania,≤100
1029958020423567,Agro-Est Muntenia,Agro-Est,≤100
108295090637741,ASAP România,Fundatia The Institute,≤100
101380722809080,Fundația Dana Voiculescu pentru solidaritate,FDVS,≤100
341037705981172,Humanitas,Humanitas,≤100
1686912718199562,Confederatia Patronala Concordia,Confederatia Patronala Concordia,≤100
220579784732993,Daniel Buda,Buda Daniel,≤100
109983011774065,Proiectul Romania 2030,Sociallite Media Solutions,≤100
222301682031706,USR Hunedoara,Partidul Uniunea Salvați România - USR,≤100
107673928387015,Calin Ile,Ile Mihnea Gabriel,≤100
486358554821325,Sergiu Bîlcea,Sergiu Bîlcea,≤100
100211372942318,România=GEȚIA,Mărgărit-Daniel Buzoi,≤100
111105537419564,Oana Murariu,Oana Murariu,≤100
107898832590939,European Commission,European Commission,≤100
344862328881749,Catalin Silegeanu,Catalin Silegeanu,≤100
106098884636145,ADI Deșeuri Bistrița-Năsăud,ADI Deseuri Bistrita-Nasaud,≤100
110087748506406,Marius Lazăr,Marius-Vicentio Lazar,≤100
101340741758468,Radu Pescar,Pescar Radu Mircea,≤100
105161319151880,Cosmin Dan Badea,Dan-Cosmin Badea,≤100
1164341813627057,Maria Gabriela Horga,Gabriela Horga,≤100
137651470305528,Federația Patronală Petrol și Gaze,Federatia Patronală Petrol și Gaze,≤100
100491781650498,Premierul Nostru,Premierul Nostru,≤100
2443020582586584,Romania Eficienta,Romania Eficienta,≤100
939093039450192,PS News,PS News,≤100
103383915623247,Mișcarea pentru Democrație Directă,Mișcarea pentru Democrație Directă,≤100
1128229287275038,Silvia Dinică,Silvia Dinică,≤100
279454772645662,Nicu Ștefănuță,Nicu Ștefănuță,≤100
100872245631464,AEM Holding,AEM Holding,≤100
116525791694127,Ziarul de Iasi,Ziarul de Iasi,≤100
102410783138358,Anuntul Telefonic,Anuntul Telefonic SRL,≤100
102339891508937,ONG-uri pentru Cetățean,ONG-uri pentru Cetățean,≤100
111024331618659,Partidul REPER,Partidul Reînnoim Proiectul European al României - REPER,≤100
370855386712683,Asociația pentru Dialog și Valori Universale,Mustafa Oz,≤100
568228499905015,Liga Studenţilor - LS IAŞI,Liga Studenților (LS IAȘI),≤100
100951155671635,Asociatia Anaid,Asociatia Anaid,≤100
116045020295882,Marius Humelnicu,Poalelungi Dumitru,≤100
469766630029894,Irinel Ionel Scriosteanu,Ionel Scriosteanu,≤100
110448498160151,Ion Stefanovici,News Moldova,≤100
189277324856863,Uniunea Democrată Tătară,These ads ran without a disclaimer,≤100
344517529430253,Senatul Științific,Senatul Stiintific,≤100
110479207242174,Dan Alexandru Tică,Tică Dan Alexandru,≤100
741115212683860,Astrolog Adrian Chelariu,Adrian Chelariu,≤100
600025356762034,Carina Pflege Locuri de munca Germania,Olimpia Schugar,≤100
205092989831102,Senator Maricel Popa,Maricel Popa,≤100
110775848441310,Podul,Podul.ro,≤100
112599703659958,Green News,ASOCIATIA GREEN ACADEMY,≤100
111523234688179,Vocea - Botosani,Vocea Botosani,≤100
192767614069402,Otto Broker,Otto Broker,≤100
101763692272709,Avocat Ciuchi Elena-Corina,Cabinet de Avocat CIUCHI Elena-Corina,≤100
1078410485624321,Replica - INFO HD,Replica - INFO HD,≤100
164624876574,Avocat Porosnicu Gianina Vera,Claudia-Cristiana Pleșca,≤100
113009310432947,Cheșa Ilie,Chesa Ilie,≤100
428464880426,Wall-Street.ro,Wall Street,≤100
100405011855388,Oana Cambera,Cabinet Deputat Oana Cambera,≤100
148444565222546,Lib Humanitas,Humanitas S.A.,≤100
509479962851716,Alexandru Kocsis,Romanii trebuie sa stie,≤100
102698141787000,Cristian-Daniel Ivănuță,CRISTIAN-DANIEL IVĂNUȚĂ,≤100
113795383753850,Viorel Băltărețu,Cabinet Parlamentar Viorel Băltărețu USRPLUS Cluj,≤100
219945448554768,Ministerul Investitiilor si Proiectelor Europene,Gabriel Bujor,≤100
103742842531634,Agentiadeinformatii.ro,Agentiadeinformatii.ro,≤100
116634326439880,Mindcraft Stories,Mindcraft Stories,≤100
103720355096432,ProPublica.RO,ProPublica.RO,≤100
383515009116438,Daniela Popa,Daniela Popa,≤100
102905778991186,Partidul Adevăr și Dreptate,Toroican Ioan,≤100
175293925828191,Kelemen Hunor,RMDSZ,≤100
267821410080602,Cronica Romana,Parvu Florin,≤100
945290092249958,Marius Horia Țuțuianu,Marius Horia Tutuianu,≤100
106210688186070,TemaZilei.RO,TemaZilei.RO,≤100
109485238372885,Economistii.RO,Economistii.RO,≤100
321896004518929,Ioan Mang,Ioan Mang,≤100
110092201674535,Fair Trade our Fair Future,Adrian Călugăru,≤100
115457726491581,Valahia News English,Valahia News,≤100
100793896207961,geostud.romania,These ads ran without a disclaimer,≤100
102601499822802,RMDSZ,RMDSZ,≤100
459205771083022,Novák Cycling Academy,These ads ran without a disclaimer,≤100
100658152065911,Kelemen Attila,Kelemen Attila RMDSZ,≤100
188113901227053,Maszol.ro,Maszol.ro,≤100
144709575593854,EESC - European Economic and Social Committee,EESC - European Economic and Social Committee,≤100
211170215881211,UTA Edenred - Romania,These ads ran without a disclaimer,≤100
132819526758532,Siemens Healthineers,These ads ran without a disclaimer,≤100
147547541961576,Council of the European Union,Council of the European Union,≤100
