Page ID,Page name,Disclaimer,Amount spent (USD)
127225910653607,PragerU,PragerU,≤100
6514736316,Walden University,Walden University,≤100
87186661244,Johns Hopkins Bloomberg School of Public Health,Johns Hopkins Bloomberg School of Public Health,≤100
18982436812,ACLU,American Civil Liberties Union,≤100
104394262049761,Jeremy's Razors,The Daily Wire,≤100
156514087702491,Lancôme,L OREAL USA,≤100
244929708853349,Spotify,Spotify USA Inc.,≤100
167586229923327,World Food Program USA,World Food Program USA,≤100
106244251043808,America's Plastic Makers,"AMERICAN CHEMISTRY COUNCIL, INC.",≤100
42324160403,BET,VIACOM INC.,≤100
309308412520731,Sandy Hook Promise,Sandy Hook Promise,≤100
85452072376,NEWSMAX,"NEWSMAX MEDIA, INC.",≤100
431891506856669,Dove,Unilever,≤100
80562389320,NARAL Pro-Choice America,NARAL PRO-CHOICE AMERICA CORP,≤100
292351509697,Jerusalem Prayer Team,Jerusalem Prayer Team,≤100
7030901126,Campaign for Tobacco-Free Kids,Campaign for Tobacco-Free Kids,≤100
15771560300,Earthjustice,EARTHJUSTICE,≤100
72931140459,Center for Biological Diversity,"CENTER FOR BIOLOGICAL DIVERSITY, INC.",≤100
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",≤100
23875187730,Feeding America,Feeding America,≤100
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,≤100
166618413413767,Jay Sekulow,American Center for Law and Justice,≤100
1461100540775171,The Tuttle Twins,LIBERTAS INSTITUTE,≤100
570092813023833,Matt Walsh,The Daily Wire,≤100
1958912674200535,The Pour Over,Pour Over,≤100
8492293163,Environmental Defense Fund,Environmental Defense Fund,≤100
104760636770,Vera Institute of Justice,"VERA INSTITUTE OF JUSTICE, INC.",≤100
542678889114683,The Coca-Cola Company,The Coca-Cola Company,≤100
252814820267,HIAS,HIAS,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
1832744013698336,Mahogany Mommies,Mahogany Mommies,≤100
142432192446984,David Horowitz Freedom Center,David Horowitz Freedom Center,≤100
140357056032320,NEA Today,National Education Association,≤100
6204742571,Sierra Club,SIERRA CLUB,≤100
145917588805718,Dr Jordan B Peterson,The Daily Wire,≤100
153446658100252,Lumina Foundation,Lumina Foundation,≤100
1435071773455316,Daily Wire,The Daily Wire,≤100
114008535880,Foundation for Individual Rights and Expression,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION,≤100
76470053424,TIAA,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,≤100
546066468753446,Black Health Matters,BLACK HEALTH MATTERS FOUNDATION INC,≤100
72092591211,FBI – Federal Bureau of Investigation,Federal Bureau of Investigation,≤100
7192716362,Amnesty International USA,"AMNESTY INTERNATIONAL OF THE U. S. A., INC.",≤100
83290028957,Care Net,CARE NET,≤100
385473284886474,Hillsdale College,Hillsdale College,≤100
107764430968176,Tuttle Twins TV Show,"Tuttle Twins Show, LLC",≤100
13885075114,Action Against Hunger USA,ACTION AGAINST HUNGER - USA,≤100
56332452163,AMA Patients Action Network,American Medical Association,≤100
100328619530085,Bishop Gold Group,Bishop Gold Group LLC,≤100
408526523045391,Mammoth Nation,Mammoth Nation,≤100
95001097200,National Association of Manufacturers,NATIONAL ASSOCIATION OF MANUFACTURERS OF THE UNITED STATES OF AMERICA INC.,≤100
115415064388243,Brett Cooper,The Daily Wire,≤100
7341997111,Conservation International,Conservation International,≤100
240937060405,Center for Science in the Public Interest (CSPI),Center for Science in the Public Interest,≤100
10498053716,Media Research Center,MEDIA RESEARCH CENTER,≤100
2353537341582545,Proud Patriots,Proud Patriots,≤100
203805062990264,Ben Shapiro,The Daily Wire,≤100
103885799225717,Liberty Protector,Liberty Protector,≤100
104979848524405,Starts With Us,Lubetzky Family Foundation,≤100
92925746942,Judicial Watch,Judicial Watch,≤100
10606591490,TIME,TIME USA LLC,≤100
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",≤100
936968016365794,The Eric Metaxas Radio Show,Salem Media,≤100
109320440856128,Stand Up to Jewish Hate,"Foundation to Combat Anti-Semitism, Inc.",≤100
497348647140658,Point Source Youth,Point Source Youth,≤100
162678203751209,Gilead Sciences,GILEAD SCIENCES INC,≤100
1382441768496365,Pentair,PENTAIR,≤100
8325302025,Friends of the Earth U.S.,Friends of the Earth,≤100
376776419037747,Turning Point USA,"Turning Point USA, Inc.",≤100
49651563727,Live Action,Live Action,≤100
152264148166020,Moms Clean Air Force,Moms Clean Air Force,≤100
121626482110,Operation Smile,OPERATION SMILE,≤100
70874333603,CatholicVote,catholicvote.org,≤100
109352563640,Water.org,WATER.ORG INC.,≤100
104623399104370,Noah Kaplan for Denver,Kaplan for Denver,≤100
12375354406,USO,United Service Organizations,≤100
25852730092,Care2,"Care2.com, Inc",≤100
6165653060,AFSCME,AMERICAN FEDERATION OF STATE COUNTY & MUNICIPAL EMPLOYEES,≤100
161183970656851,Ruben Gallego,GALLEGO FOR ARIZONA,≤100
40217893542,AIPAC,AIPAC,≤100
67945990059,The American Petroleum Institute,The American Petroleum Institute,≤100
100168566232753,IRS Helper,Leads Team LLC,≤100
1679521432262834,Physicians Grassroots Network,American Medical Association,≤100
109866391899613,Raul Arias for City Council,Raul Arias for City Council,≤100
