Page ID,Page name,Disclaimer,Amount spent (USD)
103890001426406,Invest In WA Now,Invest in Washington Now,755
120137368013775,Puget Sound Energy,"PUGET SOUND ENERGY, INC.",675
233148670029536,American Indian Community Center,American Indian Community Center,500
113011138085478,USA Funeral Benefits & Services,Final Expense Authority LLC,473
37260650835,Washington Low Income Housing Alliance,Washington Low Income Housing Alliance,416
1914246298655769,American Funeral Benefits & Services,Final Expense Authority LLC,403
309798029121030,Everytown for Gun Safety,Everytown for Gun Safety Action Fund Inc,382
18982436812,ACLU,American Civil Liberties Union,376
85452072376,NEWSMAX,"NEWSMAX MEDIA, INC.",325
153080620724,Donald J. Trump,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE,295
108547455113940,Our America,Our America,276
114970454531956,CNA Voices,CNA Voices,275
385473284886474,Hillsdale College,Hillsdale College,267
1316372698453411,Alexandria Ocasio-Cortez,Alexandria Ocasio-Cortez for Congress,246
130268756992804,Yale Climate Connections,Yale Climate Connections with Facebook Ad Credits,235
114207363352993,We Are In,We Are In,228
38471053686,Elizabeth Warren,"WARREN FOR SENATE, INC.",202
314499212242,Pfizer,Pfizer Inc.,201
309308412520731,Sandy Hook Promise,Sandy Hook Promise,193
2353537341582545,Proud Patriots,Proud Patriots,182
127225910653607,PragerU,PragerU,179
107500120800840,Partnership for Energy Progress,Partnership for Energy Progress,179
570092813023833,Matt Walsh,The Daily Wire,169
10128918116,Gavin Newsom,Campaign for Democracy PAC,168
101495814891610,Funeral Benefits & Services,Final Expense Authority LLC,161
57259033959,AARP,AARP,155
15771560300,Earthjustice,EARTHJUSTICE,153
304600892905134,Hillsdale College Online Courses,HILLSDALE COLLEGE,153
92925746942,Judicial Watch,Judicial Watch,151
1461100540775171,The Tuttle Twins,LIBERTAS INSTITUTE,144
410899325621777,Washington State Charter Schools Association,Washington State Charter Schools Association,143
580610428636345,Fight for $15,Fight for $15,132
7890108747,Conservation Northwest,CONSERVATION NW,123
6514736316,Walden University,Walden University,113
18709174006,National Audubon Society,"NATIONAL AUDUBON SOCIETY, INC.",111
166618413413767,Jay Sekulow,American Center for Law and Justice,106
113891694102,Energy Citizens,AMERICAN PETROLEUM INSTITUTE,105
50826482890,YWCA Seattle King Snohomish,YWCA OF SEATTLE-KING COUNTY-SNOHOMISH COUNTY,≤100
131730790498,Take Down Tobacco,Campaign for Tobacco-Free Kids,≤100
6041057841,The Humane Society of the United States,"HUMANE SOCIETY OF THE UNITED STATES, THE",≤100
592707041080920,Stand Together,Stand Together Chamber of Commerce Inc.,≤100
342294162453301,Planned Parenthood,Planned Parenthood Federation of America,≤100
203197030603239,8 Billion Trees,8 Billion Trees LLC,≤100
104394262049761,Jeremy's Razors,The Daily Wire,≤100
136515289708940,Prevent Coalition,EDUCATIONAL SERVICE DISTRICT 112,≤100
12566691349,Today Show,"NBCUniversal, LLC",≤100
25852730092,Care2,"Care2.com, Inc",≤100
7030901126,Campaign for Tobacco-Free Kids,Campaign for Tobacco-Free Kids,≤100
7292655492,MoveOn,MOVEON.ORG POLITICAL ACTION,≤100
72931140459,Center for Biological Diversity,"CENTER FOR BIOLOGICAL DIVERSITY, INC.",≤100
8492293163,Environmental Defense Fund,Environmental Defense Fund,≤100
515208202285132,The Kelly Clarkson Show,"NBCUniversal, LLC",≤100
199504650087085,United,"UNITED AIRLINES, INC.",≤100
7341997111,Conservation International,Conservation International,≤100
108774614054683,American Edge Project,American Edge,≤100
428821014132730,Katie Porter,KATIE PORTER FOR SENATE,≤100
109092142462587,Adam Schiff,SCHIFF FOR SENATE,≤100
23875187730,Feeding America,Feeding America,≤100
209516845093,NRDC Action Fund,NRDC Action Fund,≤100
100905842810613,US Final Expense Authority,Final Expense Authority LLC,≤100
30139072158,CARE,CARE,≤100
167555906615100,The Voice,"NBCUniversal, LLC",≤100
49651563727,Live Action,Live Action,≤100
106568024842114,Rideshare Assault Support,Citizen Ad Network LLC,≤100
15239367801,The Wilderness Society,"WILDERNESS SOCIETY, THE",≤100
203805062990264,Ben Shapiro,The Daily Wire,≤100
108641741851973,Magic Valley Energy,Magic Valley Energy LLC,≤100
19746387261,Humane Society International,Humane Society International,≤100
104295601633638,American Cornerstone Institute,American Cornerstone Institute Inc,≤100
8325302025,Friends of the Earth U.S.,Friends of the Earth,≤100
38235851310,USA for UNHCR,UNITED STATES ASSOCIATION FOR UNHCR,≤100
158337134192979,Career Education Colleges and Universities,Career Education Colleges and Universities,≤100
197760674021143,Indivisible Guide,INDIVISIBLE ACTION,≤100
2053678114723700,President Trump's Patriot Army,I Love My Freedom,≤100
103375628943529,Adam Frisch,Adam for Colorado,≤100
7192716362,Amnesty International USA,"AMNESTY INTERNATIONAL OF THE U. S. A., INC.",≤100
22067606728,Allen West,The Association of Mature American Citizens Inc,≤100
100992801635617,Conservative-American.org,Conservative American Strategies,≤100
106315901551850,The U.S. Concealed Carry Association for Saving Lives,U.S. Concealed Carry Association For Saving Lives. Not Authorized By Any Candidate Or Candidate's Committee.,≤100
431891506856669,Dove,Unilever,≤100
315798208620912,Rep. Dan Newhouse,Office of Congressman Dan Newhouse,≤100
216311481960,Bill Gates,Bill Gates,≤100
6236054211,Brady: United Against Gun Violence,Brady Campaign to Prevent Gun Violence,≤100
6204742571,Sierra Club,SIERRA CLUB,≤100
40217893542,AIPAC,AIPAC,≤100
21375324480,The Heritage Foundation,HERITAGE FOUNDATION (THE),≤100
1012679305536045,Elissa Slotkin,Elissa Slotkin for Michigan,≤100
103588388469410,Disparity Trap,Disparity Trap,≤100
241547773165531,Washington Gun Rights,American Firearms Coalition,≤100
1435071773455316,Daily Wire,The Daily Wire,≤100
61492859575,Americares,"Americares Foundation, Inc.",≤100
161183970656851,Ruben Gallego,GALLEGO FOR ARIZONA,≤100
111423944034481,Cleaner Fuels Washington,CLEAN FUELS WASHINGTON,≤100
925007000949719,ExxonMobil,EXXON MOBIL CORPORATION,≤100
665345483483486,NRA - National Rifle Association of America,NATIONAL RIFLE ASSN OF AMERICA,≤100
12301006942,Democratic Party,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,≤100
101330089548224,John Burrows for Congress,John Burrows for Congress,≤100
555787351119974,Coalition to Protect America's Health Care,Coalition to Protect America’s Health Care,≤100
455362921562545,American Exploration & Production Council,American Exploration & Production Council Inc,≤100
109320440856128,Stand Up to Jewish Hate,"Foundation to Combat Anti-Semitism, Inc.",≤100
142914269087072,Cornell Lab of Ornithology,Cornell Lab of Ornithology,≤100
23790541544,Democrats,DCCC,≤100
30079936984,CWS,"CHURCH WORLD SERVICE, INC.",≤100
333710103706307,GIFFORDS,Giffords,≤100
50822254585,Mountain States Legal Foundation,Mountain States Legal Foundation,≤100
108910281700547,Fourfront Contributor,Fourfront Contributor,≤100
570953166908066,Vivek Ramaswamy,VIVEK 2024,≤100
23875187730,Feeding America,FEEDING AMERICA,≤100
200650357207240,I Love My Freedom,I Love My Freedom,≤100
13885075114,Action Against Hunger USA,ACTION AGAINST HUNGER - USA,≤100
114008535880,Foundation for Individual Rights and Expression,FOUNDATION FOR INDIVIDUAL RIGHTS IN EDUCATION,≤100
12375354406,USO,United Service Organizations,≤100
108184308894653,Campaign for Democracy,Campaign for Democracy PAC,≤100
103885799225717,Liberty Protector,Liberty Protector,≤100
27544763621,Prison Fellowship,Prison Fellowship,≤100
100684991996307,November Coalition,NOVEMBER COALITION,≤100
1540549669581410,Voices for Affordable Health,Voices for Affordable Health,≤100
1632814840319802,John Fetterman,Fetterman for PA,≤100
593172347708466,Oregon Forests Forever,OREGON FOREST INDUSTRIES COUNSEL,≤100
83290028957,Care Net,CARE NET,≤100
106608038931801,Loyal Patriots,Loyal Patriots,≤100
8501031021,VoteVets.org,VOTEVETS,≤100
45393753416,Alliance Defending Freedom,Alliance Defending Freedom,≤100
267180743723148,National Geographic Society,National Geographic Society,≤100
518194348194441,RepresentUs,RepresentUs,≤100
159658557547960,Wall Street Journal Opinion,The Wall Street Journal,≤100
7735858972,Humane Society Legislative Fund,Humane Society Legislative Fund,≤100
107764430968176,Tuttle Twins TV Show,"Tuttle Twins Show, LLC",≤100
111464544881905,America First News,Tomer Barazani,≤100
104977525752112,Freedom of Patriots,Freedom of Patriots,≤100
19437978960,Chris Murphy,FRIENDS OF CHRIS MURPHY,≤100
108099365294710,Vision for Washington,The Washington Academy of Eye Physicians & Surgeons,≤100
104760636770,Vera Institute of Justice,"VERA INSTITUTE OF JUSTICE, INC.",≤100
1832744013698336,Mahogany Mommies,Mahogany Mommies,≤100
51379424899,Mercy Ships,MERCY SHIPS INTERNATIONAL,≤100
103695769458,United States Mint,United States Mint,≤100
252814820267,HIAS,HIAS,≤100
11791104453,NRDC,Natural Resources Defense Council,≤100
219242560293,Meals on Wheels America,Meals On Wheels America,≤100
104253615152700,America First Legal,America First Legal Foundation,≤100
107483817554072,WorkMoney,WorkMoney,≤100
612192278873088,Elmhurst Mutual Power & Light Company,ELMHURST MUTUAL POWER & LIGHT COMPANY,≤100
154561574598964,White Coat Waste Project,THE WHITE COAT WASTE PROJECT INC,≤100
408250066356,Bill O'Reilly,"Bill Me, Inc.",≤100
