Page ID,Page name,Disclaimer,Amount spent (PYG)
1468570519872644,Santiago Peña,PRANA SA,28923
1222077187832207,Gustavo Leite,Gustavo Alfredo Leite Gusinky,7231
110988551804080,Dany Agüero Concejal,Juan Daniel Aguero Rotela,5691
196599783696918,Efrain Alegre,Comunicá,3860
110447625137045,Pilar Callizo,PautaPY,2262
102963512483270,PyElige,PY Elige,1365
105545157610039,Euclides Acevedo,Marco Antonio Martinez Almiron,637
241512319274531,Sixto Pereira,Sixto Pereira,598
102266292553995,Sucia Política,Diego Ricardo Ramírez,555
325540631525675,En La Tecla,En la Tecla,531
102649292598442,Senador Hugo Richer,Senador Hugo Richer,525
114448232558658,Jorge Querey,Jorge Osvaldo Querey Rojas,459
1011833908887463,Atilio Alegre,IMAGEN DE GOBIERNO,458
532716330164048,Sole Núñez,PautaPY,414
1368289846633212,Emilio Pavón-Diputado Nacional,Emilio Pavón Doldán,393
266016903502005,Senador Carlos Gómez Zelada,Senador Carlos Gómez Zelada,329
105872245439208,Pelusa Senadora,Maria Yolanda Del Rosario Moreno de Ruíz,327
153958777947957,Paulo Reichardt,Paulo Reichardt,299
105947518752311,Agustin Saguier,Agustin Saguier,276
102467002671611,Jorge Heisecke,Jorge Heisecke,216
113351910838827,Alma Cívica,Alma Cívica,214
665680343451704,Lider Amarilla,Lider Santiago Amarilla Rios,209
1608625919447826,Blanca Ovelar Senadora Nacional,Blanca Ovelar Senadora Nacional,198
106257452820864,Tito Saguier,PautaPY,176
109626041763537,Natalicio Chase,Global Agencia,167
1753251591598763,Dani Mujica,Dani Mujica,143
517426394969535,Ricardo Canese,Ricardo Canese,105
490637354648727,Ing.Juan Carlos Baruja,Juan Carlos Baruja Fernandez,105
192161474526084,Luis Fretes Senador,Luis Fretes Senador,≤100
283132325082901,Esperanza Martínez,Esperanza Martinez De Portillo,≤100
292909490881181,Carlos Echeverría Intendente,TEJUParaguay,≤100
101726857993140,Carlos Giménez  Senador,Carlos Giménez  Senador,≤100
100777148341766,Oscar Salomón,Felipe Sebartian Salomon Casola,≤100
103429818624929,Edu Garay,Eduardo Garay,≤100
125314197496488,Carlos Filizzola,Carlos Filizzola,≤100
103681832340596,Kpeto Cano,Kpeto Cano,≤100
101398472410339,Monica Ramirez,Monica Ramirez,≤100
101986861866371,Tía Ida - Diputada 2023,Jazmin Thamara Elizabeth Ortiz De Bonzi,≤100
1518537951510136,Sidinei Heinemann Zuse,Sidinei Heinemann Zuse,≤100
100770845220151,,These ads ran without a disclaimer,≤100
107706177740738,Periodismo 29,Periodismo 29,≤100
1832577620365172,Eusebio Ramón Ayala Senador 2023,Manu Nuñez Franco,≤100
244747569801018,Fundación Feliciano Martínez,Christa Violeta Rivas Caballero,≤100
107860488531638,David Cardozo,Adolfo David Cardozo,≤100
100151689391592,Partido Patriotas Independientes. PPI,Alfredo Raúl Merino Ávalos,≤100
1510805942583059,Norma Zarate de Monges,Norma Zarate,≤100
142774299192454,Enrique Sánchez Senador,Enrique Sánchez Senador,≤100
363306313879750,Marle Chispita Orue,Marlene Tatiana Orue Leon,≤100
646939832039958,Hugo Ibarra - Diputado Nacional,Eladio Ortiz Gayoso,≤100
109400298573862,Dr. Víctor Ocampos Gobernador Paraguarí,Victor Luis Ocampos Gómez,≤100
532716330164048,Sole Núñez,Sole Núñez,≤100
255852854856739,"Marco Augusto Ferreira, Autor",Marco Augusto Ferreira Acuña,≤100
397788123735216,Pey Vargas,Pedro Jose Emmanuel Vargas Carnibella,≤100
355951288140749,Dip. Nac. Andrés Rojas Feris,Dip. Nac. Andrés Rojas Feris,≤100
1964503917155087,Stephan Rasmussen,Stephan Rasmussen Gonzales,≤100
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100
132554373464255,La Nación,La Nación,≤100
106682318781403,Rafaela Guanes Senadora,Rafaela Guanes,≤100
1310731702357133,GEN,GEN,≤100
102502961896834,Carlos Torres Monzón Diputado,Carlos Torres Monzón Diputado,≤100
1810962229216340,Fidel Zavala,Laura Lorena Meaurio Paniagua,≤100
242118359309178,Ricardo Estigarribia,Ricardo Estigarribia,≤100
