Page ID,Page name,Disclaimer,Amount spent (EGP),Number of ads in Library
384511478794856,Thndr ثاندر,These ads ran without a disclaimer,6217,8
100835565731657,Ahmed Amin Massoud - أحمد أمين مسعود,Ahmed Amin Massoud - أحمد أمين مسعود,2579,3
752446678184339,Dr Adel Hosny aesthetic centers,These ads ran without a disclaimer,2380,6
550280998481446,Rasha Kelej,Rasha Kelej,1678,11
798673866859390,ETC TV,ETC TV,1553,48
101009088774421,حزب حماة الوطن,حزب حماة الوطن,1200,3
104119962338191,محمد عبد السلام الديب,محمد عبد السلام الديب,882,1
110877857406073,المهندس حسام لبن,المهندس حسام لبن,654,7
106450555171099,مجدي البري - Magdy Elbery,مجدي البري - Magdy Elbery,647,7
117197414641940,أحمد سمير - الصفحــة الرسمية,These ads ran without a disclaimer,595,21
308088503057656,النائب محمود عصام,النائب محمود عصام,539,8
104020192686610,ARKAN,These ads ran without a disclaimer,490,1
743199805779919,الموقف المصري,These ads ran without a disclaimer,482,1
181524565276709,الهلال الأحمر المصري - Egyptian Red Crescent,الهلال الأحمر المصري - Egyptian Red Crescent,405,3
189999018361997,هيثم حسين,These ads ran without a disclaimer,387,1
106719921012688,Ahmed Bahaa Shalaby-أحمد بهاء شلبي,Integrated Marketing Communications For Media.IMC,380,4
900337800058784,برنامج الو مكملين,These ads ran without a disclaimer,326,5
104666825258189,EG Physio,These ads ran without a disclaimer,315,1
192320965049184,الإعلامية نيفين منصور,الإعلامية نيفين منصور,313,3
114227100379731,عادل اللمعي - Adel El lamei,عادل اللمعي - Adel El lamei,293,1
532134937722830,النائبة أميرة بهاء الدين أبو شقة,النائبة أميرة بهاء الدين أبو شقة,293,2
354968941204659,الدكتور أيمن أبو العلا عضو مجلس النواب,الدكتور أيمن أبو العلا عضو مجلس النواب,290,9
137375666332415,Paper Middle East Exhibition,These ads ran without a disclaimer,241,1
273900239400893,نقابة المحامين المصرية,نقابة المحامين المصرية,241,5
663508057123324,جمعية رسالة للأعمال الخيرية بالدقهلية,جمعية رسالة للأعمال الخيرية بالدقهلية,201,5
102742355232970,النائب صلاح السعودى,النائب صلاح السعودى,197,1
109219350934165,النائب محمود هشام توشكى,النائب محمود هشام توشكى,195,1
1720882541553191,حسن عمار - Hassan Ammar,حسن عمار - Hassan Ammar,192,2
176956519017843,الحزب المصري الديمقراطي الاجتماعي,الحزب المصري الديمقراطي الاجتماعي,187,3
101586878327765,Hassanein Tawfiq - حسانين توفيق,Hassanein Tawfiq - حسانين توفيق,186,5
927829383900542,وزارة التخطيط والتنمية الاقتصادية,وزارة التخطيط والتنمية الاقتصادية,164,1
446438919263726,Green hills club,These ads ran without a disclaimer,159,1
