Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,19885,34
256546887847232,עיריית רמת גן,עיריית רמת גן,2517,4
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,2162,9
103907495935157,צו חירום,צו חירום,2104,27
106895605678077,מחאת המילואימניקים,מילואימניקים,1624,26
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1380,30
325048350950892,רמי גרינברג,עיריית פתח תקוה,1129,10
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,1118,18
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,1025,3
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,892,8
204780362875106,מקור ראשון,מקור ראשון,822,86
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,820,5
242112116687805,Shalom Daskal שלום דסקל,Shalom Daskal,755,2
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",693,18
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,614,9
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,605,5
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,545,3
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",517,6
172654247853282,Shenhav musanbar,Shenhav Musanbar,504,12
361464970647064,זהר בלום,זהר בלום,500,1
113065595006048,ענת כינורי לראשות העיר חולון 2023,ענת כנורי,488,37
106136394376777,Idan Yakov,Rama Yarimi,481,4
153664638161877,מתן דיל- Matan Dil,מתן דיל,480,1
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,479,6
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,433,2
604890186681585,מור ויצמן,Mor Weitzman,430,1
143563882388180,עיריית אשקלון,עיריית אשקלון,416,6
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,411,45
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,386,2
2397304340492953,מטה הבטיחות בענף הבנייה,הקרן לעידוד ולפיתוח ענף הבנייה,336,2
102870845957500,ערן ורדון לראשות המועצה האזורית יואב,ערן ורדון לראשות המועצה האזורית יואב,332,5
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,328,11
108787681841168,רישיון נשק בקליק,Michael Michel Levi,310,2
161096657252221,שוברים שתיקה,שוברים שתיקה,306,4
103183301914371,כוח של אמא,Nataly Milner,306,1
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,305,7
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,303,2
105132329175315,"עו""ד אמנון יצחקניא",אמנון יצחקניא,302,6
100978407934166,תנועה ישראלית,Israeli Movement,299,6
599453993544831,نساء ضد العنف  Women Against Violence,Women Against Violence,294,12
810904589094226,צביקה ברוט - Tzvika Brot,צביקה ברוט - Tzvika Brot,287,2
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,284,4
377161539406940,רפי סער,רפי סער,284,4
109523830757998,דמוקרטtv,דרכנו,283,2
137449656335533,Amnesty International Israel,Amnesty International Israel,283,8
104743111658191,Ron Ben Shushan,רון בן שושן,281,2
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,280,3
162089177185799,התאחדות התעשיינים בישראל,התאחדות התעשיינים בישראל,280,2
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,278,5
119995701391029,בית בן-גוריון בתל אביב,בית בן גוריון,275,3
197861515565,שתיל - شتيل - Shatil,שתיל - Shatil,272,10
164141753724644,מולד - המרכז להתחדשות הדמוקרטיה - Molad,מולד - המרכז להתחדשות הדמוקרטיה - Molad,251,1
193264714026809,Emunah אמונה,ארגון אמונה,248,2
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,248,4
1034509719896684,המכון החרדי למחקרי מדיניות,מכון החרדי למחקרי מדיניות,240,2
546024288762312,"ד""ר יחיאל לסרי",עיריית אשדוד,234,6
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",234,8
370270343005611,ישראל ביתנו,ישראל ביתנו,230,4
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,218,19
224993517556428,Da'am Party - מפלגת דעם - حزب دعم,Da'am Party - מפלגת דעם - حزب دعم,211,4
189878514367566,"משרד החדשנות, המדע והטכנולוגיה","משרד החדשנות, המדע והטכנולוגיה",205,1
424880447551163,מרכז צדק לנשים,מרכז צדק לנשים,202,16
331531237208747,מועצה אזורית גוש עציון,מועצה אזורית גוש עציון,187,2
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",183,4
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,181,13
1619338854980208,יוסי דגן,המועצה האיזורית שומרון,179,1
114355804884727,רונן דגמי לראשות המועצה האזורית יואב,digibird,179,4
103624452596775,קידר פינגולד - לראשות המועצה האזורית יואב,יוניק מדיה,178,1
574030775948002,Ohr Torah Stone - אור תורה סטון,Ohr Torah Stone - אור תורה סטון,177,5
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",174,4
124894077550811,ישראל חופשית,ישראל חופשית,173,4
221429664638160,קדמה,קדמה,171,16
222479034969365,אדיר נעמן ראש מועצה אזורית שפיר,אדיר נעמן ראש מועצה אזורית שפיר,168,3
140536699429565,המכון למחקרי ביטחון לאומי,המכון למחקרי ביטחון לאומי,167,3
1395918227341473,עיריית חדרה,עיריית חדרה,167,2
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,163,28
401082636658821,איגוד ערים לאיכות הסביבה שרון - כרמל,איגוד ערים שרון כרמל,158,1
213801788683219,עיריית ראש העין,עיריית ראש העין,157,1
110897178941008,מרכז אדוה,מרכז אדוה,155,2
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",155,5
174138752627879,עצומה,עצומה,154,3
129851697143493,"עמותת ליל""ך-לחיות ולמות בכבוד",Lilach - The Israeli Society to Live and Die With Dignity,154,1
501512673192146,Авигдор Либерман,ישראל ביתנו,152,2
507647555954176,Boaz Toporovsky - בועז טופורובסקי,yesh atid,145,1
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,141,4
500238833397356,ציפי ברנד,ציפי ברנד,139,2
139320722917886,מרכז יצחק רבין,מרכז יצחק רבין,135,3
311608178901833,الجمعية الإسلامية لإغاثة الأيتام والمحتاجين,Amjd Hamdan,135,2
474079052648531,יועז הנדל   Yoaz Hendel,יועז הנדל,135,1
105561217523274,The Dispatch,These ads ran without a disclaimer,132,1
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,132,2
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,132,6
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,130,1
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",129,6
171506896314198,מיטל להבי - Meital Lehavi,מיטל להבי,128,6
411177009409267,ענת זנזורי,ענת זנזורי,127,3
105506525748003,המדרשה הישראלית,המדרשה הישראלית,126,1
698427173532872,חופות - מבית השגחה פרטית,חופות,124,1
100301088671913,Tal Hershkovitz,Tal Hershkovitz,123,1
342134189487993,חיים ביבס Haim Bibas,חיים ביבס Haim Bibas,121,1
551688281583235,יד לוי אשכול - Yad Levi Eshkol,"אסטרטג טכנולוגיות בע""מ",120,7
107796574338168,אמיר ברוט,אמיר ברוט,117,2
1534982756793690,Foodvisor,These ads ran without a disclaimer,115,5
115375288502895,מיתוג מדיה חברתית,mitoog smo,115,9
632806616739261,איציק רוכברגר 2023,איציק רוכברגר 2023,114,1
564755520233941,משרד מבקר המדינה ונציב תלונות הציבור,משרד מבקר המדינה ונציב תלונות הציבור,114,1
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",113,1
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,112,2
100570949591846,שניר פרידמן - לראשות מועצה אזורית הגלבוע,שניר פרידמן,110,6
101499376186375,עפרי רביב,עפרי רביב,108,1
112091438217497,מטה המאבק - כפרי הנוער,מטה המאבק - כפרי הנוער,105,1
112002200622077,הנגב ממריא מנבטים - Time4Nevatim,הנגב ממריא מנבטים - Time4Nevatim,105,2
427614157753794,מוטי ששון - moti sasson,מוטי ששון,105,1
100663859328863,עופרי סיידה,עופרי סיידה,103,2
113277668692130,גלי ישראל,גלי ישראל,102,6
117621584537422,"עו""ד ניסן זכריה לראשות העיר חולון",ניסן זכריה,101,3
412916482543700,שוקי אוחנה Shuki Ohana,שוקי אוחנה,101,3
341448679281672,יריב לוין - Yariv Levin,yariv levin - יריב לוין,101,1
108433902545902,Geneva Initiative,יוזמת ז'נבה,≤100,2
116194014677604,עופר סלע. ממשיכים את התנופה ביואב,Ofer Sela,≤100,3
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,≤100,5
562900707171914,ליעד אילני לראשות עיריית רמת-גן,סיעת רמת-גן שלנו,≤100,1
537993479619524,אבי אלקבץ עפולה אחת,אבי אלקבץ,≤100,1
251040535229741,יאיר צברי - Yair Zabari,יאיר צברי,≤100,2
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,≤100,4
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו,≤100,3
112910535448250,תנועת רגבים,תנועת רגבים,≤100,2
1682319665375637,בית הכנסת הגדול בתל אביב הדף הרשמי - Great Synagogue TLV,בית הכנסת הגדול בתל אביב הדף הרשמי - Great Synagogue TLV,≤100,1
284842737603,Yesh Din  ييش دين  יש דין,יש דין ארגון מתנדבים לזכויות אדם,≤100,1
358391697641207,מחוז דרום - לשכת עורכי הדין,מחוז דרום - לשכת עורכי הדין,≤100,3
168898066479983,עיריית עכו,עיריית עכו,≤100,1
104222621115858,הביטחוניסטים,הביטחוניסטים,≤100,3
373759213124752,הזמן הזה,מכון ון ליר בירושלים,≤100,2
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,≤100,14
389004391219079,אלון דוידי - Alon Davidi,עיריית שדרות,≤100,2
107267941774176,רמת-גן שואלת,רמת גנים בעד רמת גן,≤100,1
1008591479294996,אופיר ליבשטיין - ראש המועצה האזורית שער הנגב,אופיר ליבשטיין,≤100,1
1230703323658792,מרכזים לצדק חברתי,מרכזים לצדק חברתי,≤100,6
103851895179872,אמהות לביאות,Nataly Milner,≤100,1
113410581644966,אורית גוטמן,אורית גוטמן,≤100,2
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,≤100,5
109708842392860,מרכז השלטון המקומי בישראל,מרכז השלטון המקומי בישראל,≤100,1
189543984502825,משה קונינסקי,משה קונינסקי,≤100,1
239989316604823,יואב קעטבי,יואב קעטבי,≤100,3
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,≤100,2
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",≤100,3
387662485168743,LPY הוצאת אזרחות פולנית,LPY הוצאת אזרחות פולנית,≤100,3
114869678131807,משמר החינוך הממלכתי,משמר החינוך,≤100,8
656983778056147,למענכם,למענכם מפליא לעשות Lemaanchem,≤100,2
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,≤100,1
709216422557802,ז'קי לוי,ז'קי לוי,≤100,2
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100,2
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,≤100,4
641514279247588,עיריית שדרות,עיריית שדרות,≤100,2
483560698377581,מועצה אזורית שפיר,Sharon Atiya,≤100,1
