Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
1894520370802455,Governo do Brasil,Secretaria Especial de Comunicação Social -Governo do Brasil,32537,13
935263586487050,Corona,Ambev,12188,6
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,9288,166
113507215403008,Câmara Municipal de São Paulo,Câmara Municipal de São Paulo,5106,25
104625758942119,Siga Antenado,Siga Antenado,4895,28
241839765912021,Estratégia Concursos,ESTRATÉGIA CONCURSOS SA,4871,53
159103797542,Greenpeace Brasil,Greenpeace Brasil,4403,190
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",3862,16
255804437808407,Vale,Vale,3482,7
112830251033781,Tiger,GRUPO HEINEKEN,3465,1
111498884648739,Instituto Cultural Vale,Instituto Cultural Vale,3275,5
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,2877,6
157912844276400,Governo da Bahia,Governo da Bahia,2835,4
425215080864180,Pfizer Brasil,Pfizer,2687,2
106890112356250,Anna Claudia,These ads ran without a disclaimer,2613,19
358687161234,Proteção Animal Mundial,Sociedade Mundial de Proteção Animal - WSPA BRASIL,1842,15
301774903545521,Brasil Paralelo,Brasil Paralelo,1652,25
101189854802059,Revista Oeste,Revista Oeste,1513,9
239977579362882,Blue3 Investimentos,Blue3 Investimentos,1276,5
171342419582453,"CNC - Confederação Nacional do Comércio de Bens, Serviços e Turismo","CONFEDERACAO NACIONAL DO COMERCIO DE BENS, SERVICOS E TURISMO - CNC",1129,34
115931765148387,Assembleia Legislativa de Minas Gerais,Assembleia Legislativa Do Estado De Minas Gerais,1080,15
2209636419286152,Elismar Prado,Elismar Fernandes Prado,1073,30
333720355130,Petrobras,Petrobras,1061,6
224021551012451,Gerando Falcões,Gerando Falcões,976,53
197698930267127,Alana,Instituto Alana,914,172
330379553673497,Oxfam Brasil,Oxfam Brasil,886,83
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",828,25
196613427043958,Fiesp,FEDERACAO DAS INDUSTRIAS DO ESTADO DE SAO PAULO,799,23
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,787,32
196791070788913,Robson Zanetti Advogado,Robson Zanetti,735,6
102856342511936,ICL Notícias,Instituto Conhecimento Liberta,719,66
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,683,114
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,639,24
1544493995819099,Roberto Cláudio,Roberto Claudio Bezerra,604,2
170238043113891,Professor Rômulo Passos,Romulo Silva Passos,588,33
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,581,28
167035830067775,Prefeitura de Canoas,PREFEITURA DE CANOAS,535,3
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,528,123
541089776080092,Sanofi Brasil,Thaina Souza De Campos,517,6
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,514,3
113165042099382,Brasil 61,Brasil 61,502,11
329948620416635,Marcelo Cid Heráclito Queiroz,Marcelo Cid Heráclito Queiroz,500,5
333720355130,Petrobras,These ads ran without a disclaimer,490,1
194918207213417,IMP Concursos,IMP Concursos,469,5
294268601159495,Brasil BioFuels,These ads ran without a disclaimer,465,4
224777780881144,Visão Mundial,Visão Mundial,445,12
258088921369,TOTVS,TOTVS,426,4
169743843175117,Bruno Ganem SP,Bruno Ganem,408,8
