Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
564188034075673,Roberto Enriquez,an advertiser in Venezuela,56661724,2
11449543593,Carlos Ocariz,an advertiser in Venezuela,39250000,112
100426612940178,Concejo Municipal de San Diego,an advertiser in Venezuela,31324571,2
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,16500000,1
112759588312679,cesaralmeida2024,an advertiser in Venezuela,11750000,8
672164393254350,porvenezuelaaa,These ads ran without a disclaimer,5470029,2
31121558686,BBVA Careers,These ads ran without a disclaimer,3476688,1
102901055579612,Alcaldia Alberto Adriani,an advertiser in Venezuela,1274983,1
292129440851133,CropLife Latin America,These ads ran without a disclaimer,244609,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,198,1
151409322217001,Berlin School of Business & Innovation - BSBI,These ads ran without a disclaimer,≤100,2
72149536933,SKF,These ads ran without a disclaimer,≤100,1
103359502599992,DailyFox,These ads ran without a disclaimer,≤100,1
152956984574,International Human Rights Art Festival,These ads ran without a disclaimer,≤100,1
415270942200578,Adam Smith Works,These ads ran without a disclaimer,≤100,1
643647332320553,Orient - أورينت,These ads ran without a disclaimer,≤100,1
105675589097240,Clean Earth Solar,These ads ran without a disclaimer,≤100,1
915656035153394,Oceanites,These ads ran without a disclaimer,≤100,1
105474945042875,Mission:JOY,These ads ran without a disclaimer,≤100,1
115640734762201,Cultivador,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
109627347940016,"Salón Académico: Trabajos de investigación, Transcripciones y Redacciones",These ads ran without a disclaimer,≤100,1
