Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
126567104406,Hyresgästföreningen,Hyresgästföreningen,28712,42
608975645850217,Vattenfall,Vattenfall Sverige,24419,13
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,24015,27
151159271594797,Systembolaget,Systembolaget,19119,2
95735961890,Greenpeace Sverige,Greenpeace Sverige,15118,101
111630258867610,Röda Korset,Röda Korset,15032,18
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,11006,24
382243262003,Plan International Sverige,Plan International Sverige,10904,12
109886133732943,RESCUE - Sverige,RESCUE - Sverige,8523,2
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),7428,35
114262485262083,Konsumentverket,Konsumentverket,6587,7
72659261793,Rädda Barnen,Rädda Barnen,5147,76
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,5003,31
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4477,6
175656912484553,Unionen,Unionen,4351,29
100941935326134,RekonstruktionsGruppen,Rekonstruktionsgruppen Sverige AB,4184,4
42676805259,Diakonia,Diakonia,3930,18
59324455950,UNICEF Sverige,UNICEF Sverige,3650,17
186513678039755,Fortum,Fortum Sverige,3222,17
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,3221,57
195379633820701,Svenskt Kött,Svenskt Kött,2896,14
161213770567846,Operation Smile Sverige,Operation Smile Sverige,2608,1
643137272398136,Sverige för UNHCR,Sverige för UNHCR,2489,9
369582590803,Dagens ETC,ETC-tidningarna,2381,22
252516142116820,Abir Al-Sahlani,Abir Al-Sahlani,2264,2
18880778360,ActionAid Sweden,ActionAid Sweden,2099,8
185459445735,Umeå universitet,Umeå universitet,1932,13
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1891,34
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1822,6
106579105171694,ETC nyhetsmagasin,ETC Media AB,1716,1
111699453757094,Soft Towel Games,These ads ran without a disclaimer,1710,3
102335578503312,Linköpingslistan,Linköpingslistan,1629,1
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1576,8
8040892957,Socialdemokraterna,Socialdemokraterna,1561,8
102603159402551,Inner Connections,Kulturhuset i Ytterjärna AB,1352,4
614939535271869,Tobias Baudin,Socialdemokraterna,1312,6
109098320518639,Dogoodel.,DoGood EL,1280,6
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,1051,35
314872662206,Ekonomifakta,Ekonomifakta,968,37
296423575695,Afrikagrupperna,Afrikagrupperna,960,17
109969847586061,Morgon-Tidningen,AIP Media,953,5
112338252157105,Viskadalen,Viskadalen,944,2
676246449160270,Sverigedemokraterna,Sverigedemokraterna,932,3
101662298069604,OIKOS,Insamlingsstifftelsen för Svensk Konservatism,915,1
178193355556765,Nordström Assistans AB,Nordström Assistans AB,911,4
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,791,16
237146235237,Timbro,Tankesmedjan Timbro,764,35
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,727,19
547965058654664,MyRight - Empowers people with disabilities,MyRight - Empowers people with disabilities,724,5
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,723,1
193309030695120,UR,UR,681,5
