Page ID,Page name,Disclaimer,Amount spent (ISK),Number of ads in Library
607573825973006,LÍS - Landssamtök íslenskra stúdenta,Landssamtök Íslenskra Stúdenta,5809,54
152804904889,Samfylkingin,Samfylkingin,5462,6
737169626371453,Heimildin,Stundin,3185,1
263095547109656,Sjálfstæðisfélag Garðabæjar,Sjálfstæðisflokkurinn,3171,1
405625165041,Reykjavíkurborg,Reykjavíkurborg,3079,3
269089752708,Sjálfstæðisflokkurinn,Sjálfstæðisflokkurinn,2588,1
156161194561570,Kjarninn,Kjarninn,2049,1
423451321043674,Vinstrihreyfingin - grænt framboð,Vinstrihreyfingin - grænt framboð,1989,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1787,2
154893001218870,ADHD samtökin,ADHD samtökin,1567,5
117923164930140,Lifandi vísindi- Lifandi saga,Guðbjartur Finnbjörnsson,1335,3
153705438660098,Þórdís Lóa,Þórdís Þórhallsdóttir,1274,2
439162066281959,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,Fulltrúaráð sjálfstæðisfélaganna í Rangárvallasýslu,1191,1
137524753533383,Miðflokkurinn,Miðflokkurinn,593,1
143109705880676,Framsókn í Mosfellsbæ,Framsóknarfélag Mosfellsbæjar,468,1
114057194960942,Samstöðin: Fréttir,Samstöðin ehf,319,1
104468109023992,The Digital Neighborhood,These ads ran without a disclaimer,≤100,2
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
128460617656602,eeDesignIt,These ads ran without a disclaimer,≤100,1
100689636310150,Waokeem-EU,These ads ran without a disclaimer,≤100,2
101315848087098,Releaf PAPER & BAGS,These ads ran without a disclaimer,≤100,3
340577086006224,CRI German,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
100451933698060,AdVenture Communist,These ads ran without a disclaimer,≤100,1
2418643321715898,Daily Stickers,These ads ran without a disclaimer,≤100,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,2
323996294599843,Þórdís Kolbrún Reykfjörð Gylfadóttir,These ads ran without a disclaimer,≤100,1
102416722029565,"Innovate4Climate, I4C 2023 - Bilbao",These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
441703342896364,The Upright Project,These ads ran without a disclaimer,≤100,1
