Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
161213770567846,Operation Smile Sverige,Operation Smile Sverige,33923,12
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,31745,19
369122343101775,e.on,E.ON Sverige AB,15420,3
608975645850217,Vattenfall,Vattenfall Sverige,14722,7
382243262003,Plan International Sverige,Plan International Sverige,13808,26
114526821939129,Arla,Arla,10144,5
239177706143268,Mobility Sweden,Mobility Sweden,10097,4
111630258867610,Röda Korset,Röda Korset,9903,17
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,9796,26
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),8771,30
95735961890,Greenpeace Sverige,Greenpeace Sverige,6702,69
19746853632,Djurens Rätt,Djurens Rätt,6518,2
59324455950,UNICEF Sverige,UNICEF Sverige,6361,13
237146235237,Timbro,Tankesmedjan Timbro,6007,37
162985227114132,Skellefteå Kraft,Skellefteå Kraft,5991,4
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,5523,1
126567104406,Hyresgästföreningen,Hyresgästföreningen,5406,22
186513678039755,Fortum,Fortum Sverige,4909,34
279974638809211,Oxfam Sverige,Oxfam Sverige,4878,6
72659261793,Rädda Barnen,Rädda Barnen,4680,63
369582590803,Dagens ETC,ETC-tidningarna,4598,25
101341883359561,Matsmart Sverige,Matsmart,4534,20
149155351773944,SEB,Skandinaviska Enskilda Banken,3700,3
42676805259,Diakonia,Diakonia,3107,9
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,3083,53
109886133732943,RESCUE - Sverige,RESCUE - Sverige,2681,2
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,2356,34
18880778360,ActionAid Sweden,ActionAid Sweden,2024,4
1534982756793690,Foodvisor,These ads ran without a disclaimer,1888,5
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1819,7
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1633,7
111699453757094,Soft Towel Games,These ads ran without a disclaimer,1614,3
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,1580,28
643137272398136,Sverige för UNHCR,Sverige för UNHCR,1576,7
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,1505,15
153270724787,Amnesty International Sverige,Amnesty International Sverige,1413,11
576845979156129,Techarenan,Techarenan,1338,3
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,1124,22
212604496324,Fackförbundet ST,Fackförbundet ST,1095,67
106579105171694,ETC nyhetsmagasin,ETC Media AB,1065,2
356032977210,Vi-skogen,Vi-skogen,995,6
