Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,22397,5
128057147245421,San Mig Light,San Mig Light,19941,2
109322002065194,EKIS,EKIS,10573,27
1566478310240623,Francis Tolentino,Francis Tolentino PH,7647,26
547821942058909,Pilipinas Today,WFPH,7039,59
952018388329788,Kathryna Yu-Pimentel,Kathryna Yu-Pimentel,5948,2
48688071399,Greenpeace Philippines,Greenpeace Philippines,4968,5
75665129515,Go Negosyo,Go Negosyo,4957,2
325780477966356,Geo 24/7,Energy Development Corporation,4431,30
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,4322,5
265779500134955,SM Supermalls,SM Supermalls,3585,3
495629064258114,Lolita Karen Javier,Lolita Karen Javier,2835,5
257830240980106,Ronnie Dadivas,Roxas City United,2730,9
109048838563356,"Doc Christine Arquiza, MD",These ads ran without a disclaimer,2713,1
103751355997012,Optum Philippines,Optum Philippines,2435,2
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2217,1
269175894020945,Pilipinas Today,WFPH,2078,21
701517253228758,DOSTv,DOSTv,1935,5
154386154617,WWF-Philippines,WWF-Philippines,1838,3
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,1734,7
100961615741809,Brian Yamsuan,Loud Digital Marketing Services,1386,1
2271543113085523,Pilipinas Today AM,WFPH,1381,8
1922749344643532,The World Tonight,The World Tonight,1279,12
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,1203,32
1485006188181879,WES Gatchalian,WES Gatchalian,1201,1
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1186,2
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1171,1
112952897079549,Energy Development Corporation,Energy Development Corporation,1148,8
1535594466686140,Aboitiz,Aboitiz,1122,2
154519977908138,Department of Social Welfare and Development,Department of Social Welfare and Development,1067,2
1759941490758280,Jerry Treñas,Jerry Treñas,1038,21
105910268672335,Pinaura ka ni Sandy Javier,Pinaura ka ni Sandy Javier,1033,2
105929115643626,Caroline Tanchay,Caroline Tanchay,921,5
134063767245964,Juvenile Justice and Welfare Council,Juvenile Justice and Welfare Council,899,3
100668628818013,Bim Ignacio,Bim Ignacio,887,2
104291395914077,Nuclear Supporters PH,Nuclear Supporters PH,865,2
110829087227170,QC Waves Swim Club Inc.,QC WAVES SWIM CLUB INC,850,2
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,846,2
166107624078770,Camanava News,Camanava News,796,3
105909455838674,Panatag,DAKILA Philippine Collective for Modern Heroism,756,6
100562967966954,Radyo BAHIN,WFPH,751,9
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,654,1
104988244674974,Mobility Awards,The Climate Reality Project Philippines,635,6
102886345339673,Ben Patron,Ben Patron,615,1
103485942191411,Juan Bulletin,Polsure,592,2
126919387470670,Rufus B. Rodriguez,Rufus B. Rodriguez,592,7
138279376537685,Bebot Rodriguez,Bebot Rodriguez,571,3
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,567,2
104084935695718,Digital Pinoys,Digital Pinoys,560,1
2272110229474022,Bagong Bicol,Bagong Bicol,546,2
100170811672425,Pilipinas Today Kyusi,WFPH,543,3
234749586876960,Tyron Uy,Team Walang Iwanan,513,7
1553973434658376,Filipino Community,Filipino Community,500,1
102532175283826,OK si Odie Tarriela,Ok Si Odie Tarriela,498,4
112349842135719,Center for Global Best Practices,These ads ran without a disclaimer,483,1
112186511545750,ACEN RES,These ads ran without a disclaimer,432,1
103485755951862,EDCOM 2 - Second Congressional Commission on Education,Education Commission II,407,2
107701168822758,Aksyon TV,Aksyon TV,393,2
186667502068528,Larry De Costa,WFPH,387,5
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,378,5
352659278684227,MP Marjanie S. Mimbantas Macasalong,MP Marjanie S. Mimbantas Macasalong,377,4
1332938170076882,Tatak QC,Polsure,370,1
118263363420286,Pilipinas Ilocos Today,WFPH,370,3
176725369945441,Pilipinas Today,The World Tonight,357,2
223618785182273,Pilipinas,WFPH,349,4
956992934491805,Jaye Lacson-Noel,Jaye Lacson-Noel,346,2
154483503074510,Instituto Internacional de Psicanálise,These ads ran without a disclaimer,341,1
705660422953865,About Metro Pacific,WFPH,336,4
1387404457997862,Cong Bingo Matugas,Cong Bingo Matugas,329,2
104955062184489,BBM Movement,UEEI Consorcia Inc,311,1
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,311,3
102965912000814,Congressman Hori Horibata,Congressman Hori Horibata,299,1
101626809528293,House and Lot Bel Air in Cavite,These ads ran without a disclaimer,298,1
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,294,1
594546817629223,Negosyo QC,Polsure,292,1
101935445680941,Inside Politico,Polsure,292,1
101293149664553,ATS-Aksyon Tulong Solusyon,AKSYON TULONG SOLUSYON INC,280,1
100305568984268,EdukNaman,Philippine Business for Education Inc.,276,4
1840292579606063,Jam Jam Baronda,Jam Jam Baronda,263,2
107463358538636,planetGOLD Philippines,planetGOLD Philippines,263,4
207494196545897,"San Anselmo Publications, Inc.","San Anselmo Publications, Inc.",260,2
110529111699411,PhilNews24,Polsure IT Services,249,1
1669303526443380,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,Trendsuertres Customized Promotional Items Baller Wrist Band Keychains etc.,248,1
131189377574,MDPI,These ads ran without a disclaimer,246,1
106842254427330,PAD Awareness Ph,These ads ran without a disclaimer,224,1
374004705980904,Philippine Business for Education,Philippine Business for Education,222,3
226677414910322,Congresswoman Baby Aline Vargas Alfonso,Congresswoman Baby Aline Vargas Alfonso,218,2
537843086665379,City Inquirer,City Inquirer,200,1
407604493105131,"PBA: Politika, Basketbol, at Artista","PBA: Politika, Basketbol, at Artista",200,2
2103172176611007,Aksyon Demokratiko,Aksyon Demokratiko,196,1
308357979560418,Duterte News,Duterte News,195,1
105969951219886,Sibika.ph,Philippine Business for Education Inc.,190,2
402906589788713,Allianz PNB Life,Allianz PNB Life,177,1
100805324763895,Provincial Government of Bohol,Provincial Government of Bohol,176,1
522302631184659,Philippine Business for Environmental Stewardship,Philippine Business for Environmental Stewardship,170,1
104791471946325,Random Videos on the Internet,Random Videos on the Internet,161,1
914556591894195,CitizenWatch Philippines,CitizenWatch Philippines,161,1
