Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
184257548280251,Alberta NDP,Alberta's NDP,23116,131
169928686425623,UFCW Local 401,UFCW Local 401,7129,24
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),5785,6
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,4631,9
944819212239364,Alberta Proud,Alberta Proud,4123,15
149042028439970,Alberta Federation of Labour,Alberta Federation of Labour,3809,6
270323369737229,Elections Alberta,Elections Alberta,3622,12
6319213302,Heart & Stroke,Heart & Stroke,2756,19
177990002393,Ontario Nurses' Association,Ontario Nurses' Association,2534,3
689157954518219,Danielle Smith,United Conservative Party,2299,5
43448349479,Josh Matlow,Josh Matlow Campaign,2006,23
189141609842,Ville de Gatineau,Ville de Gatineau,1748,18
118040041222760,Juan Luis Garrido,Juan Luis Garrido,1712,2
163261390365324,Elementary Educators,Elementary Educators,1508,71
922478954450376,CHBA National,CHBA National,1498,32
118314421234127,Manitoba Watch 2023,Canada Growth Council,1497,8
303473312998028,FedEx,FedEx,1466,2
104436885869755,"Rob Miyashiro, Lethbridge East NDP","Rob Miyashiro, Lethbridge East NDP",1285,3
27234020592,UNICEF Canada,UNICEF Canada,1200,9
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,1183,173
1583430205202800,City of Toronto,City of Toronto - Your Local Government,1133,31
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,1073,61
24235835555,Kids Help Phone,Kids Help Phone,1065,51
633812813408377,Elections Canada,Elections Canada,1042,26
113707256426,Rachel Notley,Alberta's NDP,1007,3
104386908631938,Pathways Alliance,Pathways Alliance,992,9
283487578481273,Énergir,Énergir,985,16
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),848,20
129706287121817,Shannon Phillips,Shannon Phillips,824,2
154462904588700,Enbridge Gas,Enbridge Gas,824,71
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,794,30
1097840090260804,National Police Federation,National Police Federation,785,97
154450024654,BC Teachers' Federation (BCTF),BC Teachers' Federation,776,27
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,759,14
