Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
923633637651202,Morena Sí,Morena Sí,65760,81
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,62655,8
191231480284,Gobierno de la Ciudad de México,Gobierno de la Ciudad de México,22521,4
108819392526809,Partido Acción Nacional,Partido Acción Nacional,18542,11
806858212689187,Pablo Lemus Navarro,Pablo Lemus Navarro,14293,44
112882117843391,Morena Estado de México,morenaedomex.si,13545,24
234934546961166,Escudo Urbano C5 Jalisco,Escudo Urbano C5 Jalisco,12624,6
104868202533100,Café y Noticias Mx,cafeynoticiasmx.com,12425,232
362430908370,Aeromexico,Aeromexico,10814,3
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,10646,7
56713285274,Greenpeace México,Greenpeace México,9807,13
206323119403212,Mario Delgado Carrillo,Mario Delgado Carrillo,9055,17
449095701815347,Salvador Zamora,Salvador Zamora,8529,5
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano NL,8367,23
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,7570,8
285058928236909,Mauricio Vila,Mauricio Vila,7285,29
215836968456734,Alfonso Martínez Alcázar,Alfonso Martínez,7154,3
122404620204,Oxfam México,OXFAM MEXICO AC,6833,4
458179400870081,DIF Estatal Guanajuato,DIF Estatal Guanajuato,6589,8
1613868898897076,Waldo Fernández González,Waldo Fernández González,6505,16
800053706697232,Lupita Saldaña,Lupita Saldaña,5944,7
273255793312747,EL INFORMANTE Edo Mex,EL INFORMANTE México,5066,7
100557755099985,Convocatorias 2023,Convocatorias 2023,5007,14
343958122358178,Juan Manuel Fócil Pérez,Orquídea López,4968,32
100206439556436,Jalisco Jala con Claudia,Jalisco Jala con Claudia,4956,58
102257102097611,En Informativo,En Informativo,4731,1
133059550071850,Gobierno de Guadalajara,Gobierno de Guadalajara,4628,26
113990284949467,Avance y Progreso,avanceyprogreso.com,4619,58
106190701974081,Real News,Real News,4528,2
1577134115646205,Lupita Murguía,Lupita Murguía,4450,8
245685942538080,VOTA Querétaro,VOTA Querétaro,4331,4
133056480769,Gobierno del Estado de Chihuahua,Gobierno del Estado de Chihuahua,4309,11
101208099535423,Inconformes Incorruptibles,Inconformes Incorruptibles,4301,1
611053902572622,Focus Mx,Focus Mx,4080,2
105179348735917,Gestoría Social para el Bienestar,Luis Felipe Benitez Gomez,4059,1
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,3823,10
380095382467990,Sabemos Chihuahua,Sabemos Chihuahua,3769,13
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,3661,4
231602417391989,Janecarlo Lozano,Karla Paola Ocegueda Mendoza,3573,2
1327748667304965,Carlos Peña Ortiz,Carlos Peña Ortiz,3564,13
837607596288104,Eliseo Fernández Montufar,Community Manager,3532,1
465531963489973,Verónica Delgadillo,Verónica Delgadillo,3475,1
360811057341855,PAN Nuevo León,PAN Nuevo León,3317,7
111820754672338,Rotativo Digital,Rotativo Digital,3270,1
345995382241686,PODER 360,PODER 360,3078,17
113573477135935,Servicio de Administración Tributaria del Estado de Guanajuato,Servicio de Administración Tributaria del Estado de Guanajuato,3028,15
146709175702544,Gobierno de Quintana Roo,ELEMENTAL,3001,3
2080742535476556,"Secretaría de Finanzas, Inversión y Administración","Secretaria de Finanzas, Inversión y Administración",2998,4
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,2996,3
101688279037291,Encapsulados,Encapsulados,2918,1
104683828731442,Diario Capital,Diario Capital,2886,1
1540267016299241,Gobierno de Atizapán de Zaragoza,Gobierno de Atizapán de Zaragoza,2808,60
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,2719,4
147719645344989,Secretaría de Desarrollo Agroalimentario y Rural SDAyR,Secretaría de Desarrollo Agroalimentario y Rural SDAyR,2676,4
269877666449337,Movimiento Ciudadano Jalisco,Movimiento Ciudadano,2624,3
961310490582166,FeliFer Macías,Felipe Macías,2592,2
109634395756375,Save the Children México,Save the Children México,2380,21
180425288675416,Manuel Rodríguez González,Manuel Rodríguez González,2378,8
