Page ID,Page name,Disclaimer,Amount spent (SEK),Number of ads in Library
608975645850217,Vattenfall,Vattenfall Sverige,31123,8
126567104406,Hyresgästföreningen,Hyresgästföreningen,23693,42
151159271594797,Systembolaget,Systembolaget,19758,2
149155351773944,SEB,SEB,17683,2
197334613725511,Act Svenska kyrkan,Act Svenska kyrkan,15561,10
122854408319,Hjärt-Lungfonden,Hjärt-Lungfonden,13298,31
19746853632,Djurens Rätt,Djurens Rätt,12125,2
111630258867610,Röda Korset,Röda Korset,10353,15
382243262003,Plan International Sverige,Plan International Sverige,6981,8
68115370786,Läkare Utan Gränser (MSF),Läkare Utan Gränser/ Médecins sans Frontières (MSF Sweden),6621,30
114262485262083,Konsumentverket,Konsumentverket,6353,7
109886133732943,RESCUE - Sverige,RESCUE - Sverige,6285,3
95735961890,Greenpeace Sverige,Greenpeace Sverige,6165,114
161213770567846,Operation Smile Sverige,Operation Smile Sverige,5855,3
371791194529,Världsnaturfonden WWF,Världsnaturfonden WWF,5597,10
369582590803,Dagens ETC,ETC-tidningarna,5325,34
162985227114132,Skellefteå Kraft,Skellefteå Kraft,4913,4
110723197258182,Sverige inför verkligheten,Sverige inför verkligheten,4758,6
54779960819,United Nations,United Nations with Facebook Ad Credits,4592,2
72659261793,Rädda Barnen,Rädda Barnen,4429,83
8040892957,Socialdemokraterna,Socialdemokraterna,4351,19
90882504375,Svenskt Näringsliv,Svenskt Näringsliv,3893,22
59324455950,UNICEF Sverige,UNICEF Sverige,3605,4
149155351773944,SEB,Skandinaviska Enskilda Banken,3422,3
101341883359561,Matsmart Sverige,Matsmart,3199,15
130927360876045,Tidningen Näringslivet,Tidningen Näringslivet,3192,54
186513678039755,Fortum,Fortum Sverige,3023,15
111912817167925,Samtidigt i Sverige,Aktuellt i Politiken,2783,5
24574889995,Charlie Weimers MEP,Charlie Weimers,2781,2
195379633820701,Svenskt Kött,Svenskt Kött,2484,15
106579105171694,ETC nyhetsmagasin,ETC Media AB,2341,3
127063960674693,Svenska Freds- och Skiljedomsföreningen,Svenska Freds- och Skiljedomsföreningen,2090,7
153270724787,Amnesty International Sverige,Amnesty International Sverige,1892,20
188616781161573,World Animal Protection Sverige,World Animal Protection Sverige,1849,35
116787001729336,Linköpings kommun,Linköpings kommun,1828,2
309657091388,Svenska Lottakåren,Svenska Lottakåren,1803,4
153028052500,Kvinna till Kvinna,Stiftelsen Kvinna till Kvinna,1801,4
576845979156129,Techarenan,Techarenan,1597,4
72832167834,Skattebetalarnas Förening,Skattebetalarnas Förening,1581,44
42676805259,Diakonia,Diakonia,1502,4
236221570038,BRIS: Barnens Rätt I Samhället,BRIS: Barnens Rätt I Samhället,1492,8
18880778360,ActionAid Sweden,ActionAid Sweden,1492,4
109969847586061,Morgon-Tidningen,AIP Media,1468,2
91818886532,We Effect,We Effect,1422,3
351522355766,PMU,PMU Interlife,1224,20
223302541061447,Nema Problema,Nema Problema,1172,18
237146235237,Timbro,Tankesmedjan Timbro,1139,34
175656912484553,Unionen,Unionen,1122,17
109098320518639,Dogoodel.,DoGood EL,1100,6
314872662206,Ekonomifakta,Ekonomifakta,1070,54
296423575695,Afrikagrupperna,Afrikagrupperna,1031,25
111699453757094,Soft Towel Games,These ads ran without a disclaimer,1018,3
276108117859,Svenska Afghanistankommittén,Svenska Afghanistankommittén,1012,35
104928476281245,Ibn Rushd Studieförbund,Ibn Rushd Studieförbund,885,3
103296115466644,Skattenytta,Kommissionen för Skattenytta,857,9
178193355556765,Nordström Assistans AB,Nordström Assistans AB,819,4
266170183550491,Nya Kompisbyrån,Nya Kompisbyrån,774,16
309283471958,Hyresgästföreningen Region Sydost,Hyresgästföreningen Region Sydost,756,26
183512318424647,Magdalena Andersson,Socialdemokraterna,731,3
356032977210,Vi-skogen,Vi-skogen,722,6
1419307421424959,Demokraterna,Demokraterna,716,1
178362315106,European Parliament,European Parliament,661,13
534553447006742,Klimatklubben,Klimatklubben,661,4
153150404966,Moderaterna Skellefteå,Moderaterna Skellefteå,656,3
207890945895422,Jordens Vänner / Friends of the Earth Sweden,Jordens Vänner,640,1
167036616661188,Sverigedemokraterna Malmö,Sverigedemokraterna Malmö,627,1
1531320107133721,Syre,Dagens O2 AB,624,4
643137272398136,Sverige för UNHCR,Sverige för UNHCR,600,3
547965058654664,MyRight - Empowers people with disabilities,MyRight - Empowers people with disabilities,589,6
277541019375317,Jämställdhetsmyndigheten,Jämställdhetsmyndigheten,567,3
