Page ID,Page name,Disclaimer,Amount spent (BAM),Number of ads in Library
332950850203871,Драшко Станивуковић - Draško Stanivuković,Драшко Станивуковић,329,8
111544041335161,Antikorupcija info,Antikorupcija.info,≤100,21
109652028193268,Revizije info,Revizije info,≤100,16
482158128556799,Žurnal magazin,Centar za razvoj medija i analize,≤100,9
162926690478548,Oslobodjenje,Oslobodjenje,≤100,2
1570886583203959,Poslovni portal Capital.ba,Capital Media,≤100,8
628806173978483,CAT Bosna i Hercegovina,CAT Bosna i Hercegovina,≤100,5
109774791831087,Славенко Ристић - лидер Републичке странке Српске,Filip Lučić,≤100,3
1774628536086616,Слободан Јавор-Slobodan Javor,Javor Slobodan,≤100,1
102667249419191,GenChange,Arijana Trle,≤100,3
2401351939921390,Raport.ba,Raport Media Group,≤100,3
124306738411862,InfoRadar,Udruženje za medijski aktivizam (UMA),≤100,1
147315858633088,Istinomjer,Istinomjer,≤100,7
585772551567679,Perspektiva,Perspektiva,≤100,3
110760128594320,Muhamed Hasanović,Muhamed Hasanovic,≤100,3
2148421271917226,Nedim Salihagić,Salihagić Nedim,≤100,5
280082852051508,POINT Conference,CA Why not,≤100,1
1894157260888813,Dr Vlado Đajić - Др Владо Ђајић,Vlado Đajić,≤100,1
968019463291751,Arnel Isak,DEV DOT,≤100,1
709560912457316,Analiziraj.ba,Udruženje Centar za analizu medija i politike,≤100,3
2430163100537312,Spin Info,Spin Media,≤100,4
417853371621843,Mirnes Ajanović,Mirnes Ajanović,≤100,2
747053091978616,Fokus.ba,FOKUS d.o.o. Sarajevo,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
106759774541544,PratimoTendere.ba,Centar za razvoj medija i analize,≤100,2
103088084884704,Fondacija Atelje za društvene promjene - ACT,Fondacija Atelje za društvene promjene - ACT,≤100,1
222968021092962,RTV Slon - Tuzla,RTV SLON,≤100,1
1454304308161318,"Koalicija ""Pod lupom""","Koalicija ""Pod lupom""",≤100,1
222651158602821,Narod i Pravda Novo Sarajevo,Elvedina Vugic,≤100,1
1473660889517303,Irfan Čengić,Irfan Cengic,≤100,1
1043366545682573,Стефан Гаврић - Stefan Gavrić,Стефан Гаврић,≤100,1
104089781069241,infoVeza,"Udruženje građana ""ReStart Srpska""",≤100,1
1569688113329878,Evony - The King's Return,These ads ran without a disclaimer,≤100,1
85069283164,Admir Čavalić,Admir Čavalić,≤100,1
113902691579245,Amer Avdičević,Amer Avdičević,≤100,1
111544041335161,Antikorupcija info,Antikorupcija info,≤100,1
163080080447411,Републичка странка Српске,Filip Lučić,≤100,1
326185650853734,Zukan Helez,OO SDP BiH Bugojno,≤100,1
115721369536,UNICEF Srbija,These ads ran without a disclaimer,≤100,1
100187109256916,Ustajte Diskriminisani,Ustajte Diskriminisani,≤100,1
153063591397681,Amazon Web Services,These ads ran without a disclaimer,≤100,1
105699708610413,The Kyiv Independent,These ads ran without a disclaimer,≤100,1
101749628198714,Promova,These ads ran without a disclaimer,≤100,1
100627069630168,Cecília Martins,These ads ran without a disclaimer,≤100,2
669307523469574,EveryJew,These ads ran without a disclaimer,≤100,3
366107457198874,Rise of Kingdoms,These ads ran without a disclaimer,≤100,1
120498394320803,C301-40,These ads ran without a disclaimer,≤100,2
1603592663238606,Svjedok prošlosti,These ads ran without a disclaimer,≤100,2
102178899406051,balkanbooks,These ads ran without a disclaimer,≤100,1
