Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
2010410822318073,Tvcnewsng,Tvcnewsng,12170,1
120346118099706,BrandPower,BrandPower,5754,1
852370551453606,GARP,These ads ran without a disclaimer,4642,2
176318777806566,hospitalitybusiness_summit,These ads ran without a disclaimer,4343,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,3675,1
102023009327901,Global Compassion Coalition,These ads ran without a disclaimer,3256,1
660685641036325,Sandeco Group,Sandeco Group,2112,2
413600322371220,IVORY Homes & Estates,These ads ran without a disclaimer,2071,1
128728490537179,Senator Asuquo Ekpenyong,Senator Asuquo Ekpenyong,1897,1
111180371693748,Rt.Hon Peter Odey - Cross River State Deputy Governor,Rt.Hon Peter Odey - Cross River State Deputy Governor,1880,1
913242715449176,Prophet Ekong Ituen Ministries,Prophet Ekong Ituen Ministries,1553,2
103018869332378,BantuPage,BantuPage,1527,3
114658561562139,Impact TV 24 online TV,Impact TV 24 online TV,1475,2
104391618995614,Nwachukwu Anthony Anakwenze,Nwachukwu Anthony Anakwenze,1419,5
1653319091616796,Odia A Ogbebor Political Movement,Odia A Ogbebor Political Movement,1344,2
105489875893756,Eagle Badger Consulting,Eagle Badger Consulting,1160,2
104679584528987,Flourish,Flourish,998,1
111353874017544,Mukhail Adetokunbo Abiru,Mukhail Adetokunbo Abiru,930,1
109510567200940,Victor Lawrence Lual,These ads ran without a disclaimer,930,1
102728932651350,GTPro Africa,GTPro Africa,885,2
1564358537188482,Dr Betta Edu,Dr Betta Edu,870,1
112015191108359,Inside Port Harcourt,Inside Port Harcourt,857,2
104238252286926,Nwankwo Promise Chibuzo,Nwankwo Promise Chibuzo,829,2
110338541289138,AHMED ALIYU Sokoto TV,AHMED ALIYU Sokoto TV,819,2
297904423657616,The ICIR,The ICIR,777,2
102169824695398,Rero TV,Rero TV,736,2
108217010644446,Oku Ozieoghene Victory,Oku Ozieoghene Victory,653,2
371190863735789,Closer TV Online,Closer TV Online,578,1
107420685523722,Bridal Hairstylist in LAGOS,These ads ran without a disclaimer,572,1
558391344211868,Prof Benjamin Ogele Okaba,These ads ran without a disclaimer,553,1
973327166054173,Sapele TV,Sapele TV,517,1
686199718499732,Donprosper's Graphics/Printz,These ads ran without a disclaimer,515,1
104576632565512,K-Move,K-Move,513,1
109450211203581,A Senator For All,A Senator For All,490,1
103004258030272,Imoh Inyangette,Imoh Inyangette,489,1
100202924924063,Page 36,Page 36,470,4
258237094650339,Voice Of More,Voice Of More,465,3
114983640239484,Maris Clozet,These ads ran without a disclaimer,463,1
953273231388226,The Hon. Dr. Monique Lynch,These ads ran without a disclaimer,451,1
1813961455356524,Sen. Lawrence Ewhrudjakpo,Sen. Lawrence Ewhrudjakpo,441,2
118420731234931,Prince Adewale Egbedun,Ril Stories,430,1
101149325455713,SOW #tari,These ads ran without a disclaimer,251,1
119723736100630,Ala - Delight Publicity Services,Ala - Delight Publicity Services,249,2
103058636171736,Musa Adam Na'ibi,These ads ran without a disclaimer,200,1
109944908440606,Jabir Maihanci,Jabir Maihanci,184,1
111679135294166,Honourable Olayinka Omikunle,These ads ran without a disclaimer,149,1
147075079274381,The Living Message,These ads ran without a disclaimer,117,1
104242659312679,Ejimaco Chuks,These ads ran without a disclaimer,≤100,1
111679394767549,المشروع القومي لمشتقات البلازما,These ads ran without a disclaimer,≤100,1
104414292240586,H.E. USMAN Mamman Durkwa,H.E. USMAN Mamman Durkwa,≤100,1
117352551390847,DQS: SEAT of POWER,These ads ran without a disclaimer,≤100,1
101837288924546,Muslimi,These ads ran without a disclaimer,≤100,1
100280859393198,Jinchuan Group,These ads ran without a disclaimer,≤100,1
147710335240518,Eindhovens Dagblad,These ads ran without a disclaimer,≤100,1
672707949820250,Labbaik VR,These ads ran without a disclaimer,≤100,1
113864178277471,Eco Mindset,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
104124002699691,The Daily Buzz,These ads ran without a disclaimer,≤100,1
110081554073902,Fellynews tv,These ads ran without a disclaimer,≤100,1
416731498371213,Saved To Serve,These ads ran without a disclaimer,≤100,1
553737021364990,The Nation's Christ-based Leader/Healing & Wholeness,These ads ran without a disclaimer,≤100,1
606117676714191,Yoyoasema,These ads ran without a disclaimer,≤100,1
185493391582679,Anthony Muiruri - Author/Speaker,These ads ran without a disclaimer,≤100,1
