Page ID,Page name,Disclaimer,Amount spent (ARS),Number of ads in Library
2339859699626643,Hacemos Unidos por Córdoba,Hacemos Unidos por Córdoba,1659735,71
101481752980291,Derecho al Futuro,Derecho al Futuro,550796,18
301506776559902,Gobierno de Córdoba,Gobierno de Córdoba,545774,46
110079031997390,Con Larreta,Con Larreta,474004,114
120110414388057,Santa Fe Puede,Santa Fe Puede,367206,15
113686738612,Gobierno de la Ciudad de Buenos Aires,Gobierno de la Ciudad de Buenos Aires,350496,5
113923401326706,El país ya,El país ya,305798,3
103107652819753,Elijo Hacer,Elijo Hacer Santa Fe,289050,34
174545086044880,Gobierno de Santa Fe,Brote AD S.A.,280904,19
106851377838588,Justicia Córdoba,Justicia Córdoba,229815,13
100975902971250,La Libertad Avanza en San Juan,La Libertad Avanza en San Juan,224397,10
110568602036048,Córdoba La Número 1,Córdoba La Número 1,196094,57
175844725888213,Alejandro Bodart,MST Movimiento Socialista de los Trabajadores,183537,4
138406616275954,Marcelo Orrego,Producción y Trabajo,165638,4
57718951374,Jorge Macri,Jorge Macri,151597,20
104377591978898,Compacto Córdoba,Compacto Córdoba,150830,5
110890318187982,Escucharte Santa Fe,Escucharte Santa Fe,136628,102
233792609964941,Municipio de Esteban Echeverría,Municipio de Esteban Echeverría,133921,9
391359140978849,Carolina Losada,Carolina Losada,124214,7
104638339157414,Partido Demócrata de  Córdoba Oficial,Partido Demócrata de Córdoba,114973,3
106533425114042,Córdoba al reves,Córdoba al Revés,111462,3
943568688999180,Carlos Massei,Carlos Massei,110562,49
369199359904207,Municipalidad de Tres de Febrero,Municipalidad de Tres de Febrero,108709,68
120527421023470,Despierta Chubut,Despierta Chubut,102230,20
1538001533133129,Formosa tu Ciudad,Formosa tu Ciudad,101447,24
181701801980107,Daniel Passerini,Daniel Passerini,91140,9
72669217467,Vilma Ripoll,MST Movimiento Socialista de los Trabajadores,88745,3
305983009493637,Leonardo Grosso,Leonardo Grosso,87382,3
796480967084066,Cele Fierro,MST Movimiento Socialista de los Trabajadores,85258,4
104754869652010,Antonio Bonfatti,Antonio Bonfatti,83793,8
259111760849274,Federico Angelini,Juntos por el Cambio,81129,12
191138187655299,Municipalidad de Quilmes,Municipalidad de Quilmes,77240,53
101023709706410,Soñemos en Grande,Soñemos en Grande,74313,8
114463848334749,MTVirtual,Martín Tetaz Virtual,70088,5
1470809306572155,Armando Luis Gay,Armando Luis Gay,68524,59
103088924366000,Noticias d,Noticias d,65259,233
572672609527991,Ramiro Fernández Patri,Ramiro Fernández Patri,63289,19
465558466800210,Maxi Pullaro,Juntos por el Cambio Evolución,62827,15
958750317533178,Manuela Castañeira,Nuevo MAS,59075,16
2096655023703432,Gaston Mazzalay,Gaston Mazzalay,53256,44
147255748694051,Fernando Espinoza,Municipio de La Matanza,52418,8
1466119057008930,Fundación IDEAR Córdoba.,Fundación IDEAR Córdoba.,51605,1
1383679141758544,Total República,Total República,51293,33
119701434467367,La Fuerza de Rosario,La Fuerza de Rosario,50857,5
805670376206651,Ramón Lanús,Ramón Lanús,50413,8
367089004808,Amnistía Internacional Argentina,Amnistía Internacional Argentina,48998,42
1726365124243504,Clara García,Clara Garcia,44705,9
433121786844720,Mauricio Mariani,Mauricio Mariani,43893,31
162975431069266,Lucas Aparicio,Lucas Aparicio,42654,7
1662250880709156,Lanús Municipio,Lanús Municipio,38222,3
604770309648894,José Lepere,José Lepere,37644,1
538102329855028,Juntos por el Cambio San Francisco,Juntos por el Cambio San Francisco,37367,13
123829554368503,Sebastián García Díaz,Sebastián García Díaz,36947,5
111098971973298,Sebastian Abella Intendente,Sebastian Abella Intendente,35644,4
130929705668,Municipalidad de Córdoba,Municipalidad de Córdoba,35633,2
171330806277312,Diego Santilli,Instituto República,35476,97
304859109656812,Octavio Crivaro,Frente de Izquierda,35277,17
111820326875743,Carina Torres,Carina Torres,34440,24
1541663639410402,Peta Bernarte,Peta Bernarte,34165,15
104782484202318,Medio Buenos Aires,Medio Buenos Aires,33476,7
455934264436675,Rogelio Frigerio,Organización ERA,33239,15
1418780111682690,Marcos Cleri,Marcos Cleri,32159,42
107590944370114,Voz de Santa Fe,www.vozdesantafe.com.ar,31720,4
112200072188893,Eduardo Cáceres,Eduardo Cáceres,31334,6
2325130437811961,Primero Río,Primero Río,31074,33
102810666178100,Coco Bascolo,Reconquista PUEDE,30285,3
525334380868858,Martín Lousteau,Fundación Moises Lebensohn,30212,13
622853724492420,Federico Otermín,Frente de Todos Lomas,29061,1
114163574254864,Fabio Ponce,Fabio Ponce,28744,16
104147274759706,Periodismo de Izquierda,Periodismo de Izquierda,28484,9
1576976629211448,Paco Garibaldi,Paco Garibaldi,28105,11
849525488463796,Daniel Kieffer,Daniel Kieffer,27735,34
2257336131186551,Noticias HOY,Gaceta Bonaerense,26814,2
