Page ID,Page name,Disclaimer,Amount spent (PLN),Number of ads in Library
107758219306090,OLX Polska,OLX Polska,4963,12
314299585704,PAT&RUB,Ecoidea Sp z oo Sp.k.,4368,9
63563473556,Gazeta Wyborcza,Gazeta Wyborcza,2532,23
654912251187357,Grupa PGE,Grupa PGE,1847,2
57544755889,Amnesty International Polska,Amnesty International Polska,1818,44
196334343778888,Polskie Centrum Pomocy Międzynarodowej (PCPM),PCPM with Facebook ad credits,1549,22
339855706171439,Dobra Fabryka,Dobra Fabryka,1203,21
178362315106,European Parliament,European Parliament,1036,5
469702339755768,Paweł Tanajno Polska Liberalna Strajk Przedsiębiorców,Iam4u.pl,851,114
228168274881,wysokieobcasy,wysokieobcasy,799,10
111465470197991,Mateusz Morawiecki,Mateusz Morawiecki,629,15
95661128574,Radio ESKA,Radio ESKA,604,1
513969188677442,Compassion Polska,Compassion Polska,578,13
1227194230675141,Pratia,Pratia SA,558,13
426784938154184,PrzyjacieleZwierzat.pl,PrzyjacieleZwierzat.pl,538,8
228366267271894,Warsaw Enterprise Institute,Fundacja Warsaw Enterprise Institute,538,7
102792325966064,Kopalnia kitu,Kopalnia Kitu (DoubleD Marketing),515,15
520444618035778,Grupa EPL w Parlamencie Europejskim,EPP Group in the European Parliament,505,2
1683534065241470,OKO.press,OKO.press,486,15
273827962690526,Otwarte Klatki,Otwarte Klatki,485,6
178415208919146,Solidarna Polska,Solidarna Polska,484,5
393084100793680,Wiedza i Praktyka,Wiedza i Praktyka,478,7
108301418501661,Odszkodowania Za Represje 1944-1989,Łukasz Świątek,454,9
406758116099067,Fundacja Kasisi,Fundacja Kasisi,385,2
104884392877324,Alivia,Alivia - Fundacja Onkologiczna,361,9
295161506338,AKADEMIA PRZYSZŁOŚCI,Stowarzyszenie Wiosna,353,20
54779960819,United Nations,United Nations with Facebook Ad Credits,350,9
113143203693,Santander Bank Polska,Santander Bank Polska,345,5
475584852475176,Pozytron,Bartłomiej Jan Ginter,336,13
50063176484,TVN24,TVN,280,14
108567461681538,"Polska Katolicka, nie Laicka",Fundacja Instytut Edukacji Społecznej i Religijnej im. Ks. Piotra Skargi,259,1
1740278852851787,Femibion,These ads ran without a disclaimer,258,1
405824882955092,Mazowieckie,Urząd Marszałkowski Województwa Mazowieckiego w Warszawie,252,2
851597268265842,Telewizja Kopernik,TELEWIZJA KOPERNIK,248,25
100302862419697,"Wielkopolska, tej",UMWW,234,4
1581518611867021,Zbigniew Ziobro,Zbigniew Ziobro,224,2
100849001288749,Zbigniew Ziejewski,Zbigniew Ziejewski,219,1
173086948664,Infor.pl,Infor.pl,218,16
312204349288060,Mariusz Gosek,Mariusz Gosek,212,8
109218848183780,Marek Woźniak,UMWW,211,6
106708966025605,Wydawnictwo W.A.B.,Grupa Wydawnicza Foksal,206,5
180185019111,Tygodnik Powszechny,Tygodnik Powszechny,205,15
198196133533089,Polska Misja Medyczna / Polish Medical Mission,Polska Misja Medyczna / Polish Medical Mission,194,16
142218132483199,Kasa Stefczyka,Kasa Stefczyka,181,4
1725148494424834,Urząd Marszałkowski Województwa Wielkopolskiego,Urząd Marszałkowski Województwa Wielkopolskiego,181,25
159372977456756,Fundusze Europejskie dla Lubelskiego,Euvic Media,160,10
160341610647590,Łukasz Gibała,Kraków dla Mieszkańców,159,4
157255317751718,Kancelaria Mentzen,Kancelaria Mentzen,158,16
300745193630,Fundacja Pro - Prawo do Życia,Fundacja Pro - Prawo do Życia,151,6
157458232131,Prawo i Sprawiedliwość,Prawo i Sprawiedliwość,149,8
133482470024453,Newsweek Polska,Newsweek Polska,146,4
109649700417909,Piotr Sak,Poseł na Sejm RP Piotr Sak,144,3
104921858016507,Dzień Dobry Podatki,Michał Wilk,141,8
107265068092174,Onet Premium,Ringier Axel Springer Polska,136,2
104061062331637,Pałac Saski,Pałac Saski Sp. z o.o.,133,3
376660699164364,Rafał Komarewicz - Przewodniczący Rady Miasta Krakowa,Rafał Paweł Komarewicz,131,4
1465965073732774,Łukasz Kohut,Łukasz Kohut,128,1
414661185386206,Bezpartyjny Wrocław,Stowarzyszenie Bezpartyjny Wrocław,124,1
999568213449974,"Niezależni PV - Fotowoltaika dla domu, firmy i rolnictwa",Łukasz Zbigniew Czerwiński,112,15
371981706755861,Kierunek na EKO,OS3 Sp. z o. o.,108,4
102759805294356,Dariusz Matecki - Radny Miasta Szczecin,Dariusz Matecki Radny Miasta Szczecin,107,4
104341728185251,Paszporty Polityki,Polityka Sp. z .o.o. SKA,107,12
100626195871591,Mateusz Wagemann - Wicewojewoda Zachodniopomorski,Mateusz Wagemann,101,2
1381575975475340,EduAkcja - szkolenia dla nauczycieli,EduAkcja sp. z o.o.,≤100,1
427646927347438,A4 Katowice - Kraków,Stalexport Autostrada Małopolska S.A.,≤100,4
2320275388297228,Marcin Romanowski,Marcin Romanowski,≤100,1
163064650412661,Teatr Powszechny w Łodzi,Teatr Powszechny w Łodzi,≤100,5
114453729684,gazetaprawna.pl,gazetaprawna.pl,≤100,8
230415296997772,bydgoszcz.pl,bydgoszcz.pl,≤100,1
662892093824152,Fundacja Małych Stópek,Fundacja Małych Stópek,≤100,9
1496359750659795,Michał Wójcik,Michał Wójcik,≤100,2
505864632777215,Tygodnik Lisickiego,Orle Pióro sp. z o.o.,≤100,3
140754135942752,Fundacja Court Watch Polska,Fundacja Court Watch Polska,≤100,3
108020281494886,Assay Group,Assay Management Sp. z o.o.,≤100,1
130752780291804,Fundacja Geremka,"Fundacja ""Centrum im. prof. Bronisława Geremka""",≤100,3
202813996476257,Podlaski.info,Tygodnik Podlaski,≤100,3
2172545952996434,Inicjatywa Ziemia Pyrzycka,Remigiusz Pajor-Kubicki,≤100,6
114265080356649,EuroKlima - Energy,EuroKlima Energy,≤100,1
137358556439286,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,Ośrodek Monitorowania Zachowań Rasistowskich i Ksenofobicznych,≤100,9
100600111478700,Nowa Energia Dla Łodzi,VEOLIA NOWA ENERGIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,≤100,4
145481822175715,Otodom,Grupa OLX sp. z o.o.,≤100,1
312816688890250,Dariusz Matecki,Dariusz Matecki Radny Miasta Szczecin,≤100,1
