Page ID,Page name,Disclaimer,Amount spent (MYR),Number of ads in Library
168151513217686,Maybank,These ads ran without a disclaimer,663,2
200480966638039,Supremacy 1914,These ads ran without a disclaimer,433,2
102136629894327,Greenpeace Malaysia,Greenpeace Malaysia Sdn Bhd,430,11
108562495293165,Energy Asia,Energy Asia,417,28
214066990599,Berita Harian Online,Berita Harian Online,296,2
221159141657466,Newswav,Newswav - Malaysia Latest News,196,30
87363369882,Sinar Harian,Sinar Harian,187,3
27588322041,BFM Radio - The Business Station,BFM Radio - The Business Station,128,8
103627275288286,Lumi News Malaysia,These ads ran without a disclaimer,110,2
100345532977273,Tiada Janji Lihat Bukti,Tiada Janji Lihat Bukti,≤100,1
654227084641097,Datuk Dr. Zulkifli Mohamad al-Bakri,Datuk Dr. Zulkifli Mohamad al-Bakri,≤100,1
331730317215791,Pusat Khidmat Masyarakat DUN Murum,Kennedy Chukpai Ugon,≤100,6
236551736390444,Pusat Khidmat DUN Bunut Payong,Pusat Khidmat DUN Bunut Payong,≤100,1
343347583411734,歡樂大東家,These ads ran without a disclaimer,≤100,1
40949157713,JUICE Malaysia,JUICE Malaysia,≤100,5
293098370815536,Mohd Rafiq Naizamohideen,Mohd Rafiq Bin Naizamohideen,≤100,1
490728928001480,ORANGKATA,ORANGKATA,≤100,4
354896311587628,動區動趨 BlockTempo - 由社群而生的區塊鏈媒體 - Media for Blockchain,These ads ran without a disclaimer,≤100,1
230445633883,Jabatan Penerangan Malaysia,Jabatan Penerangan Malaysia,≤100,3
242624549154600,Wong Kah Woh,DAP Taiping,≤100,1
154323714767959,Lemang King95,Lemang King95,≤100,1
146266554243856,Dr R. Siva Prakash,Siva Prakash Ramasamy,≤100,1
330885857330992,Delleven Travel Network,These ads ran without a disclaimer,≤100,1
103024834682583,Michael Kong Feng Nian 江峰年,Michael Kong Feng Nian,≤100,1
102624388823093,MUDA Shah Alam,Jonathan Luke Ambrose A/L George Ignatius,≤100,1
106705804357319,Bluetti Global,These ads ran without a disclaimer,≤100,1
101028385846632,Ustaz Hakimi,Ustaz Hakimi,≤100,1
358542405000055,LDP Central Youth Movement,LDP Central Youth Movement,≤100,1
401340596873929,The True Net,Yoke Har Ng,≤100,3
1848805912052685,Rileklah.com,Rileklah.com,≤100,1
103453738140049,Asia Pacific Investment Bank,Asia Pacific Investment Bank,≤100,1
200004144237242,IOI Lifestyle,These ads ran without a disclaimer,≤100,1
115171541190335,Syed Ahmad Altimet Keadilan Cabang Ampang,Syed Ahmad Altimet Keadilan Cabang Ampang,≤100,2
101039798654792,Pusat Khidmat Rakyat Parlimen Sungai Buloh,Pusat Khidmat Rakyat Parlimen Sungai Buloh,≤100,2
112336508109050,MIC Sri Taman TSV Army,These ads ran without a disclaimer,≤100,1
164492150267814,Dewan Muslimat PAS Melaka,Dewan Muslimat PAS Melaka,≤100,1
418111285431277,Pusat Khidmat Rakyat Ahli Parlimen Kuala Selangor,Ahmad Fauzi Bin Badron,≤100,1
539116836190262,Bandar Utama Buddhist Society,Bandar Utama Buddhist Society,≤100,1
128808007129722,Elizabeth Wong,Elizabeth Wong,≤100,1
105095057904484,William Leong 梁自坚,Swee Sheun Lee,≤100,1
1772535526329042,Friends Of Selangor,Friends Of Selangor,≤100,1
337799410032578,Zahir Hassan,Mundzir Bin Zahir,≤100,1
108181462207608,Ummi Rose Bz II,These ads ran without a disclaimer,≤100,1
524923837546004,Simon Ooi Tze Min,parti keadilan rakyat,≤100,1
302289583485368,Chua Wei Kiat,PARTI KEADILAN RAKYAT CABANG SELAYANG,≤100,1
1842657632659388,Baljit Singh,Baljit Singh,≤100,1
134750209898122,Chang Lih Kang,Parti Keadilan Rakyat,≤100,1
1904098872958241,Air Cooler Sales & Rental Service Malaysia,These ads ran without a disclaimer,≤100,1
511561258941414,Bong Jenn Fonng 黄振峰,Bong Jenn Fonng,≤100,1
107382207626058,R.Yuneswaran,Yuneswaran A/L Ramaraj,≤100,1
144912392365553,Dato' Ahmad Yakob,Dato' Ahmad Yakob,≤100,1
103710205958534,KITA - Sabah Celebrating Diversity,These ads ran without a disclaimer,≤100,1
151808344940167,Jevpic Productions,These ads ran without a disclaimer,≤100,1
192844937480061,The Third Pole,These ads ran without a disclaimer,≤100,1
117039841320523,Big Pink Youth Dialogue,These ads ran without a disclaimer,≤100,1
120723247667046,Rishi Budhathoki Nrn,These ads ran without a disclaimer,≤100,1
110993941170214,ChidoBook,These ads ran without a disclaimer,≤100,1
129857820367957,Global Finance Magazine,These ads ran without a disclaimer,≤100,1
110980888642151,Twibbon April,These ads ran without a disclaimer,≤100,2
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
104922675429516,Merge Cooking:Theme Restaurant,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
105963665254430,魅力台州 Charm of Taizhou,These ads ran without a disclaimer,≤100,1
216741958412414,Avon Worldwide,These ads ran without a disclaimer,≤100,1
138756620064262,Fanack.com of the Middle East and North Africa,These ads ran without a disclaimer,≤100,1
142914269087072,Cornell Lab of Ornithology,These ads ran without a disclaimer,≤100,1
