Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
547821942058909,Pilipinas Today,WFPH,10205,68
109322002065194,EKIS,EKIS,9698,21
325780477966356,Geo 24/7,Energy Development Corporation,7915,29
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,6278,3
265779500134955,SM Supermalls,SM Supermalls,6065,11
100770729339080,Cong. Wilbert T. Lee,Cong. Wilbert T. Lee,6027,26
335569904541261,Samahan ng mga Traydor at Lokohan,Samahan ng mga Traydor at Lokohan,5818,1
185633641527060,Toby Tiangco,Toby Tiangco,5409,10
1566478310240623,Francis Tolentino,Francis Tolentino PH,4246,30
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",3961,3
223618785182273,Pilipinas,WFPH,3246,21
269175894020945,Pilipinas Today,WFPH,2849,15
216728172211793,GO Na Tayo,GO Na Tayo,2781,1
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2499,1
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,2386,5
1485006188181879,WES Gatchalian,WES Gatchalian,2283,2
100170811672425,Pilipinas Today Kyusi,WFPH,2026,11
555503991321280,Geraldine Roman,Sulong Pilipinas,1992,3
100305568984268,EdukNaman,Philippine Business for Education Inc.,1649,5
438159769566830,EDC BINHI,EDC BINHI,1606,6
701517253228758,DOSTv,DOSTv,1594,3
162414077101948,JV Ejercito,"JV Para sa Bayan Movement, Inc.",1570,1
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,1531,2
118263363420286,Pilipinas Today Ilocos,WFPH,1521,13
494887807297979,Cocolife,Cocolife,1507,2
315452865504416,ChildFund Philippines,ChildFund Philippines,1412,2
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1402,2
546388532235263,Duterte Youth Party-list,Duterte Youth Party-list,1372,1
248113532485940,Alexie B. Tutor,Alexie B. Tutor,1368,2
374004705980904,Philippine Business for Education,Philippine Business for Education,1339,4
121843141182573,Ayala Corporation,Ayala Corporation,1315,1
100562967966954,Filipinas Radyo AM,WFPH,1308,12
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1302,6
112952897079549,Energy Development Corporation,Energy Development Corporation,1301,6
2147575852160385,Congresswoman Ann Matibag,Congresswoman Ann Matibag,1283,5
150218985056317,Senator Koko Pimentel,Friends of Senator Koko Pimentel,1218,1
105604828846674,Rose Lin,Friends of Rose Lin,1187,6
505887912898325,Positive Energy,Energy Development Corporation,1154,3
389309271851098,Pinoy Builders,"PurpleBug, Inc.",1142,10
102965912000814,Congressman Hori Horibata,Congressman Hori Horibata,1141,1
176725369945441,Pilipinas Today,The World Tonight,1128,8
257830240980106,Ronnie Dadivas,Roxas City United,1062,4
105929115643626,Caroline Tanchay,Caroline Tanchay,1039,8
101911131623327,Atorni Mike,Atorni Mike,1032,1
156752721080952,Sonny Angara,Sonny Angara,1015,1
227733163959394,Stargate PeopleAsia,Stargate PeopleAsia,1000,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,986,5
1332938170076882,Tatak QC,Polsure,908,3
103751355997012,Optum Philippines,Optum Philippines,894,1
100668628818013,Bim Ignacio,Bim Ignacio,880,2
101178932348592,Office of the Municipal Mayor - Atty. Philip A. Dacayo,Office of the Municipal Mayor - Atty. Philip A. Dacayo,860,5
112512037866969,BM Ric Ric Dy Olegario,BM Ric Ric Dy Olegario,831,2
537843086665379,City Inquirer,City Inquirer,800,4
126919387470670,Rufus B. Rodriguez,Rufus B. Rodriguez,780,4
185986004827409,UNFPA Philippines,PLCPD,760,6
495629064258114,Lolita Karen Javier,Lolita Karen Javier,751,1
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr","Teodorico ""Nonong"" T Haresco, Jr",723,8
102886345339673,Ben Patron,Ben Patron,603,1
228700014146287,Filipinas Bisaya,Filipinas Bisaya,597,7
388689438381348,Mike Defensor,The Mike Defensor Organization,594,3
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,592,2
629488444347803,Mayor Allan De Leon,Mayor Allan De Leon,553,2
104988244674974,Mobility Awards,The Climate Reality Project Philippines,551,5
