Page ID,Page name,Disclaimer,Amount spent (ZAR),Number of ads in Library
187645864452,Vryheidsfront Plus / Freedom Front Plus,Vryheidsfront Plus / Freedom Front Plus,3804,11
1534982756793690,Foodvisor,These ads ran without a disclaimer,2196,5
740116816003959,Western Cape Government,Western Cape Government,2178,18
133307190069756,Amnesty International South Africa,Amnesty International South Africa,1100,4
136956534616,Times LIVE,TimesLIVE,1034,22
107681864296588,Western Cape Gambling and Racing Board,Western Cape Gambling and Racing Board,1005,6
57206003848,Greenpeace Africa,Greenpeace Africa,984,1
109374997915302,Mayor Geordin Hill-Lewis,Mayor Geordin Hill-Lewis,912,5
178713262328364,DA KZN,Democratic Alliance,712,3
116657351312927,Pledge To Vote SA,Pledge to Vote,489,14
1742410059361710,AwakeMzansi,Awake Mzansi,406,1
2145594122138312,Action Society,Action Society,405,4
6011868110,Democratic Alliance,Democratic Alliance,403,1
114506216924214,Centre For Risk Analysis,Centre For Risk Analysis,373,5
107169379305548,TLU SA,TLU SA,304,5
225941290782035,Parliament of the Republic of South Africa,Parliament of the Republic of South Africa,300,1
106172744063430,The Daily Friend,The Daily Friend,247,16
100445789444317,DA EC Legislature,Democratic Alliance,233,2
103278761413963,Empowering SA,Empowering SA,215,3
105758608971668,Free Speech Union South Africa,Free Speech Union South Africa,180,6
1019691118063870,Traverse Le Goff MP,Traverse Le Goff MP,177,2
100827405690611,Midvaal Mayor Peter Teixeira,Midvaal Local Municipality,165,2
181204251979581,NEASA,National Employers' Association of South Africa,137,2
379138726819,ACDP,African Christian Democratic Party,135,1
182843381896565,Democratic Alliance Northern Cape,Democratic Alliance,132,1
446648162438519,Thisisacumen,Acumen Media Management,≤100,1
858175014372321,VF Plus - Limpopo,Vryheidsfront Plus / Freedom Front Plus,≤100,1
614441158766955,Vote Dr Sipho P. Malapane 2024,Sipho Pienaar Malapane,≤100,4
2215254718532346,Democratic Alliance - Northern Areas,Democratic Alliance,≤100,1
1613030308842801,Democratic Alliance Western Cape,Democratic Alliance,≤100,1
123971017684407,HeraldLIVE - Nelson Mandela Bay,HeraldLIVE,≤100,2
104692291218239,DA Free State Future Leaders Programme,Democratic Alliance Free State,≤100,1
115495645204719,Whale Coast FM,John Mathew,≤100,1
354709835163955,DA Matjhabeng,Democratic Alliance Free State,≤100,1
102516258668317,Siza Water,Fahim N Farzanah Dawood,≤100,1
109136451414156,Educate Don't Indoctrinate,Educate Don't Indocrinate,≤100,5
134187920103120,Dr. J. Reid (Neurologist),Johan Reid,≤100,1
597918073626793,Democratic Alliance Free State,Democratic Alliance Free State,≤100,3
1408620202688442,DA Mosselbaai Wyk 8,"Coetzee, Lodewyk Juan",≤100,1
151042501616806,African National Congress - Northern Cape Province,African National Congress - Northern Cape Province,≤100,2
189966797754883,Accountability Now - Ifaisa,Accountability Now,≤100,1
217696894929887,FW de Klerk Foundation,FW de Klerk Foundation,≤100,2
108373474911757,Cederberg Eerste Gemeenskapsorganisasie,Cederberg Eerste Gemeenskapsorganisasie,≤100,1
936419253051840,NORTH WEST Provincial Government,These ads ran without a disclaimer,≤100,1
113054503409847,Réseau des Femmes Leaders pour le Développement - RFLD,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
460832667344831,Buchis Travels,These ads ran without a disclaimer,≤100,1
229204470946342,Voertaal,These ads ran without a disclaimer,≤100,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,2
239295866437866,Eagle Natural Resources,These ads ran without a disclaimer,≤100,1
1570967143115767,Faith In His Blood . Org,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
134571176638205,One Tree Planted,These ads ran without a disclaimer,≤100,14
101879255783080,reginafug,These ads ran without a disclaimer,≤100,1
107624024769383,jerrymcgrath,These ads ran without a disclaimer,≤100,1
111009421470153,machadoh7,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
102303134507801,Ocean Purpose Project,These ads ran without a disclaimer,≤100,1
107303168879177,therealafricandiary,These ads ran without a disclaimer,≤100,1
103607555996001,j_deniro,These ads ran without a disclaimer,≤100,1
106827194681183,Africa Equity Media,These ads ran without a disclaimer,≤100,2
