Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
360579527982726,מחאת הגלימות השחורות,מחאת הגלימות השחורות,17420,2
102668075081968,"Фонд премии ""Генезис""","Фонд премии ""Генезис""",2970,2
206692749419285,עיריית ראשון לציון,Debby&Ron LTD,2856,17
197116387064211,משרד התרבות והספורט,משרד התרבות והספורט,1303,1
106021541456343,קארן טל - Karen Tal,קארן טל - Karen Tal,1283,3
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",1183,8
204780362875106,מקור ראשון,מקור ראשון,1118,104
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",1069,48
104743111658191,Ron Ben Shushan,רון בן שושן,870,3
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,690,8
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,618,51
266097474067652,בני גנץ - Benny Gantz,מפלגת כחול לבן,601,1
311608178901833,الجمعية الإسلامية لإغاثة الأيتام والمحتاجين,Amjd Hamdan,574,8
1073548259341247,לובי 99,לובי 99,566,3
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,525,8
977353718949028,מיקי זוהר-  Micki Zohar,ח״כ מיקי זוהר  Micki Zohar,523,1
57400032655,קבלה לעם,"בני ברוך קבלה לעם ע""ר",520,14
558702227875758,רוני רימון,רוני רימון,519,1
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,515,6
1546772755634761,עמותת  מִפרקים צעירים - Mifrakim Tzeirim association,עמותת מפרקים צעירים,476,23
161648040544835,יצחק הרצוג - Isaac Herzog,יצחק הרצוג - Isaac Herzog,454,4
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,453,5
252249218636564,אג'יק أجيك Ajeec Nisped,אג'יק أجيك Ajeec Nisped,422,3
361464970647064,זהר בלום,זהר בלום,416,1
107698738576280,Sowtna,Unik,408,1
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,396,13
129709433742187,Shalem College - המרכז האקדמי שלם,Shalem College - המרכז האקדמי שלם,395,9
604890186681585,מור ויצמן,Mor Weitzman,386,1
102371638090830,רדיקל,רדיקל - בית לרעיונות,366,4
174138752627879,עצומה,עצומה,365,3
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,364,4
849824028408565,תנועת אם תרצו,תנועת אם תרצו,350,1
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,341,2
107110828789769,רוני בריק,רוני בריק,335,1
109523830757998,דמוקרטtv,דרכנו,328,1
100301088671913,Tal Hershkovitz,Tal Hershkovitz,322,1
356859544473040,קירות שקופים,רועי שפרניק,309,3
159416337497662,Nir Barkat - ניר ברקת,Nir Barkat - ניר ברקת,308,1
213801788683219,עיריית ראש העין,עיריית ראש העין,305,2
158195257562237,מיכאל לייטמן,"בני ברוך קבלה לעם ע""ר",298,12
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,294,4
108787681841168,רישיון נשק בקליק,Michael Michel Levi,293,2
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,270,4
676336439165235,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,225,6
1197610913585169,אורנה ברביבאי - Orna Barbivay,אורנה ברביבאי - Orna Barbivay,225,3
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,224,2
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",222,8
2087629251480875,רונן מרלי - Ronen Marelly,רונן מרלי - Ronen Marelly,222,1
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,218,1
325048350950892,רמי גרינברג,עיריית פתח תקוה,218,4
155300937864628,המרכז להעצמת האזרח,המרכז להעצמת האזרח,202,2
256546887847232,עיריית רמת גן,עיריית רמת גן,196,2
137449656335533,Amnesty International Israel,Amnesty International Israel,194,13
2051373538305014,"קרן שח""ף","קרן שח""ף",193,3
114630296604026,"Davar - Workers, Society and Economy in Israel",דבר העובדים בארץ ישראל,171,4
147314178787332,אלי יריב - Eli Yariv,אלי יריב,166,2
468634849844348,עיריית אור יהודה,עיריית אור יהודה,160,2
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,157,6
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,155,3
670447859788515,יניב דרי - מחוברים לתושב,Yaniv Derry,155,3
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,155,1
212508465430143,מען ארגון עובדים  معًا - نقابة عمالية MAAN Workers Association,WAC-MAAN,154,3
