Page ID,Page name,Disclaimer,Amount spent (BOB),Number of ads in Library
130336323685885,Gobernación de Santa Cruz,Gobernación de Santa Cruz,629,1
964080723662055,Carlos Subirana Responde,Editorial CSS,339,3
110555990500784,Ingvar Ellefsen - Diputado,Ingvar Ellefsen,120,1
279677395908479,Virginio Lema Trigo,Walter Agustin Zambrana Arze,104,1
106403237850347,Goberna Bolivia,Goberna,≤100,4
103466912684381,Reforma Judicial SCZ,JMS.COM.BO,≤100,2
856012741442139,Ipas LAC,NEUMA,≤100,2
100393048247870,Daniela Cabrera Concejal,Daniela Cabrera Concejal,≤100,2
102536645161497,Pierre Chain - C O N C E J A L,Pierre Chain - C O N C E J A L,≤100,1
104257317751894,Santiago Condori Apaza,Sandro Iquise Vincenti,≤100,2
331406083686277,Vladimir Peña,Vladimir Ariel Peña Virhuez,≤100,1
370615526396567,Pablo Arízaga Ruiz,Walter Pablo Arizaga Ruiz,≤100,1
110704061188201,Saddam Pinto Alvarez,These ads ran without a disclaimer,≤100,1
116943271709470,De Tarija Lo Mejor,De Tarija..Lo mejor!!,≤100,2
101824857848955,Enrique Urquidi - Diputado,Enrique Fernando Urquidi Daza,≤100,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
1001362903237408,Cochabamba Concejo Municipal,Cochabamba Concejo Municipal,≤100,1
112943033881931,StoryFed Bolivia,StoryFed Bolivia,≤100,1
100301178044225,Viralcom,ViralComtv,≤100,1
115766059968334,Noticentral,Andrés Rodríguez Rodríguez,≤100,1
104727745931402,Federación Sindical de Trabajadores de la Prensa de El Alto - Fstpea,These ads ran without a disclaimer,≤100,1
2328823850688165,José M. Ormachea,José M. Ormachea,≤100,1
103362564359669,Mariel Peñaloza Lema,Mariel Peñaloza Lema,≤100,1
102652851097134,Oscar Balderas Diputado,Oscar Alberto Balderas Montaño,≤100,1
177854402389449,Imdosoc,These ads ran without a disclaimer,≤100,1
306232446505213,Noches de Ciberseguridad,These ads ran without a disclaimer,≤100,1
100617472209320,La Guachafita,These ads ran without a disclaimer,≤100,1
114005951660520,Curso de casas solares,These ads ran without a disclaimer,≤100,1
100520825048827,Movant Connection,These ads ran without a disclaimer,≤100,1
100331663036214,Yu-227,These ads ran without a disclaimer,≤100,1
241664783089008,Xin,These ads ran without a disclaimer,≤100,1
104467399270608,Lst57,These ads ran without a disclaimer,≤100,1
220461232133800,Estudar Portugal,These ads ran without a disclaimer,≤100,2
110784175284201,Sweet001,These ads ran without a disclaimer,≤100,1
101803166221804,Lin-406-3,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,1
128460617656602,eeDesignIt,These ads ran without a disclaimer,≤100,2
103347622684104,Magic1674-02,These ads ran without a disclaimer,≤100,1
100689636310150,Waokeem-EU,These ads ran without a disclaimer,≤100,2
101584952237158,Fer Barcelar,These ads ran without a disclaimer,≤100,1
109315958766990,Yuy-001,These ads ran without a disclaimer,≤100,1
104368422598347,Card VPN,These ads ran without a disclaimer,≤100,1
114353343756792,Salam_Spain,These ads ran without a disclaimer,≤100,1
102416722029565,"Innovate4Climate, I4C 2023 - Bilbao",These ads ran without a disclaimer,≤100,1
105890128155344,Hidroponía Completo,These ads ran without a disclaimer,≤100,1
158644819154,EarthRights International,These ads ran without a disclaimer,≤100,1
100490729492964,Sebastian Bello,These ads ran without a disclaimer,≤100,9
17043549797,MIT Technology Review,These ads ran without a disclaimer,≤100,1
114751934918631,Lin-bmd-04,These ads ran without a disclaimer,≤100,2
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
112019995188029,Yu-221,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
