Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
115835521825983,UNHCR Canada,UNHCR Canada,7394,149
167800183238142,YourAlberta (Government of Alberta),Government of Alberta,4171,26
113297740077607,Canadian Energy Centre,Canadian Energy Centre,2825,70
163336718421,PSAC - AFPC,PSAC - AFPC,2679,49
194782249201,Canadian Association of Petroleum Producers (CAPP),Canadian Association of Petroleum Producers,2237,75
109045051805492,Made The Canadian Way,Canadian Energy Centre,1659,8
6319213302,Heart & Stroke,Heart & Stroke,1598,28
261752512263,Canadian Red Cross,Canadian Red Cross,1546,17
154462904588700,Enbridge Gas,Enbridge Gas,1396,72
2112106495731697,Wild First,Canadian Coastal Research Society,1382,26
394745970602999,The Council of Canadians,The Council of Canadians,1161,66
203652059653094,Government of British Columbia,Government of British Columbia,1085,8
423019977746485,Ontario Council of Hospital Unions,Ontario Council of Hospital Unions,1015,2
27234020592,UNICEF Canada,UNICEF Canada,1006,6
268400032839,Croix-Rouge canadienne,Croix-Rouge canadienne,993,22
160136850711053,CUPE Ontario,CUPE Ontario,930,3
1097840090260804,National Police Federation,National Police Federation,908,88
24235835555,Kids Help Phone,Kids Help Phone,866,57
6095483909,Canadian Taxpayers Federation,Canadian Taxpayers Federation,857,27
163261390365324,Elementary Educators,Elementary Educators,779,21
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,777,6
139019864276,Oxfam Canada,Oxfam Canada,768,29
53321777320,Coeur + AVC,Coeur + AVC,703,24
197337921788,Dying With Dignity Canada,Dying With Dignity Canada,681,33
141165795919905,University Hospital Foundation,University Hospital Foundation,653,15
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,651,55
625254780822339,CUPE Manitoba,CUPE MB,527,10
177681485609462,Radio-Canada,Radio-Canada,514,40
182645321760265,Ville de Montréal,Ville de Montréal,513,2
186062823629,Québec sans tabac,Conseil québécois sur le tabac et la santé,506,12
117109432079,CAMH Foundation,CAMH Foundation,493,37
112554280322795,Kivalliq Hydro-Fibre Link,Kivalliq Hydro-Fibre Link,464,2
692089564299242,Amazon Prime Video,These ads ran without a disclaimer,461,3
114849617772737,Care2 Canada,Press Pause Collective,436,16
184856436064,Canadian Centre for Child Protection,Canadian Centre for Child Protection,407,6
180862678644381,Ontario NDP,Ontario NDP,390,26
19750184960,Greenpeace Canada,Greenpeace Canada,367,319
901776976544599,RBC Wealth Management,RBC Wealth Management,362,4
190502667652613,Canada’s NDP / Le NPD du Canada,Canada’s NDP / Le NPD du Canada,356,19
21751825648,Justin Trudeau,Liberal Party of Canada | Parti libéral du Canada,345,196
146592973368,Sunnybrook Health Sciences Centre,Sunnybrook Foundation,343,33
110179134502701,The Healthy Ecologies and Lifestyles Lab,Simon Fraser University,343,1
54125409458,Oxfam-Québec,Oxfam-Québec,340,4
386234648495459,Home Care Ontario,Home Care Ontario,338,15
176256900912,Saskatchewan Party,The Saskatchewan Party,336,9
103947395932025,mstrishaaa,Trish Tsui Ting Ting Yeung,335,3
1534982756793690,Foodvisor,These ads ran without a disclaimer,316,3
177741812241442,SCFP-Québec,le SCFP,298,41
35715544220,Stand.earth,Stand.earth,298,3
174238299256105,Manitoba Government and General Employees' Union (MGEU),Manitoba Government and General Employees' Union (MGEU),295,7
183326331693112,Manitoba Federation of Labour,Manitoba Federation of Labour,294,4
111064284385333,Notjustajob.ca,NotJustAJob.ca,293,12
5794733873,David Suzuki Foundation,David Suzuki Foundation,289,10
108441375489438,Pete Wiesner,Hamilton Centre PC Riding Association,288,11
104386908631938,Pathways Alliance,Pathways Alliance,287,6
33730130515,Metro Vancouver,Metro Vancouver,286,24
103145009203143,The Next Climate Fellowship,The Next Climate Fellowship,267,42
152467601467262,BMO Groupe financier,BMO Financial Group,267,5
250592478295316,C2C Journal,C2C Journal,266,9
7522587804,Green Party of Ontario,Green Party of Ontario,261,5
102794729214729,Avoid the Shock,Insurance Bureau of Canada,260,7
1583430205202800,City of Toronto,City of Toronto - Your Local Government,259,1
104853517861788,Surrey’s Say on Policing,National Police Federation,256,7
143249880633,World Animal Protection Canada,World Animal Protection Canada,255,12
184257548280251,Alberta's NDP,Alberta's NDP,253,17
652812671407912,Selam Debs,Selam Debs,248,31
281999881613,World Vision Canada,World Vision Canada,243,5
103290118198670,Alberta Women's Health Foundation,Alberta Women's Health Foundation,234,12
60266912006,Liberal Party of Canada | Parti libéral du Canada,Liberal Party of Canada | Parti libéral du Canada,219,149
115184254813951,Défi GEStes,Emilie Gallant,211,28
2349053895373277,Kyle Seeback,Kyle Seeback,200,1
144941987247,UNICEF Canada FR,UNICEF Canada,200,4
404950259547092,Scarborough Health Network Foundation,SHN with Facebook ad credits,194,18
150435931672156,Élections Québec,Élections Québec,194,7
211536155525838,ICI Estrie,ICI Estrie,193,52
263417217038472,Forest Products Association of Canada,Forest Products Association of Canada,191,9
25128859552,The Canadian Encyclopedia,Historica Canada,185,16
106360778489053,Fuelling Canada,Canadian Gas Association,176,89
1553269028327267,Star Sponsored,The Toronto Star,174,3
568938803293644,True North,True North,171,4
119123001761,Salut Bonjour,These ads ran without a disclaimer,168,1
106917558391358,Alliance Nouvelles voies,Pathways Alliance,164,2
90032605269,UHN Foundation,UHN Foundation,162,40
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,156,16
150508548780741,Aman Singh,BC New Democrat Caucus,154,1
