Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
128057147245421,San Mig Light,San Mig Light,18816,2
109322002065194,EKIS,EKIS,11049,30
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,5100,4
75665129515,Go Negosyo,Go Negosyo,5000,2
547821942058909,Pilipinas Today,WFPH,4923,43
495629064258114,Lolita Karen Javier,Lolita Karen Javier,3923,5
48688071399,Greenpeace Philippines,Greenpeace Philippines,3341,2
100350202335117,Benhur Abalos,Supporters and Friends of Benhur Abalos,2912,3
109048838563356,"Doc Christine Arquiza, MD",These ads ran without a disclaimer,2503,1
103751355997012,Optum Philippines,Optum Philippines,2445,2
1566478310240623,Francis Tolentino,Francis Tolentino PH,2294,14
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,2254,1
701517253228758,DOSTv,DOSTv,2120,5
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",1929,6
212808672071102,MWSS Regulatory Office,MWSS Regulatory Office,1775,7
197228454141593,TNTV6,TNTV6,1598,1
1922749344643532,The World Tonight,The World Tonight,1585,16
325780477966356,Geo 24/7,Energy Development Corporation,1393,21
154386154617,WWF-Philippines,WWF-Philippines,1295,3
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,1215,2
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1175,1
105929115643626,Caroline Tanchay,Caroline Tanchay,1164,5
154519977908138,Department of Social Welfare and Development,Department of Social Welfare and Development,1091,2
257830240980106,Ronnie Dadivas,Roxas City United,998,5
1759941490758280,Jerry Treñas,Jerry Treñas,961,17
105910268672335,Pinaura ka ni Sandy Javier,Pinaura ka ni Sandy Javier,883,2
134063767245964,Juvenile Justice and Welfare Council,Juvenile Justice and Welfare Council,883,3
110829087227170,QC Waves Swim Club Inc.,QC WAVES SWIM CLUB INC,841,2
110021974112031,Harold David Butardo,Harold David Butardo,841,3
2271543113085523,Pilipinas Today AM,WFPH,835,5
269175894020945,Pilipinas Today,WFPH,752,9
242562552438872,DOST-STARBOOKS,DOST-STARBOOKS,718,1
852370551453606,GARP,These ads ran without a disclaimer,715,2
102886345339673,Ben Patron,Ben Patron,688,2
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,600,2
271951029934631,Diego Silang,Diego Silang,578,1
103234338747358,MJournal,MJournal,567,1
956992934491805,Jaye Lacson-Noel,Jaye Lacson-Noel,563,3
126919387470670,Rufus B. Rodriguez,Rufus B. Rodriguez,546,3
100170811672425,Pilipinas Today Kyusi,WFPH,545,3
