Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,680,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),590,4
1519747768323108,Edil Mendez,Edil Mendez,379,3
138816232821931,PNUD en Honduras,PNUD (Programa de las Naciones Unidas  para el Desarrollo),346,3
104599735671754,Goberna Honduras,Goberna Honduras,222,8
491553204198958,Revistazo.com,Revistazo.com,187,3
643513979193133,Unidos por Beatriz,Neuma,178,8
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,1
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,1
1314458455242369,Diputado German Altamirano,German Altamirano,≤100,1
105455862166061,Poder Popular,Sara Florencia Salgado Cortez,≤100,1
292129440851133,CropLife Latin America,These ads ran without a disclaimer,≤100,1
338109312883186,China Xinhua News,These ads ran without a disclaimer,≤100,1
102211979093712,EdHeroes,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
102093685620627,Best Diplomats,These ads ran without a disclaimer,≤100,1
100432322646591,Magnom Properties,These ads ran without a disclaimer,≤100,2
106918888863637,Veterinary Sciences MDPI,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
102591285814215,Seamocks,These ads ran without a disclaimer,≤100,2
