Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
451310051622713,Alejandra Del Moral Vela,Alejandra Del Moral Vela,107949,41
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,69416,62
1570126169927933,Delfina Gómez Álvarez,Delfina Gómez Álvarez,52163,27
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,39869,18
101435299357501,Ahora #EsAdán,Con Adan Si,34370,58
112882117843391,Morena Estado de México,morenaedomex.si,30094,8
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,26122,5
1520610478183053,Badabun,Badabun,20585,8
248970878493624,Pulso Ciudadano,Pulso Ciudadano,19669,60
153947391339205,Manolo Jiménez Salinas,MANOLO JIMENEZ SALINAS,19028,18
475040405910613,Lenin Perez Rivera,Coalición Rescatemos Coahuila,17634,27
276844475727924,Turismo Colima,Gobierno Colima SA de CV,12120,14
301981380747,Secretaría de Educación Jalisco,Gobierno de Jalisco,11088,7
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,10395,12
521467487899876,SADER Jalisco,Gobierno de Jalisco,9901,6
56713285274,Greenpeace México,Greenpeace México,9800,24
104065375986923,La Politigrería,Antonio Jair Diaz Calderon,9197,1
504989886240756,Fiscalía del Estado de Jalisco,Gobierno de Jalisco,9182,6
449095701815347,Salvador Zamora,Salvador Zamora,9158,3
133059550071850,Gobierno de Guadalajara,Gobierno de Guadalajara,8615,27
129061780478815,Sistema de Asistencia Social Jalisco,Gobierno de Jalisco,7933,6
374079669993019,Secretaría de Seguridad Jalisco,Gobierno de Jalisco,7723,5
101208099535423,Inconformes Incorruptibles,Inconformes Incorruptibles,7613,2
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,7238,11
923633637651202,Morena Sí,Morena Sí,7149,32
459461090802103,Sedeco Jalisco,Gobierno de Jalisco,7025,4
1024449434274133,Partido Verde Coahuila,Partido Verde Coahuila,6839,2
186073704903313,México elige,México Elige,6762,18
322421515045669,Secretaría de Igualdad Sustantiva entre Mujeres y Hombres,Gobierno de Jalisco,6630,4
327324764029820,Armando Guadiana,Armando Guadiana,6452,6
465531963489973,Verónica Delgadillo,Verónica Delgadillo,6399,5
520075024716940,Movimiento Ciudadano Coahuila,Movimiento Ciudadano Coahuila,6237,2
113974947457905,Ni Fifís Ni Chairos,Resonancia EdoMEx,5978,2
157957047619470,Secretaría del Trabajo Jalisco,Gobierno de Jalisco,5852,5
102863700463398,Pepe Couttolenc,Partido Verde EDOMEX,5732,6
113974947457905,Ni Fifís Ni Chairos,Resonancia Edo Mex,5668,1
105097171575007,La LOCAL Mx,La LOCAL Mx,5197,2
131763133152028,Avanzando el Plan C,Apolo Mayorga Galindo,5185,1
449319475244963,Comité Directivo Estatal del PAN Chihuahua,Comité Directivo Estatal del PAN Chihuahua,4960,4
263327113809256,Secretaría de Salud Jalisco,Gobierno de Jalisco,4953,3
106615224474906,Nara González,Nara González,4786,4
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,4776,6
611053902572622,Focus Mx,Focus Mx,4075,4
400826360641681,Global Noticias,Tresa Publicidad,3900,6
112901823690886,Toño López Ruiz,Jose Antonio Lopez Ruiz,3830,10
166658850177391,Secretaría de Turismo Jalisco,Gobierno de Jalisco,3681,3
130352294189330,Adrián Oseguera,Adrián Oseguera,3624,3
114158248252278,Convocatorias 2023,Convocatorias 2023,3581,11
285058928236909,Mauricio Vila,Mauricio Vila,3497,25
105037388957622,El Sol de la Ciudad,El Sol de la Ciudad,3391,5
109634395756375,Save the Children México,Save the Children México,3362,14
106159885479677,Las Noticias México,Las Noticias México,3341,1
104878035898929,Requetemal,Resonancia EdoMEx,3336,3
420690148033445,Enrique Galindo Ceballos,Francisco Enrique Galindo Ceballos,3325,65
669306863144908,Alberto Esquer,Moisés González,3246,5
806858212689187,Pablo Lemus Navarro,Pablo Lemus Navarro,3216,20
120544204635995,Gobierno de Baja California,Gobierno de Baja California,3109,1
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,3100,2
162949857103721,Gobierno Colima,Gobierno Colima,3079,8
776394102389077,Secretaría de Seguridad Pública del Estado de Guanajuato,Secretaría de Seguridad Pública del Estado de Guanajuato,3050,4
421877377878288,Municipio de Querétaro,Municipio de Querétaro,3018,4
122404620204,Oxfam México,OXFAM MEXICO AC,2975,4
48966795116,Amnistía Internacional México,Amnistía Internacional México,2962,6
114024430364416,YoXmx,Yoxmex,2935,36
111094778258609,Chema Martínez,Chema Martínez,2934,14
2091732304477564,Senadores Ciudadanos,Grupo Parlamentario de Movimiento Ciudadano en el Senado de la República,2878,2
103599104583822,Andrés Mijes,Harman Consultores,2843,4
468586243214951,Cultura Jalisco,Gobierno de Jalisco,2841,2
669306863144908,Alberto Esquer,Fernando Esquer,2769,2
100366512516352,Víctor Mercado,Víctor Mercado,2754,4
190085328448680,Colectivo Informativo,Tresa Publicidad,2741,4
120960044277166,Despertar del Tigre,Raymundo Mendoza Arredondo,2418,12
327801597360731,Comunicación Legislativa,Comunicación Legislativa,2389,1
100912992973625,La Política Actual,Josefina Garcia Saldaña,2305,1
104680124489636,Demoscopia Digital,Demoscopia Digital,2303,75
105658496290292,Secretaría de Transporte Jalisco,Gobierno de Jalisco,2225,1
106308782164190,Reporte de la Ciudad,Reporte de la Ciudad,2210,3
112806673771498,Andrea Chávez,Andrea Chavez Treviño,2168,7
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano NL,2102,17
1545555582174942,TResearch,TResearch,2011,2
105801632482042,Noticias San Diego-Tijuana,Noticias San Diego-Tijuana,2005,1
115717988149542,DelfiNo,Resonancia EdoMEx,1982,1
206323119403212,Mario Delgado Carrillo,Mario Delgado Carrillo,1851,4
180533315991,Guanajuato Gobierno del Estado,Gobierno del Estado de Guanajuato,1821,6
428903227172775,AyuntaMÉRIDA,AyuntaMÉRIDA,1767,4
387796290649,GNP Seguros,GNP Seguros,1728,4
100615629548784,Blanca Lamas,Brecha Comunicación,1716,16
101267031439463,Voz de las Empresas,Consejo de la Comunicación,1713,10
101421899436787,Venta Directa SHCP,Andrea Acosta Romero,1671,1
