Page ID,Page name,Disclaimer,Amount spent (NGN),Number of ads in Library
565225540184937,CGTN,These ads ran without a disclaimer,22239,2
106909298343280,Lagos State Physical Planning Permit Authority,Lagos State Physical Planning Permit Authority,18366,1
102911942793356,Alhaji Ahmed Usman Ododo,Sebastian Momoh,14410,4
200480966638039,Supremacy 1914,These ads ran without a disclaimer,8952,2
1089641091059109,Hon. Kelechi Nwogu,Fabia Benibo,7892,4
109549682134205,HopeAssured2023,Reagan Ayiobiase Rowland,5840,6
409379392868813,Ringazworld,These ads ran without a disclaimer,3837,1
1689132724682504,MMAWT legacy initiative,Amiru Adamu,3600,17
971769479677563,Gbenga Olawepo-Hashim,Olushola Oni,3363,1
1102698893087946,Pevron Technology,Collins Uwomano Otuwho,2893,1
198891422171605,Elite Star Foundation,Elite Star Foundation,1551,1
118420731234931,Prince Adewale Egbedun,Ril Stories,1510,6
102607628908889,Minister Benjamin Israel,These ads ran without a disclaimer,1161,1
104414292240586,H.E. USMAN Mamman Durkwa,H.E. USMAN Mamman Durkwa,1130,2
1483156181977342,Precious Eze's Blog,Precious Eze's Blog,1010,1
109450211203581,A Senator For All,Azeez Olasunkanmi Lekan,803,2
101836915650800,Veritas MEDIA,THE POLITICO,730,1
154441408306502,NHRC Nigeria,National Human Rights Commission,716,1
474949016032212,Akin Fadeyi Foundation,Akin Fadeyi Foundation,622,1
108165847620952,Halimran printing,Enesi Audu Imrana,613,1
106932011393992,Larger Constellations,These ads ran without a disclaimer,599,1
104679584528987,Flourish,Tolutope Olubanke Anne Temitopeoluwa,577,2
119723736100630,Ala - Delight Publicity Services,Moses Oyinkuro,541,3
258237094650339,Voice Of More,Adeosun Abdulwahab Adebowale,462,1
109466785028287,Prince Dr Emeka Eze,Michael Obiekwe,462,1
427648547297783,Hasan Ismaik - حسن إسميك,These ads ran without a disclaimer,282,2
694919073940261,Yari For Senate President 2023,These ads ran without a disclaimer,271,1
1864236940464312,Sercle Inc,These ads ran without a disclaimer,244,1
102581326058705,Andop Homes and Properties Concepts,These ads ran without a disclaimer,150,1
103018869332378,BantuPage,Ikechukwu Orji,103,2
109415305142943,abc_speak,These ads ran without a disclaimer,≤100,1
1090814171006609,Men's Lives Matter Too,These ads ran without a disclaimer,≤100,1
112160184434995,Marvelthan Nig Ltd,These ads ran without a disclaimer,≤100,1
102169824695398,Rero TV,Rero TV,≤100,2
107578295345557,Anonymous squad,These ads ran without a disclaimer,≤100,1
103954534774122,WIIEN,These ads ran without a disclaimer,≤100,1
107503431796776,Turaki TV,Azeez Olasunkanmi Lekan,≤100,1
104065704766619,Marigold Arts,These ads ran without a disclaimer,≤100,1
426799224176976,ActionAid,These ads ran without a disclaimer,≤100,1
224597158386607,Rosa Luxemburg Foundation,These ads ran without a disclaimer,≤100,1
120223804387904,dailypositivityboost,These ads ran without a disclaimer,≤100,1
47815171686,Banyan Tree Hotels & Resorts,These ads ran without a disclaimer,≤100,1
105412742392556,tlgartcollective,These ads ran without a disclaimer,≤100,1
316496640057,7iber,These ads ran without a disclaimer,≤100,2
100380268833174,Gagarin News,These ads ran without a disclaimer,≤100,1
1548450055459098,Rural Watch Africa Initiative,These ads ran without a disclaimer,≤100,1
438651852841000,COLEAD.link,These ads ran without a disclaimer,≤100,1
343786409509707,The East Gate,These ads ran without a disclaimer,≤100,1
405199520209766,The Belt and Road News Network,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
276762515673385,Hauwy's Musings,These ads ran without a disclaimer,≤100,1
100851609659466,unrisd,These ads ran without a disclaimer,≤100,1
2480533842232920,POWERCHINA,These ads ran without a disclaimer,≤100,1
105494315161744,talkdiplomacy,These ads ran without a disclaimer,≤100,1
