Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
1570126169927933,Delfina Gómez Álvarez,Delfina Gómez Álvarez,59699,24
1613868898897076,Waldo Fernández González,Waldo Fernández González,42793,26
273305282567,Gobierno de Jalisco,Gobierno de Jalisco,28384,32
923633637651202,Morena Sí,Morena Sí,23703,64
645731535452116,FactoMétrica,FactoMétrica,22010,29
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,17915,3
100206439556436,Jalisco Jala con Claudia,Jalisco Jala con Claudia,16550,29
101435299357501,Ahora #EsAdán,Con Adan Si,15199,57
276844475727924,Turismo Colima,Gobierno Colima SA de CV,14317,24
475040405910613,Lenin Perez Rivera,PARTIDO VERDE COAHUILA,14119,25
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,14095,15
1520610478183053,Badabun,Badabun,11876,6
153947391339205,Manolo Jiménez Salinas,MANOLO JIMENEZ SALINAS,10567,14
56713285274,Greenpeace México,Greenpeace México,10340,27
449095701815347,Salvador Zamora,Salvador Zamora,9893,4
113974947457905,Ni Fifís Ni Chairos,Resonancia EdoMEx,9626,2
106159885479677,Las Noticias México,Las Noticias México,9322,3
105097171575007,La LOCAL Mx,La LOCAL Mx,9009,5
105291228709143,Rotativo México,Rotativo México,8415,2
393851270632362,Maru Campos Galván,Maru Campos Galván,8278,15
101208099535423,Inconformes Incorruptibles,Inconformes Incorruptibles,8021,2
191231480284,Gobierno de la Ciudad de México,Gobierno de la Ciudad de México,7768,2
451310051622713,Alejandra Del Moral Vela,Alejandra Del Moral Vela,7351,37
100220696003610,Chisme a la Carta,Chisme a la Carta,7112,3
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,6837,7
248970878493624,Pulso Ciudadano,Pulso Ciudadano,6722,60
291420500968149,Ricardo Mejia Berdeja,Ricardo Mejia Berdeja,6628,16
837607596288104,Eliseo Fernández Montufar,Community Manager,6611,2
520075024716940,Movimiento Ciudadano Coahuila,Movimiento Ciudadano Coahuila,5974,2
104878035898929,Requetemal,Resonancia EdoMEx,5634,2
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,5527,5
178625645626125,Movimiento Ciudadano Nuevo León,Movimiento Ciudadano NL,5300,16
301981380747,Secretaría de Educación Jalisco,Gobierno de Jalisco,5241,3
131763133152028,Avanzando el Plan C,Apolo Mayorga Galindo,5071,1
468586243214951,Cultura Jalisco,Gobierno de Jalisco,5011,3
100912992973625,La Política Actual,Josefina Garcia Saldaña,4937,1
504989886240756,Fiscalía del Estado de Jalisco,Gobierno de Jalisco,4659,5
162949857103721,Gobierno Colima,Gobierno Colima,4362,15
102551913153712,Ricardo Monreal A.,Ricardo Monreal Ávila,4139,4
105121875731197,Consumidor Informado Mx,Consumidor Informado Mx,3875,4
111305214729439,Medio Central,Medio Central,3832,1
111094778258609,Chema Martínez,Chema Martínez,3815,14
105179348735917,Gestoría Social para el Bienestar,Luis Felipe Benitez Gomez,3743,2
421877377878288,Municipio de Querétaro,Municipio de Querétaro,3704,4
103599104583822,Andrés Mijes,Harman Consultores,3680,4
102219139246608,MarceLovers,Mundo Millenial,3568,2
101069881617573,El Municipio,El Municipio Digital,3562,16
114158248252278,Convocatorias 2023,Convocatorias 2023,3531,9
109634395756375,Save the Children México,Save the Children México,3430,13
245495562137150,Mitofsky,Roy Campos,3427,12
285058928236909,Mauricio Vila,Mauricio Vila,3370,21
180533315991,Guanajuato Gobierno del Estado,Gobierno del Estado de Guanajuato,3367,6
105027052550887,Coordenada,Coordenada Noticias,3365,2
806858212689187,Pablo Lemus Navarro,Pablo Lemus Navarro,3269,31
106615224474906,Nara González,Nara González,3189,6
113974947457905,Ni Fifís Ni Chairos,Resonancia Edo Mex,3108,1
100269480525872,Data Mexico,Data Mexico,3076,2
122404620204,Oxfam México,OXFAM MEXICO AC,3049,3
174058432636166,El Deforma,El Deforma,3025,3
