Page ID,Page name,Disclaimer,Amount spent (QAR),Number of ads in Library
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
111416286896380,Institute of National Remembrance,These ads ran without a disclaimer,≤100,1
105363439177647,structural_glass,These ads ran without a disclaimer,≤100,1
117542301271022,Lst31,These ads ran without a disclaimer,≤100,1
273089522819834,24Media,These ads ran without a disclaimer,≤100,1
104368422598347,Card VPN,These ads ran without a disclaimer,≤100,1
100331663036214,Yu-227,These ads ran without a disclaimer,≤100,1
31292782350,Deutschland.de,These ads ran without a disclaimer,≤100,1
101822272617934,Network Booster,These ads ran without a disclaimer,≤100,1
115602001493333,Z-50-pro,These ads ran without a disclaimer,≤100,1
155174084508744,Banque mondiale,These ads ran without a disclaimer,≤100,1
368119983327926,العربي الجديد,These ads ran without a disclaimer,≤100,1
104121042603762,Sparkling Wenling,These ads ran without a disclaimer,≤100,1
100949305633793,Silent_High Quality113-V,These ads ran without a disclaimer,≤100,1
112757083778788,"Economic Daily, China",These ads ran without a disclaimer,≤100,1
112019995188029,Yu-221,These ads ran without a disclaimer,≤100,1
106028018190698,Costacurta SpA-VICO,These ads ran without a disclaimer,≤100,1
106655302304228,ميكانيكي افكار,These ads ran without a disclaimer,≤100,1
103347622684104,Magic1674-02,These ads ran without a disclaimer,≤100,1
