Page ID,Page name,Disclaimer,Amount spent (VEF),Number of ads in Library
11449543593,Carlos Ocariz,an advertiser in Venezuela,18500000,121
148231808588187,Gatorade Venezuela,an advertiser in Venezuela,8192588,2
304247300393,Juan Pablo Guanipa,an advertiser in Venezuela,7500000,1
564188034075673,Roberto Enriquez,an advertiser in Venezuela,6060065,2
100112745687674,Creemos Alianza Ciudadana,an advertiser in Venezuela,6000000,2
333721726763601,Darwin Gonzalez,an advertiser in Venezuela,5500000,3
108236238428619,Concejo Municipal de Maracaibo,an advertiser in Venezuela,5250000,2
114588254559934,Concejo Municipal de San Francisco,an advertiser in Venezuela,5250000,2
100426612940178,Concejo Municipal de San Diego,an advertiser in Venezuela,2750000,1
116093674518,César Pérez Vivas,an advertiser in Venezuela,1047511,8
106883638833589,El Cambio Posible,These ads ran without a disclaimer,587948,1
110647840532680,Merge Mayor,These ads ran without a disclaimer,542875,1
106274344755680,Exness LATAM,These ads ran without a disclaimer,200002,2
366815896693520,Milo Claure,These ads ran without a disclaimer,176850,1
956534247873612,Red Iberoamericana de Sociología Computacional,These ads ran without a disclaimer,172073,1
100409275308764,jessi.massuco,These ads ran without a disclaimer,29700,1
100232001460043,More consulting,These ads ran without a disclaimer,27500,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,1623,1
107703155980813,EarlyRise,These ads ran without a disclaimer,≤100,1
104473477733030,Earn2Trade Español,These ads ran without a disclaimer,≤100,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,≤100,1
1082964091802622,La vida de Nos,These ads ran without a disclaimer,≤100,1
1727280190891954,FRANCE 24 Español,These ads ran without a disclaimer,≤100,1
159655254060987,zChocolat.com,These ads ran without a disclaimer,≤100,1
106386158767588,DOPE Quick Reads,These ads ran without a disclaimer,≤100,2
977060299088506,"MB Technology Import, C.A.",These ads ran without a disclaimer,≤100,1
108625789179165,Soi Dog Foundation,These ads ran without a disclaimer,≤100,1
725505594135727,Adventure Escape,These ads ran without a disclaimer,≤100,1
299704060194977,CRI Ελληνική Υπηρεσία,These ads ran without a disclaimer,≤100,1
107467725067773,bibi__dolls,These ads ran without a disclaimer,≤100,1
