Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
103907495935157,צו חירום,צו חירום,25273,34
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,20569,60
121179420924897,,הביתה,16860,35
113172981678041,הביתה,הביתה,15321,42
111523625527552,התנועה לאיכות השלטון,התנועה לאיכות השלטון,6849,7
141721971504,Histadrut - ההסתדרות החדשה,Histadrut - ההסתדרות החדשה,2277,12
1073548259341247,לובי 99,לובי 99,1642,3
106136394376777,Idan Yakov,Rama Yarimi,1607,32
203379449685023,לוחמים לשלום,לוחמים לשלום,971,8
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,Michal Even,913,3
361464970647064,זהר בלום,זהר בלום,862,2
204780362875106,מקור ראשון,מקור ראשון,716,97
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",707,33
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,705,41
178433145502975,Avigdor Liberman - אביגדור ליברמן,ישראל ביתנו,692,18
108037760571199,הקונגרס הישראלי,הקונגרס הישראלי,675,18
116311335054069,My Israel | ישראל שלי,My Israel | ישראל שלי,602,9
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,597,1
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,597,32
256244498134186,אגף הביטחון - משרד ראש הממשלה,אגף הביטחון - משרד ראש הממשלה,587,2
104743111658191,Ron Ben Shushan,רון בן שושן,559,7
632806616739261,איציק רוכברגר 2023,איציק רוכברגר 2023,555,3
102548956115520,תקומה 23 - להיות עם יהודי בארצינו,תורת לחימה,541,2
1915868198652314,האם ראית את האופק לאחרונה?,האם ראית את האופק לאחרונה?,517,3
377161539406940,רפי סער,רפי סער,509,4
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",506,3
107217383988190,מגזין אפוק,Epoch Magazine,471,12
325048350950892,רמי גרינברג,עיריית פתח תקוה,450,19
604890186681585,מור ויצמן,Mor Weitzman,435,1
431367200941854,מיכל שיר - Michal Shir,מיכל שיר - Michal Shir,433,4
129851697143493,"עמותת ליל""ך-לחיות ולמות בכבוד",Lilach - The Israeli Society to Live and Die With Dignity,412,1
452342168247343,יוחנן פלסנר - Yohanan Plesner,המכון הישראלי לדמוקרטיה,397,10
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,391,3
536794249813012,תומר גלאם - Tomer Glam,עיריית אשקלון,389,3
1534418936869034,אתר החדשות דבר,אתר החדשות דבר,358,4
1392138171047822,"ארגון נכי צה""ל","ארגון נכי צה""ל",354,2
108787681841168,רישיון נשק בקליק,Michael Michel Levi,314,2
190032861033009,השומר החדש,השומר החדש,313,2
356859544473040,קירות שקופים,רועי שפרניק,312,2
2275137472764041,התאחדות הקבלנים בוני הארץ,התאחדות הקבלנים בוני הארץ,308,2
371986449521679,הקרן למורשת הכותל המערבי,Tal Sanderoni,304,28
1913755198907011,"המרכז הרפואי לטיפול בהשמנה - ד""ר רז",המרכז הרפואי לטיפול בהשמנה,295,3
426502237384307,מפלגת יש עתיד,מפלגת יש עתיד,290,2
936130799779065,עו״ד אלברט טייב בשביל הכפר,עו״ד אלברט טייב בשביל הכפר,288,4
1678753882355496,איגוד העובדות והעובדים הסוציאליים,איגוד העובדות והעובדים הסוציאליים,284,1
107796574338168,אמיר ברוט,אמיר ברוט,269,3
161096657252221,שוברים שתיקה,שוברים שתיקה,264,2
172654247853282,Shenhav musanbar,Shenhav Musanbar,262,5
102668075081968,"Фонд премии ""Генезис""","Фонд премии ""Генезис""",260,5
310682515717507,ועד מקומי צור הדסה,ועד מקומי צור הדסה,255,1
134252303927914,Майкл Мур - מייקל מור,Майкл Мур - מייקל מור,244,4
219256864871723,Lea Fadida לאה פדידה,Lea Fadida לאה פדידה,242,3
112779795076593,,שי יזרעאלי,241,4
444832565529651,המכון הישראלי לדמוקרטיה,המכון הישראלי לדמוקרטיה,240,59
1616620351898508,Адвокат Варша • Иммиграция • Рабочая виза в Израиле • Воссоединение семьи,"משרד עו""ד תומר ורשה",234,9
103428925850338,אבי סלמה - נתניה,Avi Slama,232,1
100978407934166,תנועה ישראלית,Israeli Movement,229,6
655074111504644,تاغ ميئير: أمل، لا إرهاب,تاغ ميئير: أمل، لا إرهاب,220,1
112091438217497,מטה המאבק - כפרי הנוער,מטה המאבק - כפרי הנוער,208,2
421210797920379,מועצה אזורית בנימין,מועצה אזורית בנימין,205,1
109523830757998,דמוקרטtv,דרכנו,203,2
546024288762312,"ד""ר יחיאל לסרי",עיריית אשדוד,199,2
403470203161681,"קרן רש""י - Rashi Foundation","קרן רש""י לצמצום פערים חברתיים",197,2
205264926753225,רוני בלקין Roni Belkin,רוני בלקין,195,6
104222621115858,הביטחוניסטים,הביטחוניסטים,191,8
128834187134576,Ahmad Tibi احمد طيبي,Ahmad Tibi احمد طيبي,183,1
105907482438233,,שלומית שיחור רייכמן,182,3
655073717925481,קרן ברל כצנלסון,קרן ברל כצנלסון,179,6
114423103807949,פורום העצמאים,פורום העצמאים בהסתדרות,177,2
104915605699673,יוצאים מהבועה - נגישות שרואה אותך,יוצאים מהבועה - נגישות שרואה אותך,175,1
123065247744905,ידיעות ספרים שאוהבים,אבי קראוס,174,9
33942762466,Shalom Hartman Institute מכון שלום הרטמן,Shalom Hartman Institute - מכון שלום הרטמן,174,7
1376946122530211,ניסן בן חמו - Nisan Ben Hamo,ניסן בן חמו - Nisan Ben Hamo,173,6
172002696179214,דודו קוכמן לראשות המועצה האזורית יואב,דודו קוכמן,171,2
101572232833650,מנדי קרלנשטיין,רון בן שושן,164,1
221429664638160,קדמה,קדמה,160,7
250947744954005,התנועה הקיבוצית,התנועה הקיבוצית,160,2
114355804884727,רונן דגמי לראשות המועצה האזורית יואב,digibird,157,4
1514952655390958,משרד תומר ורשה - עורכי דין • הגירה והסדרת מעמד • אשרות בישראל • זכויות אדם,"משרד עו""ד תומר ורשה",156,4
1484712825147171,Tomer Warsha Adv • Immigration to Israel • Aliya • Immigrants • Citizenship,"משרד עו""ד תומר ורשה",154,6
129618240428658,כוח לעובדים,כוח לעובדים,154,1
103185328887035,דניאל ליזרוביץ',דניאל ליזרוביץ,153,6
723141737847411,ראובן לדיאנסקי,ראובן לדיאנסקי,143,2
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,141,3
104783631865965,תלם,קרן ברל כצנלסון,138,6
370270343005611,ישראל ביתנו,ישראל ביתנו,137,7
273512049367435,האגודה למען הלהטב בישראל,האגודה למען הלהטב בישראל,136,2
161804953943328,Яир Лапид,יש עתיד - בראשות יאיר לפיד,134,8
100585238528895,לובי המיליון,One Million Lobby לובי המיליון,127,1
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,123,4
358391697641207,מחוז דרום - לשכת עורכי הדין,מחוז דרום - לשכת עורכי הדין,122,10
206692749419285,עיריית ראשון לציון,Debby&Ron LTD,122,1
100663859328863,עופרי סיידה,עופרי סיידה,121,2
500238833397356,ציפי ברנד,ציפי ברנד,120,3
106165641339954,קבוצות הבחירה של המחנות העולים,קבוצות הבחירה,119,3
302462399897419,המקום הכי חם בגיהנום,המקום הכי חם בגיהנום,118,1
304921469636475,סיכוי-אופוק سيكوي-أفق,עמותת סיכוי-אופוק,116,11
154698021323966,יוזמות אברהם  مبادرات  ابراهيم,יוזמות אברהם مبادرات ابراهيم,115,1
113277668692130,גלי ישראל,גלי ישראל,115,4
133593466685177,העין השביעית,העין השביעית,115,1
194028917292599,פסקדין - אתר המשפט הישראלי,Shay Azulay,111,1
137449656335533,Amnesty International Israel,Amnesty International Israel,110,14
111177802287614,Begin Center | מרכז מורשת מנחם בגין,Begin Center | מרכז מורשת מנחם בגין,109,3
103624452596775,קידר פינגולד - לראשות המועצה האזורית יואב,יוניק מדיה,109,2
280542409315,יד יצחק בן-צבי,יד יצחק בן-צבי,108,5
109913515759452,Bokra Net بُــــكرا,Bokra Net بُــــكرا,108,9
113789568181754,איציק דנינו - ראש העיר שלי,איציק דנינו,107,2
296689240391934,- הדין הצרפתי - ירושות בצרפת - אזרחות צרפתית - דרכון צרפתי,Yifat Hazan,106,2
100570949591846,שניר פרידמן - לראשות מועצה אזורית הגלבוע,שניר פרידמן,105,5
182055351857379,"שח""ם - ארגון השחקנים והשחקניות בישראל","שח""ם - ארגון השחקנים בישראל",105,1
724695854330692,פשעי המשטר הקומוניסטי הסיני נחשפים,Tal Babich,103,1
514120312344782,דובי אמיתי - יו״ר נשיאות המגזר העסקי והתאחדות האיכרים,התאחדות האיכרים בישראל,103,4
717156685055452,תנופה בקהילה-Tenufa Bakehila,תנופה בקהילה,102,1
104015018553973,The Genesis Prize - פרס בראשית,Genesis Prize Foundation,102,2
168898066479983,עיריית עכו,עיריית עכו,101,2
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,101,1
205544429526773,תג מאיר: אור במקום טרור,תג מאיר: אור במקום טרור,≤100,2
106895605678077,מחאת המילואימניקים,מילואימניקים,≤100,3
1633801720194315,מועצה מקומית פרדס חנה כרכור,מועצה מקומית פרדס חנה כרכור,≤100,3
849824028408565,תנועת אם תרצו,תנועת אם תרצו,≤100,27
113065595006048,ענת כינורי לראשות העיר חולון 2023,ענת כנורי,≤100,35
306573849707676,המקפצה,These ads ran without a disclaimer,≤100,1
248660961864475,שחרית | سحرية | Shaharit,שחרית | سحرية | Shaharit,≤100,3
107110828789769,רוני בריק,רוני בריק,≤100,1
179034435458425,פנאי העיר חדרה,פנאי העיר חדרה,≤100,8
433529446712013,Ayman Odeh - أيمن عودة,Ayman Odeh - أيمن عودة,≤100,4
224993517556428,Da'am Party - מפלגת דעם - حزب دعم,Da'am Party - מפלגת דעם - حزب دعم,≤100,2
107926607591864,זוּלת - לשוויון וזכויות אדם,זוּלת - לשוויון וזכויות אדם,≤100,2
501178966564217,פורום קהלת Kohelet Forum,פורום קהלת Kohelet Forum,≤100,14
501512673192146,Авигдор Либерман,ישראל ביתנו,≤100,2
103851895179872,אמהות לביאות,Nataly Milner,≤100,1
103793039307889,,נתי לרנר לראשות מועצת יואב,≤100,8
220045128798930,"עו""ד ידידיה בלומהוף - תביעות משרד הביטחון",משרד עורכי דין ידידיה בלומהוף,≤100,6
1023211607703525,ההסתדרות במרחב אשקלון,Sharon Atiya,≤100,2
442803666117251,Yaniv Markowitz - יניב מרקוביץ׳,Yaniv Markowitz,≤100,1
171506896314198,מיטל להבי - Meital Lehavi,מיטל להבי,≤100,3
108760035823125,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,The Van Leer Jerusalem Institute - מכון ון ליר בירושלים,≤100,7
544585708962925,עיריית לוד,עיריית לוד,≤100,1
387662485168743,LPY הוצאת אזרחות פולנית,LPY הוצאת אזרחות פולנית,≤100,3
368543840314194,אפרת דוד ששון - Efrat David Sasson,אפרת דוד ששון - Efrat David Sasson,≤100,2
112081888435562,Эли Ярив,Эли Ярив,≤100,1
198917210119704,שלום עכשיו,שלום עכשיו,≤100,3
94762908662,נעמת - תנועת הנשים של ישראל,נעמת | Women @ Work,≤100,8
2024383551205478,אלדד בר כוכבא,אלדד בר כוכבא,≤100,1
2024003551147460,החופש לבחור - בראשות איל פביאן,Eyal Fabian,≤100,2
102684482764860,داني عطار لرئاسة المجلس الإقليمي جلبوع,Daniel Atar,≤100,3
122151567825903,ארגון בטרם לבטיחות ילדים,ארגון בטרם לבטיחות ילדים,≤100,2
1822651321364643,121 - מנוע לשינוי חברתי,121 - מנוע לשינוי חברתי,≤100,2
877405719007268,מכון ארגמן ללימודים שמרניים,מכון ארגמן,≤100,7
200480966638039,Supremacy 1914,These ads ran without a disclaimer,≤100,2
1230703323658792,מרכזים לצדק חברתי,מרכזים לצדק חברתי,≤100,4
102703162781358,,הדס שקד - נכונה לגלבוע,≤100,3
790149967713981,דרכנו,דרכנו,≤100,1
411177009409267,ענת זנזורי,ענת זנזורי,≤100,2
103459003107598,ארגון העיתונאים והעיתונאיות בישראל,ארגון העיתונאים והעיתונאיות בישראל,≤100,2
110813690707400,Nimrod Yaron & Co. - נמרוד ירון ושות' - מיסוי ישראלי ובינלאומי,Yifat Hazan,≤100,1
119194297776590,,אוריאל לין,≤100,1
289430634536225,جبهة وحدة يافة الناصرة - الصفحة الرسمية,جبهة وحدة يافة الناصرة - الصفحة الرسمية,≤100,1
