Page ID,Page name,Disclaimer,Amount spent (BRL),Number of ads in Library
425350744240843,Comitê Internacional da Cruz Vermelha,Comitê Internacional da Cruz Vermelha,12979,316
171169022896525,Guaraná Antarctica,Ambev,6386,3
104625758942119,Siga Antenado,"ASSOCIACAO ADMINISTRADORA DA FAIXA DE 3,5 GHZ - EAF",5372,33
159103797542,Greenpeace Brasil,Greenpeace Brasil,3861,258
239665829565195,Cidade de São Paulo,Pago por Prefeitura de SP,3773,120
112830251033781,Tiger,GRUPO HEINEKEN,3033,1
106558185227603,BP Select,Brasil Paralelo Entretenimento e Educação S/A,2516,50
833053646745836,Kim Kataguiri,MBL,2397,16
121116005943892,Saúde Não Se Pesa,NOVO NORDISK FARMACÊUTICA DO BRASIL LTDA,2011,2
140386962704024,Governo de Pernambuco,Governo de Pernambuco,1912,10
416907625028840,Governo do Estado de Minas Gerais,Governo de Minas Gerais,1885,2
101189854802059,Revista Oeste,Revista Oeste,1821,10
101230328792183,Portal Concursos & OAB,PORTAL CURSOS PREPARATORIOS E OAB LTDA,1719,193
142183709175200,Sou Concurseiro e Vou Passar,SOUZA E SILVA - TREINAMENTOS LTDA ME,1551,10
110418455214538,Bernardo K.,Filhos do Trovão,1457,156
198849783539777,Buscofem,Buscofem,1348,1
360125334431298,Renova BR,ASSOCIAÇÃO RENOVA BR,1332,22
131844590198876,Prefeitura de Porto Alegre,Prefeitura Municipal de Porto Alegre,1279,13
1594613884123934,IDIB,INSTITUTO DE DESENVOLVIMENTO INSTITUCIONAL BRASILEIRO - IDIB,1277,6
105527742878890,Prefeitura do Recife,Prefeitura do Recife,1254,19
1534982756793690,Foodvisor,These ads ran without a disclaimer,1211,3
228909183838663,Fundação Demócrito Rocha,Ismael Pereira Da Costa,971,8
110647840532680,Merge Mayor,These ads ran without a disclaimer,863,2
108742321417244,Gerson Aragão,SCIREJUS APLICATIVOS JURIDICOS LTDA,848,163
7970426802,WWF-Brasil,WWF-Brasil,766,31
163893463708223,Marcelo Vitorino,Vitorino & Mendonça,761,35
185500178231142,Governo do Maranhão,Governo do Estado do Maranhão,748,6
1211366248899077,Prefeitura de Duque de Caxias,Prefeitura de Duque de Caxias,677,39
113165042099382,Brasil 61,Brasil 61,664,20
109918909035681,Cerveja Brahma Oficial,Ambev,660,4
151756254136,Enel Brasil,Enel Brasil,659,2
330379553673497,Oxfam Brasil,Oxfam Brasil,633,73
534805630341699,Idecan Oficial,"INSTITUTO DE DESENVOLVIMENTO EDUCACIONAL, CULTURAL E ASSISTENCIAL NACIONAL",581,6
152338908863109,William Dornela,William Dornela,569,10
123884341029248,João Jorge,JOÃO JORGE DE SOUZA,568,3
258088921369,TOTVS,TOTVS,563,5
106091268052699,Prefeitura de Diadema,Prefeitura de Diadema,562,6
145608108896911,Frente Parlamentar da Agropecuária - FPA,Instituto Pensar Agropecuária,528,9
1767220630177139,Animal Equality Brasil,Animal Equality Brasil,511,5
109272165397476,Gerson Aragao,SCIREJUS APLICATIVOS JURIDICOS LTDA,509,70
100261572206297,Coronel Assis,Jonildo Jose de Assis,495,1
405401689514244,Carlos Zarattini,Carlos Alberto Rolim Zarattini,477,27
224777780881144,Visão Mundial,Visão Mundial,466,16
314916388685112,Deputado Val Ceasa,Roosevelt Barcelos,464,2
169743843175117,Bruno Ganem SP,Bruno Ganem,462,3
348704312899125,foconofato,FOCO NO FATO,455,20
367980806622995,Bruna Furlan Deputada Estadual,Bruna Furlan,445,54
1475834059299747,Rodrigo Amorim,Rodrigo Martins Pires De Amorim,441,3
110225312350543,Nova Escola,Associação Nova Escola,435,26
391175961040598,ADE SAMPA,ADE SAMPA,427,10
333720355130,Petrobras,Petrobras,404,28
104738421003389,InvestNews BR,Easynvest,399,19
1504580766531518,Mulheres Progressistas,PROGRESSISTAS - BRASIL - BR - NACIONAL,378,4
157964194719,Enel Clientes Brasil,Enel Brasil,371,4
104498669210628,Gustavo Rodrigenes,Assinatura Direito,369,47
422665284772249,Fernando Ulrich,Liberta Agentes Autonomos de Investimentos S/s LTDA,346,3
181979211894401,ENGIE,These ads ran without a disclaimer,345,1
288412514669518,Maranhão com Brandão,Laryssa de Melo de Azevedo,340,4
194885963868969,Rider,These ads ran without a disclaimer,308,5
100380548458405,Prefeitura de Jaboticabal,Prefeitura de Jaboticabal,302,16
113005112093720,Aldo Solar,Aldo Solar,286,1
266080903460734,Rosane Felix,ROSANE FELIX DO NASCIMENTO MALTA,266,2
115558703488480,IDP Online,Instituto Brasiliense de Direito Publico,263,55
1087471917938156,Sistema Fecomércio RJ,Fecomércio RJ,253,3
263563620333111,Eduardo Braga,Carlos Braga,248,3
795066333934481,Mulheres Republicanas,Mulheres Republicanas,244,12
239977579362882,Blue3,Blue3 Investimentos,243,5
1437843656540112,Lucas Sanches,Lucas Promessia,238,6
