Page ID,Page name,Disclaimer,Amount spent (CAD),Number of ads in Library
338645782840713,"Ministère de l'Environnement, de la Lutte contre les changements climatiques, de la Faune et des Parcs",Ministère de l'Environnement et de la Lutte contre les changements climatiques,7241,4
270323369737229,Elections Alberta,Elections Alberta,7150,11
169928686425623,UFCW Local 401,UFCW Local 401,6269,16
167800183238142,YourAlberta (Government of Alberta),YourAlberta (Government of Alberta),5019,4
107510839641509,OCEU CUPE 1750,CUPE | Canadian Union of Public Employees,4827,14
113707256426,Rachel Notley,Alberta's NDP,4194,4
155609655007428,United Conservative Party of Alberta,United Conservative Party of Alberta,4159,8
6319213302,Heart & Stroke,Heart & Stroke,2837,19
944819212239364,Alberta Proud,Alberta Proud,2762,8
177990002393,Ontario Nurses' Association,Ontario Nurses' Association,1740,3
633812813408377,Elections Canada,Elections Canada,1695,41
184257548280251,Alberta NDP,Alberta's NDP,1620,8
118314421234127,Manitoba Watch 2023,Canada Growth Council,1462,12
1583430205202800,City of Toronto,City of Toronto - Your Local Government,1461,19
163261390365324,Elementary Educators,Elementary Educators,1391,73
844239722367708,Innovative Medicines Canada / Médicaments novateurs Canada,Innovative Medicines Canada / Médicaments novateurs Canada,1302,200
118040041222760,Juan Luis Garrido,Juan Luis Garrido,1218,2
689157954518219,Danielle Smith,United Conservative Party,1175,5
121222984568561,Amnesty International Canada,Amnesty International Canada,1161,93
2157595277852262,Anthony Perruzza,Anthony Perruzza for Mayor,1123,2
162936387068600,Ontario Public Service Employees Union (OPSEU),Ontario Public Service Employees Union (OPSEU/SEFPO),1115,4
5661704203,Conservative Party of Canada - Parti conservateur du Canada,Conservative Party of Canada - Parti conservateur du Canada,1069,58
101992516222422,Let's Vote Alberta,Let's Vote AB,1058,28
27234020592,UNICEF Canada,UNICEF Canada,1054,9
104386908631938,Pathways Alliance,Pathways Alliance,974,5
1625388114349662,Tany Yao,Vitor Manuel Marciano,862,1
195608229977,BC NDP,BC NDP,859,8
922478954450376,CHBA National,CHBA National,857,12
283487578481273,Énergir,Énergir,816,16
154462904588700,Enbridge Gas,Enbridge Gas,815,72
103223222015913,Nowly,nowly,799,9
43448349479,Josh Matlow,Josh Matlow Campaign,780,7
171838976178751,Canadian Women's Foundation,Canadian Women's Foundation,768,28
168106993245736,Canada Post,Canada Post,763,3
175681169746534,Searle Turton,Searle Wesley Turton,763,1
172675656776719,PS j'ai la SP,Sophie Berriault,743,2
439345863190331,Brad Bradford,Brad Bradford Campaign,738,9
186563811522,Centrale des syndicats du Québec (CSQ),Centrale des syndicats du Québec (CSQ),720,21
115835521825983,UNHCR Canada,UNHCR Canada,714,46
261752512263,Canadian Red Cross,Canadian Red Cross,707,13
24235835555,Kids Help Phone,Kids Help Phone,695,32
103805636333615,Quality Canadian Milk - Lait canadien de qualité,Quality Canadian Milk - Lait canadien de qualité,659,14
296482721047939,Nolan Dyck,Nolan Dyck UCP Campaign,655,2
1097840090260804,National Police Federation,National Police Federation,627,78
160136850711053,CUPE Ontario,Sonya Yalda,604,4
625254780822339,CUPE Manitoba,CUPE MB,521,6
56645055750,Canadian Mental Health Association - Calgary Region,These ads ran without a disclaimer,514,2
247550302115830,Elections Saskatchewan,Elections Saskatchewan,514,2
1665089323732197,Tripping on Air,Ardra Leah Shephard,497,2
81178198523,Alberta Liberal Party,Alberta Liberal Party,484,3
268823146480333,Fondation INCA,INCA,476,17
453724058039992,viaSport British Columbia,viaSport British Columbia,476,45
281999881613,World Vision Canada,World Vision Canada,446,4
53321777320,Coeur + AVC,Coeur + AVC,436,16
102828041144081,Here For Students,Here For Students,434,9
727139784093958,Marit Stiles,Ontario NDP,409,2
1711780249072322,Anthony Furey,Furey for Mayor,365,17
182629491891136,First Nations Health Authority,First Nations Health Authority,354,25
177681485609462,Radio-Canada,Radio-Canada,354,2
111280308508110,Astrid4Buffalo,Astrid4Buffalo,342,7
372498358268,Manitoba NDP Caucus,Manitoba NDP Caucus,341,17
376006035816016,Storyworth,These ads ran without a disclaimer,340,9
31912359596,University of Saskatchewan,University of Saskatchewan,339,3
143249880633,World Animal Protection Canada,World Animal Protection Canada,338,24
918395134840916,Jason Nixon,Authorized by the Jason Nixon Campaign www.jasonnixon.ca,337,12
110905578614041,Drax Group Canada,Drax Group Canada,329,88
402069116659323,Jasvir Deol,Jasvir Deol for Edmonton-Meadows,315,1
