Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
75665129515,Go Negosyo,Go Negosyo,10480,1
257830240980106,Ronnie Dadivas,Roxas City United,8018,13
150218985056317,Senator Koko Pimentel,Friends of Senator Koko Pimentel,5040,1
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",4589,1
1566478310240623,Francis Tolentino,Francis Tolentino PH,3906,20
197727873578501,Senator Migz Zubiri,Senator Migz Zubiri,3839,1
1485006188181879,WES Gatchalian,WES Gatchalian,3547,6
100155158432600,The Health Center PH,The Best Healthctr Hub Ph,3106,3
547821942058909,Pilipinas Today,WFPH,2607,21
585583411583810,ONE CAVITE,ONE CAVITE,2483,3
495629064258114,Lolita Karen Javier,Amor U. Nacional,2130,5
269175894020945,Pilipinas Today,WFPH,2080,15
1714745698802895,Celso Lobregat,Celso Lorenza Lobregat Iii,1987,1
1871757276390999,Cong. Mannix Dalipe - Page,Manuel Jose M. Dalipe,1683,3
163550757135020,News5,News5,1431,7
100170811672425,Pilipinas Today Kyusi,WFPH,1418,15
105929115643626,Cong. Caroline Tanchay,Caroline Tanchay,1406,3
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,1214,6
154519977908138,Department of Social Welfare and Development,Department of Social Welfare and Development,1205,2
154386154617,WWF-Philippines,WWF-Philippines,1156,3
223618785182273,Pilipinas,WFPH,1059,11
109246084265823,Jay Manalo Ilagan,Chicklet Diaz,1003,1
113192036820162,Prof. Soc Anthony del Rosario,We Care Incorporated,979,2
104955062184489,BBM Movement,UEEI Consorcia Inc,965,2
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,963,3
321351771993681,Filipinas Today Tweets,Sartine,898,7
100985303377,Valenzuela City,Valenzuela City,847,2
186667502068528,Larry De Costa,WFPH,830,8
103401515144127,Atty. Migs Nograles,Atty. Migs Nograles,807,28
220125414691980,Philusa Corporation,Philusa Corporation,793,2
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC,770,3
150375428333135,OPAPRU,OPAPRU,751,1
