Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
101875098313543,Andel,Andel,12789,8
1595135787365287,Dansk Retursystem,Dansk Retursystem,9337,3
63691965101,UNICEF Danmark,UNICEF Danmark,7068,41
250994288337708,Sex og Samfund,Sex og Samfund,6761,12
65929129383,Røde Kors,Røde Kors,5525,55
26458152911,SOS Børnebyerne,SOS Børnebyerne,4974,19
1507997959501973,Landbrug & Fødevarer,Landbrug & Fødevarer,4650,20
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,4149,31
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,3409,18
116269191760882,DSB,DSB,3333,5
55365680705,Greenpeace Danmark,Greenpeace Danmark,3073,44
12787473132,Berlingske,Berlingske,2411,23
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,2342,24
72672361910,Børns Vilkår,Børns Vilkår,2332,8
67571270393,Red Barnet,Red Barnet,1901,4
748887235210811,Obton Forvaltning A/S,Obton Forvaltning A/S,1839,15
153151900930,Ungdommens Røde Kors,Ungdommens Røde Kors,1774,1
108041771950114,Danmarksdemokraterne,Danmarksdemokraterne,1468,6
99632942471,Læger uden Grænser (MSF),Læger uden Grænser (MSF),1407,4
154415494575789,IDA,IDA,1311,3
41459763029,Socialdemokratiet,Socialdemokratiet,1202,12
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,1168,48
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,1095,9
304554445813,Videncentret Bolius,Videncentret Bolius,1081,12
87468072466,Copenhagen Pride,Copenhagen Pride,1031,1
59143726810,Psykiatrifonden,Psykiatrifonden,1013,3
167891603415958,Lederne,These ads ran without a disclaimer,998,4
133707013355759,Danner,Danner,981,1
102154048301476,Lederstof.dk,Lederne,850,20
867877683280051,Weekendavisen,Weekendavisen,818,14
261599053881378,Fagbevægelsens Hovedorganisation,Fagbevægelsens Hovedorganisation,737,7
304554445813,Videncentret Bolius,Bolius,722,3
748887235210811,Obton Forvaltning A/S,Obton A/S,627,7
167891603415958,Lederne,Lederne,606,8
126543540781090,Ældre Sagen,Ældre Sagen,593,23
36664432940,Amnesty International Danmark,Amnesty International Danmark,521,13
447217575331947,Martin Lidegaard,Martin Lidegaard,514,2
202627126417910,TAXA 4x35,Sammenslutningen Taxa 4x35,507,2
144965885963,Oxfam Danmark,Oxfam Danmark,462,8
246977185497434,Plastic Change,Plastic Change,452,15
399210657232918,PlanBørnefonden,PlanBørnefonden,450,6
287306323369,Børnecancerfonden,Børnecancerfonden,447,2
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,379,15
144098125661833,Nordea Invest,Nordea Invest,360,9
359674067377201,BUPL,BUPL,353,2
1471913586453233,Organdonation - ja tak,Organdonation - ja tak,352,3
17428770950,RÆSON,RÆSON,345,1
390925417751473,Erling Bonnesen,Erling Bonnesen,321,6
105511328705392,HØRT,Børns Vilkår,313,8
852608988134698,Tikko,Tikko,281,10
138978072648,Dansk Vegetarisk Forening - DVF,Dansk Vegetarisk Forening - DVF,231,2
591683257511399,Sprøjtefri - Nej til sprøjtegifte i haven,VPU - Vandværkerne i Aarhus,211,4
106952222676974,Liberal Alliance,These ads ran without a disclaimer,204,1
1405355586351630,Carlsbergfondet,Carlsbergfondet,204,4
356520931077196,Europabevægelsen,Europabevægelsen,203,5
141140922630894,RED Center,RED Center,201,4
264009771074617,Niels Fuglsang,Niels Fuglsang,193,13
191492900934553,"Louise Schelde Frederiksen - Jurist og Lektor, cand.jur","Louise Schelde Frederiksen - Jurist og Lektor, cand.jur",190,1
305932686202047,Caritas Danmark,Caritas Danmark,189,1
